date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Thursday, Apr 17",boxscore,CHC,@,STL,W,4,3,None,2-0,1,up 0.5,Hobbie,McDaniel,Mayer,2:35,N,"11,500",++,None
"Friday, Apr 18",boxscore,CHC,None,STL,W,11,6,None,3-0,1,up 1.0,Drott,Jones,Rodriguez,2:53,D,"21,076",+++,None
"Saturday, Apr 19",boxscore,CHC,None,STL,W,6,3,None,4-0,1,up 1.0,Mayer,Jackson,None,2:27,D,"17,993",++++,None
"Sunday, Apr 20",boxscore,CHC,None,STL,L,4,9,None,4-1,1,up 0.5,Martin,Brosnan,Clark,2:45,D,"24,380",-,None
"Tuesday, Apr 22",boxscore,CHC,@,LAD,L,2,4,None,4-2,1, Tied,Podres,Hobbie,Labine,2:38,N,"39,459",--,None
"Wednesday, Apr 23",boxscore,CHC,@,LAD,W,7,6,None,5-2,1,up 0.5,Elston,Labine,Nichols,2:59,N,"24,368",+,None
"Thursday, Apr 24",boxscore,CHC,@,LAD,W,15,2,None,6-2,1,up 0.5,Fodge,Drysdale,None,2:43,D,"10,194",++,None
"Friday, Apr 25",boxscore,CHC,@,SFG,L,0,2,None,6-3,2, 0.5,Monzant,Brosnan,None,2:05,N,"16,870",-,None
"Saturday, Apr 26",boxscore,CHC,@,SFG,L,1,3,None,6-4,3, 1.5,Antonelli,Hobbie,None,2:06,D,"19,284",--,None
"Sunday, Apr 27",boxscore,CHC,@,SFG,W,5,4,None,7-4,2, 0.5,Elston,Grissom,Rodriguez,2:36,D,"22,696",+,None
"Tuesday, Apr 29",boxscore,CHC,None,MLN,L,4,8,None,7-5,3, 1.0,Spahn,Mayer,None,2:41,D,"4,790",-,None
"Wednesday, Apr 30",boxscore,CHC,None,MLN,W,8,2,None,8-5,2, 0.5,Brosnan,Buhl,None,2:12,D,"7,914",+,None
"Thursday, May 1",boxscore,CHC,None,MLN,W-wo,3,2,None,9-5,1,up 0.5,Drabowsky,Trowbridge,None,2:35,D,"8,998",++,None
"Friday, May 2",boxscore,CHC,None,MLN,W-wo,8,7,None,10-5,1,up 0.5,Elston,Littlefield,None,2:44,D,"5,751",+++,None
"Saturday, May 3",boxscore,CHC,None,MLN,L,3,4,None,10-6,1,up 0.5,Burdette,Drabowsky,None,2:47,D,"21,342",-,None
"Sunday, May 4",boxscore,CHC,None,CIN,W-wo,5,4,None,11-6,1,up 0.5,Elston,Jeffcoat,None,2:32,D,None,+,None
"Sunday, May 4",boxscore,CHC,None,CIN,L,2,3,14,11-7,1,up 0.5,Schmidt,Nichols,None,3:09,D,"12,341",-,None
"Tuesday, May 6",boxscore,CHC,None,CIN,W,4,0,None,12-7,1,up 0.5,Hobbie,Nuxhall,None,2:18,D,"2,631",+,None
"Wednesday, May 7",boxscore,CHC,None,CIN,W,5,1,None,13-7,1,up 0.5,Phillips,Lawrence,None,2:13,D,"4,861",++,None
"Thursday, May 8",boxscore,CHC,None,CIN,L,8,10,None,13-8,1, Tied,Nuxhall,Nichols,Jeffcoat,3:04,D,"5,936",-,None
"Friday, May 9",boxscore,CHC,@,STL,L,2,3,None,13-9,3, 1.0,Jones,Drabowsky,None,2:01,N,"10,643",--,None
"Saturday, May 10",boxscore,CHC,@,STL,L,1,3,None,13-10,4, 2.0,Mizell,Brosnan,Jackson,2:03,D,"7,459",---,None
