"date","boxscore","team","home_or_away","opponent","win_or_loss","runs","runs_allowed","innings","win_loss_record","rank","games_behind","win","loss","save","time","day_or_night","attendance","streak","originally_scheduled","year"
"Wednesday, Sep 30","boxscore","LAA","None","OAK","L","7","8","None","83-75","3"," 3.0","Dull","Morin","Doolittle","3:39","D","34,033","-","None",2015
"Thursday, Oct 1","boxscore","LAA","@","TEX","L","3","5","None","83-76","3"," 4.0","Holland","Heaney","Tolleson","3:14","N","32,338","--","None",2015
"Friday, Oct 2","boxscore","LAA","@","TEX","W","2","1","None","84-76","3"," 3.0","Morin","Tolleson","Smith","2:49","N","47,219","+","None",2015
"Saturday, Oct 3","boxscore","LAA","@","TEX","W","11","10","None","85-76","3"," 2.0","Reyes","Ohlendorf","Smith","4:06","D","37,271","++","None",2015
"Sunday, Oct 4","boxscore","LAA","@","TEX","L","2","9","None","85-77","3"," 3.0","Hamels","Richards","None","2:53","D","45,772","-","None",2015
"Tuesday, Apr 5","boxscore","LAA","None","CHC","L","1","6","None","0-2","4"," 1.5","Lester","Heaney","None","2:34","N","37,042","--","None",2016
"Thursday, Apr 7","boxscore","LAA","None","TEX","W-wo","4","3","None","1-2","2"," 1.0","Street","Dyson","None","3:11","N","39,089","+","None",2016
"Friday, Apr 8","boxscore","LAA","None","TEX","L","3","7","None","1-3","4"," 1.0","Griffin","Shoemaker","None","3:30","N","35,207","-","None",2016
"Saturday, Apr 9","boxscore","LAA","None","TEX","L","1","4","None","1-4","5"," 1.5","Hamels","Richards","Tolleson","2:53","N","38,106","--","None",2016
"Sunday, Apr 10","boxscore","LAA","None","TEX","W","3","1","None","2-4","3"," 1.5","Weaver","Perez","Street","2:43","D","35,097","+","None",2016
"Monday, Apr 11","boxscore","LAA","@","OAK","W","4","1","None","3-4","3"," 0.5","Tropeano","Gray","Street","3:05","N","13,371","++","None",2016
"Tuesday, Apr 12","boxscore","LAA","@","OAK","W","5","4","None","4-4","2"," 0.5","Morin","Doolittle","Street","2:41","N","13,492","+++","None",2016
"Wednesday, Apr 13","boxscore","LAA","@","OAK","W","5","1","None","5-4","1","up 0.5","Shoemaker","Surkamp","None","3:03","D","11,216","++++","None",2016
"Friday, Apr 15","boxscore","LAA","@","MIN","L","4","5","None","5-5","1"," Tied","Fien","Salas","Jepsen","3:29","N","22,461","-","None",2016
"Saturday, Apr 16","boxscore","LAA","@","MIN","L","4","6","None","5-6","2"," 1.0","Pressly","Smith","Jepsen","2:55","D","27,464","--","None",2016
"Sunday, Apr 17","boxscore","LAA","@","MIN","L-wo","2","3","12","5-7","3"," 1.5","Tonkin","Rasmus","None","4:02","D","25,932","---","None",2016
"Monday, Apr 18","boxscore","LAA","@","CHW","W","7","0","None","6-7","2"," 1.0","Santiago","Rodon","None","2:58","N","14,706","+","None",2016
"Tuesday, Apr 19","boxscore","LAA","@","CHW","L","0","5","None","6-8","3"," 2.0","Latos","Shoemaker","Jones","2:46","N","12,093","-","None",2016
"Wednesday, Apr 20","boxscore","LAA","@","CHW","L","1","2","None","6-9","4"," 3.0","Sale","Richards","Robertson","2:59","D","12,785","--","None",2016
"Thursday, Apr 21","boxscore","LAA","@","CHW","W","3","2","None","7-9","4"," 3.0","Weaver","Danks","Street","2:48","D","11,418","+","None",2016
"Friday, Apr 22","boxscore","LAA","None","SEA","L","2","5","10","7-10","4"," 3.0","Peralta","Alvarez","Cishek","3:23","N","40,755","-","None",2016
"Saturday, Apr 23","boxscore","LAA","None","SEA","W","4","2","None","8-10","4"," 2.0","Santiago","Hernandez","Street","2:45","N","41,058","+","None",2016
"Sunday, Apr 24","boxscore","LAA","None","SEA","L","4","9","None","8-11","4"," 2.0","Miley","Shoemaker","Vincent","2:43","D","37,754","-","None",2016
"Monday, Apr 25","boxscore","LAA","None","KCR","W","6","1","None","9-11","4"," 1.5","Richards","Kennedy","None","2:59","N","31,061","+","None",2016
"Tuesday, Apr 26","boxscore","LAA","None","KCR","W","9","4","None","10-11","4"," 1.5","Weaver","Volquez","None","3:02","N","34,428","++","None",2016
"Wednesday, Apr 27","boxscore","LAA","None","KCR","W","4","2","None","11-11","3"," 1.0","Salas","Young","Smith","2:51","N","35,142","+++","None",2016
"Friday, Apr 29","boxscore","LAA","@","TEX","L","2","4","None","11-12","4"," 2.0","Lewis","Santiago","Tolleson","2:35","N","29,589","-","None",2016
"Saturday, Apr 30","boxscore","LAA","@","TEX","L","2","7","None","11-13","4"," 3.0","Holland","Shoemaker","None","2:55","N","41,571","--","None",2016
"Sunday, May 1","boxscore","LAA","@","TEX","W","9","6","None","12-13","4"," 2.0","Mahle","Wilhelmsen","None","3:33","D","39,401","+","None",2016
"Monday, May 2","boxscore","LAA","@","MIL","L","5","8","None","12-14","4"," 3.0","Nelson","Weaver","None","3:30","N","21,352","-","None",2016
"Tuesday, May 3","boxscore","LAA","@","MIL","L","4","5","None","12-15","4"," 3.5","Guerra","Tropeano","Jeffress","2:41","N","28,180","--","None",2016
"Wednesday, May 4","boxscore","LAA","@","MIL","W","7","3","None","13-15","3"," 3.5","Salas","Thornburg","Smith","3:28","D","21,907","+","None",2016
"Friday, May 6","boxscore","LAA","None","TBR","L","2","5","None","13-16","3"," 4.0","Archer","Rasmus","Colome","3:06","N","41,253","-","None",2016
"Saturday, May 7","boxscore","LAA","None","TBR","L","2","4","None","13-17","4"," 5.0","Ramirez","Smith","Colome","3:06","N","40,142","--","None",2016
"Sunday, May 8","boxscore","LAA","None","TBR","L","1","3","None","13-18","4"," 5.0","Andriese","Tropeano","Colome","2:56","D","41,086","---","None",2016
"Tuesday, May 10","boxscore","LAA","None","STL","L","1","8","None","13-19","3"," 6.5","Leake","Santiago","None","2:57","N","30,679","----","None",2016
"Wednesday, May 11","boxscore","LAA","None","STL","L","2","5","None","13-20","3"," 7.5","Garcia","Shoemaker","Rosenthal","3:00","N","33,378","-----","None",2016
"Thursday, May 12","boxscore","LAA","None","STL","L","10","12","None","13-21","4"," 8.0","Wainwright","Weaver","Siegrist","3:56","N","35,413","------","None",2016
"Friday, May 13","boxscore","LAA","@","SEA","W","7","6","None","14-21","4"," 7.0","Smith","Cishek","Salas","3:41","N","34,579","+","None",2016
"Saturday, May 14","boxscore","LAA","@","SEA","W","9","7","None","15-21","3"," 6.0","Bedrosian","Cishek","Smith","3:29","N","42,038","++","None",2016
"Sunday, May 15","boxscore","LAA","@","SEA","W","3","0","None","16-21","3"," 5.5","Santiago","Hernandez","Smith","2:55","D","40,852","+++","None",2016
"Monday, May 16","boxscore","LAA","@","LAD","W","7","6","None","17-21","3"," 4.5","Shoemaker","Maeda","Salas","4:00","N","39,583","++++","None",2016
"Tuesday, May 17","boxscore","LAA","@","LAD","L","1","5","None","17-22","4"," 5.5","Kershaw","Weaver","None","2:12","N","42,514","-","None",2016
"Wednesday, May 18","boxscore","LAA","None","LAD","W","8","1","None","18-22","4"," 4.5","Tropeano","Bolsinger","None","3:12","N","44,006","+","None",2016
"Thursday, May 19","boxscore","LAA","None","LAD","W","7","4","None","19-22","3"," 4.5","Alvarez","Stripling","Smith","3:06","N","45,007","++","None",2016
"Friday, May 20","boxscore","LAA","None","BAL","L","4","9","None","19-23","3"," 5.5","Givens","Alvarez","None","3:20","N","40,987","-","None",2016
"Saturday, May 21","boxscore","LAA","None","BAL","L","1","3","None","19-24","3"," 6.5","Brach","Smith","Britton","3:08","N","40,137","--","None",2016
"Sunday, May 22","boxscore","LAA","None","BAL","W","10","2","None","20-24","3"," 6.5","Weaver","Jimenez","None","2:33","D","41,280","+","None",2016
"Monday, May 23","boxscore","LAA","@","TEX","W","2","0","None","21-24","3"," 5.5","Tropeano","Holland","Smith","2:56","N","25,298","++","None",2016
"Tuesday, May 24","boxscore","LAA","@","TEX","L","1","4","None","21-25","3"," 6.5","Perez","Chacin","Dyson","2:47","N","26,125","-","None",2016
"Wednesday, May 25","boxscore","LAA","@","TEX","L","9","15","None","21-26","3"," 7.5","Lewis","Santiago","None","3:34","D","32,480","--","None",2016
"Friday, May 27","boxscore","LAA","None","HOU","W","7","2","None","22-26","3"," 6.5","Shoemaker","Fiers","None","2:38","N","39,047","+","None",2016
"Saturday, May 28","boxscore","LAA","None","HOU","L","2","4","None","22-27","3"," 6.5","Keuchel","Weaver","Gregerson","2:46","N","38,176","-","None",2016
"Sunday, May 29","boxscore","LAA","None","HOU","L","6","8","13","22-28","3"," 7.0","Feliz","Morin","Gregerson","4:57","D","36,538","--","None",2016
"Monday, May 30","boxscore","LAA","None","DET","W","5","1","None","23-28","3"," 7.0","Chacin","Verlander","None","2:46","N","38,541","+","None",2016
"Tuesday, May 31","boxscore","LAA","None","DET","W-wo","11","9","None","24-28","3"," 7.0","Street","Lowe","None","3:19","N","35,125","++","None",2016
"Wednesday, Jun 1","boxscore","LAA","None","DET","L","0","3","None","24-29","5"," 7.0","Fulmer","Shoemaker","Rodriguez","2:55","D","35,053","-","None",2016
"Friday, Jun 3","boxscore","LAA","@","PIT","W","9","2","None","25-29","3"," 7.0","Weaver","Liriano","None","3:17","N","27,643","+","None",2016
"Saturday, Jun 4","boxscore","LAA","@","PIT","L","7","8","None","25-30","4"," 8.0","Locke","Salas","Melancon","3:00","D","31,505","-","None",2016
"Sunday, Jun 5","boxscore","LAA","@","PIT","W","5","4","None","26-30","4"," 8.0","Guerra","Watson","Street","3:08","D","27,754","+","None",2016
"Monday, Jun 6","boxscore","LAA","@","NYY","L","2","5","None","26-31","4"," 9.0","Miller","Shoemaker","Chapman","2:35","N","34,648","-","None",2016
"Tuesday, Jun 7","boxscore","LAA","@","NYY","L","3","6","None","26-32","4"," 10.0","Pineda","Huff","Miller","2:35","N","31,034","--","None",2016
"Wednesday, Jun 8","boxscore","LAA","@","NYY","L","6","12","None","26-33","4"," 10.0","Swarzak","Weaver","None","3:20","N","31,557","---","None",2016
"Thursday, Jun 9","boxscore","LAA","@","NYY","L","3","6","None","26-34","4"," 11.0","Nova","Chacin","Chapman","2:58","N","34,971","----","None",2016
"Friday, Jun 10","boxscore","LAA","None","CLE","L","2","6","None","26-35","4"," 11.0","Kluber","Santiago","None","2:34","N","39,487","-----","None",2016
"Saturday, Jun 11","boxscore","LAA","None","CLE","W-wo","4","3","None","27-35","4"," 11.0","Salas","Shaw","None","2:59","N","38,296","+","None",2016
"Sunday, Jun 12","boxscore","LAA","None","CLE","L","3","8","None","27-36","4"," 12.0","Salazar","Huff","None","3:28","D","36,383","-","None",2016
"Monday, Jun 13","boxscore","LAA","None","MIN","L","4","9","None","27-37","5"," 12.0","Nolasco","Weaver","None","2:50","N","36,424","--","None",2016
"Tuesday, Jun 14","boxscore","LAA","None","MIN","W","5","4","None","28-37","4"," 12.0","Chacin","Santana","Street","2:55","N","36,272","+","None",2016
"Wednesday, Jun 15","boxscore","LAA","None","MIN","W","10","2","None","29-37","4"," 12.0","Santiago","Duffey","None","3:13","N","36,717","++","None",2016
"Friday, Jun 17","boxscore","LAA","@","OAK","L-wo","2","3","None","29-38","4"," 13.5","Madson","Salas","None","2:51","N","24,591","-","None",2016
"Saturday, Jun 18","boxscore","LAA","@","OAK","W","7","1","None","30-38","4"," 13.5","Lincecum","Dull","None","3:05","D","25,078","+","None",2016
"Sunday, Jun 19","boxscore","LAA","@","OAK","W","2","0","None","31-38","4"," 13.5","Weaver","Surkamp","None","2:19","D","22,846","++","None",2016
"Monday, Jun 20","boxscore","LAA","@","HOU","L","7","10","None","31-39","4"," 14.5","Fister","Chacin","None","3:13","N","22,553","-","None",2016
"Tuesday, Jun 21","boxscore","LAA","@","HOU","L-wo","2","3","None","31-40","4"," 14.5","Gregerson","Street","None","2:54","N","25,004","--","None",2016
"Wednesday, Jun 22","boxscore","LAA","@","HOU","L","2","3","None","31-41","4"," 15.5","Gregerson","Shoemaker","Harris","3:09","D","29,649","---","None",2016
"Thursday, Jun 23","boxscore","LAA","None","OAK","L","4","5","None","31-42","4"," 16.0","Graveman","Lincecum","Doolittle","3:03","N","36,412","----","None",2016
"Friday, Jun 24","boxscore","LAA","None","OAK","L","4","7","None","31-43","5"," 16.0","Dull","Salas","Madson","3:17","N","41,356","-----","None",2016
"Saturday, Jun 25","boxscore","LAA","None","OAK","L","3","7","None","31-44","5"," 17.0","Overton","Chacin","None","3:24","N","40,643","------","None",2016
"Sunday, Jun 26","boxscore","LAA","None","OAK","W-wo","7","6","None","32-44","5"," 17.0","Street","Hendriks","None","3:33","D","36,715","+","None",2016
"Monday, Jun 27","boxscore","LAA","None","HOU","L","2","4","None","32-45","5"," 18.0","Gregerson","Salas","Harris","3:38","N","36,839","-","None",2016
"Tuesday, Jun 28","boxscore","LAA","None","HOU","L","1","7","None","32-46","5"," 19.0","Feldman","Lincecum","None","3:07","N","38,781","--","None",2016
"Wednesday, Jun 29","boxscore","LAA","None","HOU","L","4","10","None","32-47","5"," 19.0","Keuchel","Weaver","None","3:18","D","36,683","---","None",2016
"Friday, Jul 1","boxscore","LAA","@","BOS","L","4","5","None","32-48","5"," 19.5","Wright","Chacin","Kimbrel","3:36","N","37,117","----","None",2016
"Saturday, Jul 2","boxscore","LAA","@","BOS","W","21","2","None","33-48","5"," 18.5","Santiago","Buchholz","None","3:38","N","36,552","+","None",2016
"Sunday, Jul 3","boxscore","LAA","@","BOS","L","5","10","None","33-49","5"," 18.5","O'Sullivan","Shoemaker","None","3:52","D","36,801","-","None",2016
"Monday, Jul 4","boxscore","LAA","@","TBR","L","2","4","None","33-50","5"," 18.5","Moore","Salas","Garton","3:12","D","14,532","--","None",2016
"Tuesday, Jul 5","boxscore","LAA","@","TBR","W","13","5","None","34-50","5"," 18.5","Guerra","Odorizzi","None","3:19","N","14,896","+","None",2016
"Wednesday, Jul 6","boxscore","LAA","@","TBR","W","7","2","None","35-50","5"," 17.5","Weaver","Smyly","None","3:18","N","11,267","++","None",2016
"Thursday, Jul 7","boxscore","LAA","@","TBR","W","5","1","None","36-50","5"," 16.5","Santiago","Snell","None","3:01","D","14,576","+++","None",2016
"Friday, Jul 8","boxscore","LAA","@","BAL","W","9","5","None","37-50","4"," 16.5","Shoemaker","Jimenez","None","3:27","N","44,317","++++","None",2016
"Saturday, Jul 9","boxscore","LAA","@","BAL","L","2","3","None","37-51","5"," 16.5","Brach","Smith","Britton","3:14","D","43,288","-","None",2016
"Sunday, Jul 10","boxscore","LAA","@","BAL","L","2","4","None","37-52","5"," 16.5","Tillman","Lincecum","Britton","3:13","D","32,963","--","None",2016
"Friday, Jul 15","boxscore","LAA","None","CHW","W","7","0","None","38-52","5"," 15.5","Santiago","Gonzalez","None","2:39","N","42,031","+","None",2016
"Saturday, Jul 16","boxscore","LAA","None","CHW","W","1","0","None","39-52","5"," 14.5","Shoemaker","Shields","None","2:20","N","39,620","++","None",2016
"Sunday, Jul 17","boxscore","LAA","None","CHW","W","8","1","None","40-52","4"," 14.5","Weaver","Turner","None","2:40","D","36,834","+++","None",2016
"Monday, Jul 18","boxscore","LAA","None","TEX","W","9","5","None","41-52","4"," 13.5","Ramirez","Kela","None","3:03","N","36,020","++++","None",2016
"Tuesday, Jul 19","boxscore","LAA","None","TEX","W","8","6","None","42-52","4"," 12.5","Lincecum","Lohse","Street","3:01","N","36,368","+++++","None",2016
"Wednesday, Jul 20","boxscore","LAA","None","TEX","W","7","4","None","43-52","4"," 11.5","Santiago","Perez","None","2:52","N","37,095","++++++","None",2016
"Friday, Jul 22","boxscore","LAA","@","HOU","L","1","2","None","43-53","4"," 11.5","McCullers","Shoemaker","Harris","3:02","N","36,453","-","None",2016
"Saturday, Jul 23","boxscore","LAA","@","HOU","L","2","7","None","43-54","5"," 12.5","McHugh","Weaver","None","2:53","N","35,119","--","None",2016
"Sunday, Jul 24","boxscore","LAA","@","HOU","L","3","13","None","43-55","5"," 13.5","Fiers","Lincecum","None","3:00","D","32,721","---","None",2016
"Monday, Jul 25","boxscore","LAA","@","KCR","W","6","2","None","44-55","5"," 13.5","Santiago","Kennedy","None","3:05","N","33,828","+","None",2016
"Tuesday, Jul 26","boxscore","LAA","@","KCR","W","13","0","None","45-55","5"," 12.5","Skaggs","Gee","None","3:04","N","28,026","++","None",2016
"Wednesday, Jul 27","boxscore","LAA","@","KCR","&V","5","7","None","45-56","5"," 12.5","Soria","Shoemaker","None","3:15","N","30,279","-","None",2016
"Thursday, Jul 28","boxscore","LAA","None","BOS","W-wo","2","1","None","46-56","5"," 12.5","Bedrosian","Ziegler","None","3:05","N","41,257","+","None",2016
"Friday, Jul 29","boxscore","LAA","None","BOS","L","2","6","None","46-57","5"," 13.5","Porcello","Lincecum","None","2:30","N","39,113","-","None",2016
"Saturday, Jul 30","boxscore","LAA","None","BOS","W","5","2","None","47-57","4"," 13.5","Santiago","Pomeranz","Street","3:06","N","43,150","+","None",2016
"Sunday, Jul 31","boxscore","LAA","None","BOS","L","3","5","None","47-58","4"," 14.5","Buchholz","Street","Ziegler","3:32","D","39,553","-","None",2016
"Tuesday, Aug 2","boxscore","LAA","None","OAK","W","5","4","None","48-58","4"," 13.5","Shoemaker","Manaea","Bedrosian","2:45","N","36,052","+","None",2016
"Wednesday, Aug 3","boxscore","LAA","None","OAK","W-wo","8","6","None","49-58","4"," 12.5","Morin","Dull","None","3:15","N","37,306","++","None",2016
"Thursday, Aug 4","boxscore","LAA","None","OAK","L","6","8","10","49-59","4"," 13.5","Madson","Morin","Dull","3:54","D","34,196","-","None",2016
"Friday, Aug 5","boxscore","LAA","@","SEA","L","4","6","None","49-60","4"," 13.5","Hernandez","Lincecum","Diaz","2:52","N","40,354","--","None",2016
"Saturday, Aug 6","boxscore","LAA","@","SEA","L","6","8","None","49-61","4"," 14.5","Storen","Valdez","Diaz","3:01","N","45,618","---","None",2016
"Sunday, Aug 7","boxscore","LAA","@","SEA","L","1","3","None","49-62","4"," 15.5","Paxton","Shoemaker","Wilhelmsen","2:31","D","44,812","----","None",2016
"Tuesday, Aug 9","boxscore","LAA","@","CHC","L","1","5","None","49-63","5"," 17.0","Lackey","Weaver","None","2:22","N","41,227","-----","None",2016
"Wednesday, Aug 10","boxscore","LAA","@","CHC","L","1","3","None","49-64","5"," 18.0","Hammel","Nolasco","Chapman","2:50","N","41,015","------","None",2016
"Thursday, Aug 11","boxscore","LAA","@","CLE","L","4","14","None","49-65","5"," 18.0","Kluber","Chacin","None","3:10","N","16,652","-------","None",2016
"Friday, Aug 12","boxscore","LAA","@","CLE","L","3","13","None","49-66","5"," 19.0","Carrasco","Skaggs","None","3:13","N","27,014","--------","None",2016
"Saturday, Aug 13","boxscore","LAA","@","CLE","L","1","5","None","49-67","5"," 19.0","Clevinger","Shoemaker","None","3:04","N","30,409","---------","None",2016
"Sunday, Aug 14","boxscore","LAA","@","CLE","L","4","5","None","49-68","5"," 19.0","Bauer","Weaver","Allen","2:47","D","18,979","----------","None",2016
"Monday, Aug 15","boxscore","LAA","None","SEA","L","2","3","None","49-69","5"," 20.0","Hernandez","Nolasco","Diaz","3:01","N","35,840","-----------","None",2016
"Tuesday, Aug 16","boxscore","LAA","None","SEA","W","7","6","None","50-69","5"," 20.0","Oberholtzer","Caminero","Salas","3:03","N","37,546","+","None",2016
"Wednesday, Aug 17","boxscore","LAA","None","SEA","L","3","4","None","50-70","5"," 21.0","Storen","Skaggs","Diaz","3:37","N","36,950","-","None",2016
"Thursday, Aug 18","boxscore","LAA","None","SEA","W","6","4","None","51-70","5"," 20.5","Shoemaker","Iwakuma","None","2:58","N","37,721","+","None",2016
"Friday, Aug 19","boxscore","LAA","None","NYY","L","0","7","None","51-71","5"," 21.5","Tanaka","Weaver","None","2:55","N","40,256","-","None",2016
"Saturday, Aug 20","boxscore","LAA","None","NYY","L","1","5","None","51-72","5"," 21.5","Cessa","Nolasco","None","2:51","N","44,129","--","None",2016
"Sunday, Aug 21","boxscore","LAA","None","NYY","W","2","0","None","52-72","5"," 20.5","Chacin","Green","Salas","2:39","D","40,309","+","None",2016
"Tuesday, Aug 23","boxscore","LAA","@","TOR","L","2","7","None","52-73","5"," 20.5","Dickey","Skaggs","None","2:38","N","46,696","-","None",2016
"Wednesday, Aug 24","boxscore","LAA","@","TOR","W","8","2","None","53-73","5"," 20.5","Shoemaker","Estrada","None","3:21","N","44,404","+","None",2016
"Thursday, Aug 25","boxscore","LAA","@","TOR","W","6","3","None","54-73","5"," 20.5","Weaver","Happ","None","3:06","N","46,273","++","None",2016
"Friday, Aug 26","boxscore","LAA","@","DET","L","2","4","None","54-74","5"," 20.5","Verlander","Nolasco","Rodriguez","2:50","N","31,357","-","None",2016
"Saturday, Aug 27","boxscore","LAA","@","DET","W","3","2","None","55-74","5"," 20.5","Chacin","Fulmer","Salas","3:17","N","33,115","+","None",2016
"Sunday, Aug 28","boxscore","LAA","@","DET","W","5","0","None","56-74","5"," 20.5","Skaggs","Sanchez","None","3:09","D","28,220","++","None",2016
"Monday, Aug 29","boxscore","LAA","None","CIN","W","9","2","None","57-74","4"," 20.5","Shoemaker","Straily","None","2:51","N","34,161","+++","None",2016
"Tuesday, Aug 30","boxscore","LAA","None","CIN","W","4","2","None","58-74","4"," 20.5","Weaver","Adleman","Salas","2:56","N","33,042","++++","None",2016
"Wednesday, Aug 31","boxscore","LAA","None","CIN","W","3","0","None","59-74","4"," 20.5","Nolasco","Finnegan","None","2:10","D","34,215","+++++","None",2016
"Friday, Sep 2","boxscore","LAA","@","SEA","L","8","11","None","59-75","4"," 21.5","Miranda","Oberholtzer","Diaz","3:25","N","16,775","-","None",2016
"Saturday, Sep 3","boxscore","LAA","@","SEA","W","10","3","None","60-75","4"," 21.5","Skaggs","Walker","None","2:54","N","20,357","+","None",2016
"Sunday, Sep 4","boxscore","LAA","@","SEA","W","4","2","None","61-75","4"," 20.5","Guerra","Iwakuma","Bailey","3:00","D","24,033","++","None",2016
"Monday, Sep 5","boxscore","LAA","@","OAK","W","10","7","None","62-75","4"," 19.5","Valdez","Alcantara","Bailey","3:44","D","18,149","+++","None",2016
"Tuesday, Sep 6","boxscore","LAA","@","OAK","L","2","3","None","62-76","4"," 20.5","Axford","Nolasco","Madson","2:14","N","12,298","-","None",2016
"Wednesday, Sep 7","boxscore","LAA","@","OAK","L","1","4","None","62-77","4"," 20.5","Cotton","Meyer","Madson","3:11","D","11,866","--","None",2016
"Friday, Sep 9","boxscore","LAA","None","TEX","L","1","2","None","62-78","4"," 21.0","Bush","Ramirez","Dyson","3:22","N","42,139","---","None",2016
"Saturday, Sep 10","boxscore","LAA","None","TEX","L","5","8","None","62-79","4"," 22.0","Scheppers","Valdez","Dyson","3:40","N","39,146","----","None",2016
"Sunday, Sep 11","boxscore","LAA","None","TEX","W","3","2","None","63-79","4"," 21.0","Weaver","Lewis","Bailey","2:31","D","35,052","+","None",2016
"Monday, Sep 12","boxscore","LAA","None","SEA","L","1","8","None","63-80","4"," 22.0","Miranda","Nolasco","None","3:08","N","29,932","-","None",2016
"Tuesday, Sep 13","boxscore","LAA","None","SEA","L","0","8","None","63-81","4"," 23.0","Walker","Meyer","None","2:37","N","32,139","--","None",2016
"Wednesday, Sep 14","boxscore","LAA","None","SEA","L","1","2","None","63-82","4"," 23.0","Iwakuma","Valdez","Diaz","3:01","N","33,501","---","None",2016
"Thursday, Sep 15","boxscore","LAA","None","TOR","L","2","7","None","63-83","5"," 23.5","Happ","Wright","None","3:15","N","37,559","----","None",2016
"Friday, Sep 16","boxscore","LAA","None","TOR","L","0","5","None","63-84","5"," 24.5","Dickey","Weaver","Osuna","3:15","N","42,159","-----","None",2016
"Saturday, Sep 17","boxscore","LAA","None","TOR","W","6","1","None","64-84","5"," 23.5","Nolasco","Liriano","None","3:08","N","39,195","+","None",2016
"Sunday, Sep 18","boxscore","LAA","None","TOR","W","4","0","None","65-84","5"," 22.5","Meyer","Stroman","None","3:25","D","36,270","++","None",2016
"Monday, Sep 19","boxscore","LAA","@","TEX","L-wo","2","3","None","65-85","5"," 23.5","Dyson","Alvarez","None","3:00","N","29,068","-","None",2016
"Tuesday, Sep 20","boxscore","LAA","@","TEX","L","4","5","None","65-86","5"," 24.5","Martinez","Wright","Dyson","3:22","N","26,520","--","None",2016
"Wednesday, Sep 21","boxscore","LAA","@","TEX","W","5","4","None","66-86","4"," 23.5","Weaver","Holland","Bailey","2:46","N","35,609","+","None",2016
"Thursday, Sep 22","boxscore","LAA","@","HOU","W","2","0","None","67-86","4"," 23.0","Nolasco","Fiers","Bailey","2:41","N","20,022","++","None",2016
"Friday, Sep 23","boxscore","LAA","@","HOU","W","10","6","None","68-86","4"," 23.0","Ege","Giles","None","3:24","N","29,429","+++","None",2016
"Saturday, Sep 24","boxscore","LAA","@","HOU","W","10","4","None","69-86","4"," 23.0","Valdez","Gregerson","None","3:32","N","27,565","++++","None",2016
"Sunday, Sep 25","boxscore","LAA","@","HOU","L","1","4","None","69-87","4"," 23.0","Musgrove","Wright","Giles","2:23","D","32,958","-","None",2016
"Monday, Sep 26","boxscore","LAA","None","OAK","W","2","1","None","70-87","4"," 22.0","Ramirez","Dull","Bailey","2:35","N","29,934","+","None",2016
"Tuesday, Sep 27","boxscore","LAA","None","OAK","W","8","1","None","71-87","4"," 22.0","Nolasco","Mengden","None","2:34","N","27,531","++","None",2016
"Wednesday, Sep 28","boxscore","LAA","None","OAK","W","8","6","None","72-87","4"," 22.0","Achter","Detwiler","Ramirez","3:18","N","32,524","+++","None",2016
"Friday, Sep 30","boxscore","LAA","None","HOU","W","7","1","None","73-87","4"," 22.0","Wright","Peacock","None","2:40","N","30,112","++++","None",2016
"Saturday, Oct 1","boxscore","LAA","None","HOU","L","0","3","None","73-88","4"," 22.0","McHugh","Skaggs","Giles","2:55","N","32,487","-","None",2016
"Sunday, Oct 2","boxscore","LAA","None","HOU","W","8","1","None","74-88","4"," 21.0","Chacin","Rodgers","None","2:42","D","28,083","+","None",2016
"Tuesday, Apr 4","boxscore","LAA","@","OAK","W","7","6","None","1-1","2"," 1.0","Bailey","Dull","Bedrosian","3:17","N","11,225","+","None",2017
"Wednesday, Apr 5","boxscore","LAA","@","OAK","W","5","0","None","2-1","2"," 1.0","Ramirez","Cotton","None","3:15","N","13,405","++","None",2017
"Thursday, Apr 6","boxscore","LAA","@","OAK","L","1","5","None","2-2","2"," 1.0","Triggs","Skaggs","None","2:44","D","13,292","-","None",2017
"Friday, Apr 7","boxscore","LAA","None","SEA","W","5","1","None","3-2","1"," Tied","Chavez","Gallardo","None","2:56","N","43,911","+","None",2017
"Saturday, Apr 8","boxscore","LAA","None","SEA","W","5","4","None","4-2","1","up 1.0","Ramirez","Scribner","Bedrosian","3:05","N","42,668","++","None",2017
"Sunday, Apr 9","boxscore","LAA","None","SEA","W-wo","10","9","None","5-2","1","up 1.0","Bailey","Diaz","None","3:27","D","37,175","+++","None",2017
"Tuesday, Apr 11","boxscore","LAA","None","TEX","W-wo","6","5","10","6-2","1","up 1.5","Bedrosian","Jeffress","None","3:33","N","34,044","++++","None",2017
"Wednesday, Apr 12","boxscore","LAA","None","TEX","L","3","8","None","6-3","1","up 0.5","Griffin","Chavez","Leclerc","2:59","N","34,599","-","None",2017
"Thursday, Apr 13","boxscore","LAA","None","TEX","L","3","8","None","6-4","1"," Tied","Darvish","Nolasco","None","3:14","D","30,255","--","None",2017
"Friday, Apr 14","boxscore","LAA","@","KCR","L","1","7","None","6-5","2"," 1.0","Duffy","Ramirez","None","2:37","N","26,838","---","None",2017
"Saturday, Apr 15","boxscore","LAA","@","KCR","L","2","3","None","6-6","2"," 2.0","Soria","Alvarez","Herrera","3:16","N","24,162","----","None",2017
"Sunday, Apr 16","boxscore","LAA","@","KCR","L-wo","0","1","None","6-7","2"," 2.5","Herrera","Parker","None","2:37","D","27,950","-----","None",2017
