date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Sunday, Apr 10",boxscore,PHI,None,MON,L,8,9,None,0-2,5, 2.5,Atkinson,Garber,Kerrigan,2:57,D,"14,354",--,None
"Monday, Apr 11",boxscore,PHI,None,CHC,L,2,6,None,0-3,5, 3.0,Bonham,Twitchell,None,2:16,N,"17,578",---,None
"Wednesday, Apr 13",boxscore,PHI,None,CHC,L,1,3,None,0-4,6, 3.5,Burris,Lerch,Sutter,2:10,N,"16,434",----,None
"Friday, Apr 15",boxscore,PHI,@,MON,W,7,2,None,1-4,6, 3.0,Carlton,Stanhouse,None,2:12,D,"57,592",+,None
"Saturday, Apr 16",boxscore,PHI,@,MON,L,3,4,None,1-5,6, 3.0,Hannahs,Christenson,Atkinson,2:39,D,"18,361",-,None
"Sunday, Apr 17",boxscore,PHI,@,MON,L,1,2,None,1-6,6, 4.0,McEnaney,Garber,None,1:56,D,"29,115",--,None
"Monday, Apr 18",boxscore,PHI,@,CHC,W,3,1,None,2-6,6, 4.0,Lerch,Burris,Reed,1:54,D,"3,777",+,None
"Tuesday, Apr 19",boxscore,PHI,@,CHC,W,7,5,None,3-6,6, 3.0,Christenson,Krukow,Garber,2:55,D,"2,413",++,None
"Friday, Apr 22",boxscore,PHI,None,STL,L,1,10,None,3-7,6, 4.5,Denny,Twitchell,None,2:28,N,"26,430",-,None
"Saturday, Apr 23",boxscore,PHI,None,STL,W,11,1,None,4-7,6, 3.5,Lerch,Forsch,None,2:20,N,"27,642",+,None
"Sunday, Apr 24",boxscore,PHI,None,STL,W,6,3,None,5-7,5, 2.5,Carlton,Falcone,None,2:16,D,"40,186",++,None
"Tuesday, Apr 26",boxscore,PHI,@,PIT,L,0,5,None,5-8,6, 2.5,Candelaria,Christenson,Gossage,2:08,N,"6,726",-,None
"Wednesday, Apr 27",boxscore,PHI,@,PIT,L,3,7,None,5-9,6, 3.5,Kison,Twitchell,None,1:57,N,"7,054",--,None
"Friday, Apr 29",boxscore,PHI,@,SFG,W,6,5,None,6-9,6, 3.5,Carlton,Barr,Reed,2:09,N,"4,440",+,None
"Saturday, Apr 30",boxscore,PHI,@,SFG,W,6,4,None,7-9,5, 3.5,Lerch,Halicki,Reed,2:04,D,"6,216",++,None
"Sunday, May 1",boxscore,PHI,@,SFG,W,7,2,None,8-9,5, 3.5,Christenson,McGlothen,None,2:11,D,"16,272",+++,None
"Monday, May 2",boxscore,PHI,@,SDP,L-wo,3,4,None,8-10,6, 3.5,Fingers,Reed,None,2:27,N,"16,112",-,None
"Tuesday, May 3",boxscore,PHI,@,SDP,W,8,7,10,9-10,5, 3.5,Garber,Bernal,None,2:46,N,"7,942",+,None
"Wednesday, May 4",boxscore,PHI,@,SDP,L,1,4,None,9-11,5, 4.5,Jones,Kaat,None,1:29,N,"10,021",-,None
"Thursday, May 5",boxscore,PHI,@,SDP,W,8,5,None,10-11,5, 4.0,Lerch,Shirley,Garber,2:24,N,"7,810",+,None
"Friday, May 6",boxscore,PHI,@,LAD,L,3,9,None,10-12,5, 5.0,Sutton,Christenson,None,2:03,N,"51,368",-,None
"Saturday, May 7",boxscore,PHI,@,LAD,W,7,4,13,11-12,5, 5.0,Underwood,Downing,None,3:27,N,"38,910",+,None
"Tuesday, May 10",boxscore,PHI,None,SFG,W,3,0,None,12-12,5, 6.0,Carlton,Cornutt,None,1:46,N,"16,121",++,None
"Wednesday, May 11",boxscore,PHI,None,SFG,L,2,4,None,12-13,5, 7.0,McGlothen,Lerch,None,1:58,N,"18,482",-,None
"Thursday, May 12",boxscore,PHI,None,SFG,W,3,0,None,13-13,5, 6.0,Christenson,Montefusco,None,1:45,N,"23,103",+,None
"Friday, May 13",boxscore,PHI,None,SDP,W,5,4,None,14-13,4, 5.0,Reed,Tomlin,Garber,2:36,N,"23,655",++,None
"Saturday, May 14",boxscore,PHI,None,SDP,W,9,5,None,15-13,4, 5.0,Underwood,Strom,Garber,2:16,N,"26,609",+++,None
"Sunday, May 15",boxscore,PHI,None,SDP,W,5,2,None,16-13,4, 5.0,Carlton,Jones,None,1:54,D,"46,141",++++,None
"Monday, May 16",boxscore,PHI,None,LAD,W,10,6,None,17-13,4, 4.5,Lerch,John,Reed,2:25,N,"28,036",+++++,None
"Tuesday, May 17",boxscore,PHI,None,LAD,L,4,6,None,17-14,4, 5.5,Sutton,Christenson,Hough,2:28,N,"30,292",-,None
"Wednesday, May 18",boxscore,PHI,None,LAD,L,4,6,None,17-15,4, 5.5,Rhoden,Twitchell,Hough,2:35,N,"30,132",--,None
