date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Tuesday, Apr 7",boxscore,ATL,@,MIA,W,12,2,None,2-0,1,up 0.5,Wood,Latos,None,3:14,N,"17,483",++,None
"Wednesday, Apr 8",boxscore,ATL,@,MIA,W,2,0,None,3-0,1,up 1.5,Cunniff,Koehler,Grilli,2:45,N,"16,127",+++,None
"Friday, Apr 10",boxscore,ATL,None,NYM,W,5,3,None,4-0,1,up 2.0,Johnson,Montero,Grilli,3:01,N,"46,279",++++,None
"Saturday, Apr 11",boxscore,ATL,None,NYM,W,5,3,None,5-0,1,up 2.0,Teheran,Gee,Johnson,2:25,N,"36,056",+++++,None
"Sunday, Apr 12",boxscore,ATL,None,NYM,L,3,4,None,5-1,1,up 2.0,Colon,Jaime,Familia,2:37,D,"28,192",-,None
"Monday, Apr 13",boxscore,ATL,None,MIA,W,3,2,None,6-1,1,up 2.0,Miller,Latos,Grilli,3:02,N,"13,417",+,None
"Tuesday, Apr 14",boxscore,ATL,None,MIA,L,2,8,None,6-2,1,up 1.0,Koehler,Cahill,None,3:00,N,"15,765",-,None
"Wednesday, Apr 15",boxscore,ATL,None,MIA,L,2,6,None,6-3,1, Tied,Haren,Stults,None,2:25,D,"18,342",--,None
"Friday, Apr 17",boxscore,ATL,@,TOR,W,8,7,None,7-3,2, 0.5,Martin,Cecil,Grilli,3:09,N,"21,397",+,None
"Saturday, Apr 18",boxscore,ATL,@,TOR,L-wo,5,6,10,7-4,2, 1.5,Cecil,Marimon,None,2:41,D,"34,743",-,None
"Sunday, Apr 19",boxscore,ATL,@,TOR,W,5,2,None,8-4,2, 1.5,Miller,Norris,Grilli,2:41,D,"44,794",+,None
"Tuesday, Apr 21",boxscore,ATL,@,NYM,L,1,7,None,8-5,2, 2.5,Niese,Cahill,None,2:41,N,"21,033",-,None
