date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Thursday, Apr 5",boxscore,MIA,@,CIN,L,0,4,None,0-2,5, 1.5,Cueto,Buehrle,None,2:44,D,"42,956",--,None
"Saturday, Apr 7",boxscore,MIA,@,CIN,W,8,3,None,1-2,4, 1.5,Nolasco,Latos,None,2:58,N,"41,662",+,None
"Sunday, Apr 8",boxscore,MIA,@,CIN,L-wo,5,6,None,1-3,4, 2.5,Chapman,Bell,None,2:37,D,"23,539",-,None
"Monday, Apr 9",boxscore,MIA,@,PHI,W,6,2,None,2-3,3, 2.5,Sanchez,Hamels,None,2:39,D,"45,574",+,None
"Wednesday, Apr 11",boxscore,MIA,@,PHI,L,1,7,None,2-4,4, 2.0,Halladay,Johnson,None,2:47,N,"45,359",-,None
"Thursday, Apr 12",boxscore,MIA,@,PHI,L,1,3,None,2-5,5, 3.0,Blanton,Buehrle,Papelbon,2:20,N,"44,751",--,None
"Friday, Apr 13",boxscore,MIA,None,HOU,W-wo,5,4,11,3-5,5, 3.0,Webb,Lyon,None,3:45,N,"30,169",+,None
"Saturday, Apr 14",boxscore,MIA,None,HOU,L,4,5,None,3-6,5, 4.0,Cruz,Bell,Myers,2:48,N,"31,659",-,None
"Sunday, Apr 15",boxscore,MIA,None,HOU,W-wo,5,4,11,4-6,5, 3.0,Gaudin,Carpenter,None,4:07,D,"34,232",+,None
"Tuesday, Apr 17",boxscore,MIA,None,CHC,W,5,2,None,5-6,4, 3.5,Cishek,Dolis,Bell,2:51,N,"24,544",++,None
"Wednesday, Apr 18",boxscore,MIA,None,CHC,W,9,1,None,6-6,4, 3.5,Buehrle,Garza,None,2:38,N,"25,723",+++,None
"Thursday, Apr 19",boxscore,MIA,None,CHC,W,5,3,None,7-6,4, 2.5,Nolasco,Samardzija,Bell,3:08,D,"23,168",++++,None
"Friday, Apr 20",boxscore,MIA,@,WSN,L,0,2,None,7-7,4, 3.5,Detwiler,Zambrano,Rodriguez,2:31,N,"24,640",-,None
"Saturday, Apr 21",boxscore,MIA,@,WSN,L-wo,2,3,10,7-8,4, 4.5,Gorzelanny,Mujica,None,2:46,D,"26,745",--,None
"Tuesday, Apr 24",boxscore,MIA,@,NYM,L,1,2,None,7-9,4, 5.5,Rauch,Mujica,Francisco,2:55,N,"20,192",---,None
"Wednesday, Apr 25",boxscore,MIA,@,NYM,L,1,5,None,7-10,5, 6.5,Dickey,Buehrle,None,2:29,N,"20,623",----,None
"Thursday, Apr 26",boxscore,MIA,@,NYM,L-wo,2,3,None,7-11,5, 6.5,Ramirez,Bell,None,2:45,D,"20,660",-----,None
"Friday, Apr 27",boxscore,MIA,None,ARI,L,0,5,None,7-12,5, 6.5,Saunders,Zambrano,None,2:56,N,"31,949",------,None
"Saturday, Apr 28",boxscore,MIA,None,ARI,W-wo,3,2,None,8-12,5, 5.5,Cishek,Ziegler,None,2:51,N,"33,525",+,None
"Sunday, Apr 29",boxscore,MIA,None,ARI,L,4,8,None,8-13,5, 5.5,Miley,Johnson,None,3:14,D,"34,918",-,None
"Monday, Apr 30",boxscore,MIA,None,ARI,L,5,9,None,8-14,5, 6.0,Corbin,Buehrle,None,3:19,D,"31,006",--,None
"Tuesday, May 1",boxscore,MIA,@,SFG,W,2,1,None,9-14,5, 5.0,Nolasco,Cain,Bell,2:30,N,"41,439",+,None
"Wednesday, May 2",boxscore,MIA,@,SFG,W,3,2,10,10-14,5, 5.0,Cishek,Casilla,None,3:27,N,"41,575",++,None
"Thursday, May 3",boxscore,MIA,@,SFG,W,3,2,None,11-14,5, 5.0,Sanchez,Vogelsong,Mujica,2:59,D,"41,159",+++,None
"Friday, May 4",boxscore,MIA,@,SDP,W,9,8,12,12-14,5, 5.0,Cishek,Spence,None,4:45,N,"29,201",++++,None
"Saturday, May 5",boxscore,MIA,@,SDP,W,4,1,None,13-14,4, 5.0,Buehrle,Richard,None,2:18,N,"25,076",+++++,None
"Sunday, May 6",boxscore,MIA,@,SDP,W,6,3,None,14-14,4, 4.0,Nolasco,Cashner,Mujica,3:01,D,"33,572",++++++,None
"Monday, May 7",boxscore,MIA,@,HOU,W,4,0,None,15-14,4, 3.5,Zambrano,Rodriguez,None,2:09,N,"16,531",+++++++,None
"Tuesday, May 8",boxscore,MIA,@,HOU,L,2,3,None,15-15,4, 3.5,Lopez,Webb,Myers,2:22,N,"14,801",-,None
"Wednesday, May 9",boxscore,MIA,@,HOU,W,5,3,12,16-15,4, 2.5,Webb,Carpenter,None,4:10,N,"16,072",+,None
"Friday, May 11",boxscore,MIA,None,NYM,W-wo,6,5,None,17-15,4, 3.0,Bell,Francisco,None,3:07,N,"31,007",++,None
"Saturday, May 12",boxscore,MIA,None,NYM,L,3,9,None,17-16,4, 4.0,Dickey,Nolasco,None,3:28,D,"32,128",-,None
"Sunday, May 13",boxscore,MIA,None,NYM,W-wo,8,4,None,18-16,4, 3.5,Bell,Francisco,None,3:18,D,"26,401",+,None
"Monday, May 14",boxscore,MIA,None,PIT,L,2,3,None,18-17,4, 4.0,Lincoln,Sanchez,Hanrahan,2:41,N,"25,666",-,None
"Tuesday, May 15",boxscore,MIA,None,PIT,W,6,2,None,19-17,4, 3.5,Johnson,Correia,None,2:49,N,"24,242",+,None
"Wednesday, May 16",boxscore,MIA,@,ATL,W,8,4,None,20-17,3, 3.0,Buehrle,Minor,None,2:49,N,"21,106",++,None
"Thursday, May 17",boxscore,MIA,@,ATL,L,0,7,None,20-18,4, 3.5,Beachy,Nolasco,None,2:42,N,"27,724",-,None
"Friday, May 18",boxscore,MIA,@,CLE,W,3,2,None,21-18,3, 3.5,Zambrano,Sipp,Bell,2:36,N,"29,378",+,None
"Saturday, May 19",boxscore,MIA,@,CLE,L,0,2,None,21-19,3, 3.5,Gomez,Sanchez,Perez,2:26,D,"29,799",-,None
"Sunday, May 20",boxscore,MIA,@,CLE,W,5,3,None,22-19,3, 3.5,Johnson,Lowe,Bell,2:45,D,"23,668",+,None
"Monday, May 21",boxscore,MIA,None,COL,W,7,4,None,23-19,3, 2.5,Buehrle,Moyer,Bell,3:01,N,"25,155",++,None
"Tuesday, May 22",boxscore,MIA,None,COL,W,7,6,None,24-19,3, 2.0,Nolasco,Nicasio,Bell,3:36,N,"22,242",+++,None
"Wednesday, May 23",boxscore,MIA,None,COL,L,4,8,None,24-20,3, 2.0,White,Zambrano,None,2:46,N,"23,985",-,None
"Thursday, May 24",boxscore,MIA,None,SFG,L,7,14,None,24-21,3, 2.5,Vogelsong,Sanchez,None,3:54,N,"24,099",--,None
"Friday, May 25",boxscore,MIA,None,SFG,W,7,6,None,25-21,3, 2.5,Jennings,Lincecum,Cishek,3:04,N,"27,123",+,None
"Saturday, May 26",boxscore,MIA,None,SFG,W,5,3,None,26-21,2, 2.5,Buehrle,Bumgarner,Choate,2:47,D,"30,663",++,None
"Sunday, May 27",boxscore,MIA,None,SFG,L,2,3,None,26-22,3, 3.5,Cain,Nolasco,Casilla,2:58,D,"30,199",-,None
"Monday, May 28",boxscore,MIA,None,WSN,W,5,3,None,27-22,2, 2.5,Zambrano,Zimmermann,Bell,2:49,D,"31,528",+,None
"Tuesday, May 29",boxscore,MIA,None,WSN,W,3,1,None,28-22,2, 1.5,Sanchez,Jackson,Bell,2:47,N,"25,969",++,None
"Wednesday, May 30",boxscore,MIA,None,WSN,W,5,3,None,29-22,2, 0.5,Johnson,Wang,Bell,3:05,N,"24,224",+++,None
"Friday, Jun 1",boxscore,MIA,@,PHI,L,4,6,None,29-23,2, 1.0,Kendrick,Buehrle,Papelbon,3:10,N,"44,497",-,None
"Saturday, Jun 2",boxscore,MIA,@,PHI,W,5,4,None,30-23,2, 1.0,Nolasco,Hamels,Bell,2:44,D,"45,509",+,None
"Sunday, Jun 3",boxscore,MIA,@,PHI,W,5,1,None,31-23,1, Tied,Zambrano,Blanton,Bell,2:36,D,"45,356",++,None
"Tuesday, Jun 5",boxscore,MIA,None,ATL,L,0,11,None,31-24,2, 1.0,Hudson,Sanchez,None,2:36,N,"25,432",-,None
"Wednesday, Jun 6",boxscore,MIA,None,ATL,L,1,2,None,31-25,2, 2.0,Delgado,Johnson,Kimbrel,2:30,N,"22,619",--,None
"Thursday, Jun 7",boxscore,MIA,None,ATL,L,2,8,None,31-26,4, 2.0,Minor,Buehrle,None,3:14,N,"22,402",---,None
"Friday, Jun 8",boxscore,MIA,None,TBR,L,1,5,None,31-27,4, 3.0,Badenhop,Nolasco,None,3:49,N,"29,628",----,None
