date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Tuesday, Apr 5",boxscore,LAD,@,SDP,W,3,0,None,2-0,1, Tied,Kazmir,Shields,Jansen,2:36,N,"28,329",++,None
"Wednesday, Apr 6",boxscore,LAD,@,SDP,W,7,0,None,3-0,1,up 1.0,Maeda,Cashner,None,2:57,N,"30,054",+++,None
"Thursday, Apr 7",boxscore,LAD,@,SFG,L,6,12,None,3-1,1, Tied,Heston,Wood,None,3:07,D,"41,940",-,None
"Friday, Apr 8",boxscore,LAD,@,SFG,L-wo,2,3,10,3-2,2, 1.0,Casilla,Blanton,None,2:58,N,"41,742",--,None
"Saturday, Apr 9",boxscore,LAD,@,SFG,W,3,2,10,4-2,1, Tied,Hatcher,Kontos,Jansen,3:22,D,"41,224",+,None
"Sunday, Apr 10",boxscore,LAD,@,SFG,L,6,9,None,4-3,2, 1.0,Cueto,Coleman,Casilla,3:07,D,"41,656",-,None
"Tuesday, Apr 12",boxscore,LAD,None,ARI,L,2,4,None,4-4,2, 2.0,Clippard,Hatcher,Ziegler,3:00,D,"53,279",--,None
"Wednesday, Apr 13",boxscore,LAD,None,ARI,W,3,1,None,5-4,2, 1.0,Wood,De La Rosa,Jansen,3:12,N,"44,244",+,None
"Thursday, Apr 14",boxscore,LAD,None,ARI,W,5,2,None,6-4,1, Tied,Howell,Delgado,Jansen,2:36,N,"40,879",++,None
"Friday, Apr 15",boxscore,LAD,None,SFG,W,7,3,None,7-4,1,up 0.5,Kershaw,Bumgarner,None,2:45,N,"53,449",+++,None
"Saturday, Apr 16",boxscore,LAD,None,SFG,L,3,4,None,7-5,1, Tied,Cueto,Kazmir,Casilla,3:32,N,"53,409",-,None
"Sunday, Apr 17",boxscore,LAD,None,SFG,W,3,1,None,8-5,1,up 0.5,Maeda,Samardzija,Jansen,2:42,N,"48,911",+,None
"Tuesday, Apr 19",boxscore,LAD,@,ATL,L,1,8,None,8-6,1, Tied,Weber,Wood,None,2:57,N,"14,160",-,None
"Wednesday, Apr 20",boxscore,LAD,@,ATL,W,5,3,10,9-6,1,up 1.0,Blanton,Grilli,Jansen,3:54,N,"16,087",+,None
"Thursday, Apr 21",boxscore,LAD,@,ATL,W,2,1,10,10-6,1,up 1.5,Hatcher,Ogando,Jansen,3:28,D,"18,431",++,None
"Friday, Apr 22",boxscore,LAD,@,COL,L,5,7,None,10-7,1,up 0.5,Qualls,Hatcher,McGee,3:27,N,"37,153",-,None
"Saturday, Apr 23",boxscore,LAD,@,COL,W,4,1,None,11-7,1,up 1.5,Maeda,Chatwood,Jansen,3:09,N,"42,179",+,None
"Sunday, Apr 24",boxscore,LAD,@,COL,W,12,10,None,12-7,1,up 2.5,Blanton,McGee,Jansen,4:02,D,"35,962",++,None
"Monday, Apr 25",boxscore,LAD,None,MIA,L,2,3,None,12-8,1,up 1.5,Chen,Stripling,Ramos,2:51,N,"44,954",-,None
"Tuesday, Apr 26",boxscore,LAD,None,MIA,L,3,6,None,12-9,1,up 1.5,Koehler,Kershaw,Ramos,3:02,N,"41,102",--,None
"Wednesday, Apr 27",boxscore,LAD,None,MIA,L,0,2,None,12-10,1,up 0.5,Nicolino,Kazmir,Urena,3:03,N,"38,909",---,None
"Thursday, Apr 28",boxscore,LAD,None,MIA,L,3,5,None,12-11,1, Tied,Fernandez,Maeda,Ramos,2:51,N,"44,009",----,None
