"date","boxscore","team","home_or_away","opponent","win_or_loss","runs","runs_allowed","innings","win_loss_record","rank","win","loss","save","time","day_or_night","attendance","streak","originally_scheduled","year","games_ahead","run_diff","r_so_far","ra_so_far","rd_so_far","wins_so_far","losses_so_far","win_loss_differential","record_so_far","attendance_so_far"
"Thursday, Apr 25","None","CHW","None","CLE","W",7,3,"None","2-0",1,"None","None","None","None","None",NA,"++","None",1901,0.5,4,7,3,4,1,0,1,1,NA
"Saturday, Apr 27","None","CHW","None","CLE","L",4,10,"None","2-1",4,"None","None","None","None","None",NA,"-","None",1901,-1,-6,11,13,-2,1,1,0,0.5,NA
"Sunday, Apr 28","None","CHW","None","CLE","W",13,1,"None","3-1",2,"None","None","None","None","None",NA,"+","None",1901,-1,12,24,14,10,2,1,1,0.666666666666667,NA
"Monday, Apr 29","None","CHW","None","DET","L",2,3,"None","3-2",3,"None","None","None","None","None",NA,"-","None",1901,-2,-1,26,17,9,2,2,0,0.5,NA
"Tuesday, Apr 30","None","CHW","None","DET","W",4,2,"None","4-2",3,"None","None","None","1:50","None",2000,"+","None",1901,-1,2,30,19,11,3,2,1,0.6,NA
"Wednesday, May 1","None","CHW","None","DET","W",19,9,"None","5-2",1,"None","None","None","None","None",NA,"++","None",1901,0,10,49,28,21,4,2,2,0.666666666666667,NA
"Thursday, May 2","None","CHW","None","DET","*V",5,7,"None","5-3",2,"None","None","None","None","None",NA,"-","None",1901,-1,-2,54,35,19,5,3,2,0.625,NA
"Friday, May 3","None","CHW","@","MLA","W",11,3,"None","6-3",2,"None","None","None","None","None",NA,"+","None",1901,-1,8,65,38,27,6,3,3,0.666666666666667,NA
"Saturday, May 4","None","CHW","@","MLA","W",11,3,"None","7-3",1,"None","None","None","None","None",NA,"++","None",1901,0,8,76,41,35,7,3,4,0.7,NA
"Sunday, May 5","None","CHW","@","MLA","L",7,21,"None","7-4",2,"None","None","None","None","None",NA,"-","None",1901,-1,-14,83,62,21,7,4,3,0.636363636363636,NA
"Monday, May 6","None","CHW","@","MLA","W",6,3,"None","8-4",2,"None","None","None","None","None",NA,"+","None",1901,-1,3,89,65,24,8,4,4,0.666666666666667,NA
"Wednesday, May 8","None","CHW","@","CLE","W",3,1,"None","9-4",2,"None","None","None","None","None",NA,"++","None",1901,-1,2,92,66,26,9,4,5,0.692307692307692,NA
"Thursday, May 9","None","CHW","@","CLE","W",4,2,"None","10-4",1,"None","None","None","None","None",NA,"+++","None",1901,0,2,96,68,28,10,4,6,0.714285714285714,NA
"Friday, May 10","None","CHW","@","CLE","W",5,4,"None","11-4",1,"None","None","None","None","None",NA,"++++","None",1901,0,1,101,72,29,11,4,7,0.733333333333333,NA
"Saturday, May 11","None","CHW","@","DET","L",4,9,"None","11-5",2,"None","None","None","None","None",NA,"-","None",1901,-1,-5,105,81,24,11,5,6,0.6875,NA
"Sunday, May 12","None","CHW","@","DET","L",5,7,"None","11-6",2,"None","None","None","None","None",NA,"--","None",1901,-2,-2,110,88,22,11,6,5,0.647058823529412,NA
"Monday, May 13","None","CHW","@","DET","L",7,8,"None","11-7",2,"None","None","None","None","None",NA,"---","None",1901,-3,-1,117,96,21,11,7,4,0.611111111111111,NA
"Tuesday, May 14","None","CHW","@","DET","W",6,2,"None","12-7",2,"None","None","None","None","None",NA,"+","None",1901,-2,4,123,98,25,12,7,5,0.631578947368421,NA
"Thursday, May 16","None","CHW","None","MLA","W",14,1,"None","13-7",2,"None","None","None","None","None",NA,"++","None",1901,-2,13,137,99,38,13,7,6,0.65,NA
"Friday, May 17","None","CHW","None","MLA","W",7,6,"None","14-7",2,"None","None","None","None","None",NA,"+++","None",1901,-2,1,144,105,39,14,7,7,0.666666666666667,NA
"Saturday, May 18","None","CHW","None","MLA","W",5,3,"None","15-7",2,"None","None","None","None","None",NA,"++++","None",1901,-1,2,149,108,41,15,7,8,0.681818181818182,NA
"Sunday, May 19","None","CHW","None","MLA","W",14,3,"None","16-7",1,"None","None","None","None","None",NA,"+++++","None",1901,0,11,163,111,52,16,7,9,0.695652173913043,NA
"Wednesday, May 22","None","CHW","None","PHA","L",5,9,"None","16-8",2,"None","None","None","None","None",NA,"-","None",1901,-0.5,-4,168,120,48,16,8,8,0.666666666666667,NA
"Thursday, May 23","None","CHW","None","PHA","W",11,9,"None","17-8",1,"None","None","None","None","None",NA,"+","None",1901,0.5,2,179,129,50,17,8,9,0.68,NA
"Saturday, May 25","None","CHW","None","PHA","W",6,5,"None","18-8",1,"None","None","None","None","None",NA,"++","None",1901,1,1,185,134,51,18,8,10,0.692307692307692,NA
"Sunday, May 26","None","CHW","None","BLA","W",5,0,"None","19-8",1,"None","None","None","None","None",NA,"+++","None",1901,1.5,5,190,134,56,19,8,11,0.703703703703704,NA
"Monday, May 27","None","CHW","None","BLA","W",10,3,"None","20-8",1,"None","None","None","None","None",NA,"++++","None",1901,2.5,7,200,137,63,20,8,12,0.714285714285714,NA
"Tuesday, May 28","None","CHW","None","BLA","L",5,14,"None","20-9",1,"None","None","None","None","None",NA,"-","None",1901,2,-9,205,151,54,20,9,11,0.689655172413793,NA
"Wednesday, May 29","None","CHW","None","BLA","W",7,4,"None","21-9",1,"None","None","None","None","None",NA,"+","None",1901,2.5,3,212,155,57,21,9,12,0.7,NA
"Thursday, May 30","None","CHW","None","BOS","W",8,3,"None","22-9",1,"None","None","None","1:45","None",1700,"++","None",1901,3.5,5,220,158,62,22,9,13,0.709677419354839,NA
"Thursday, May 30","None","CHW","None","BOS","W",5,3,"None","23-9",1,"None","None","None","1:47","None",13000,"+++","None",1901,3.5,2,225,161,64,23,9,14,0.71875,NA
"Friday, May 31","None","CHW","None","BOS","W",10,5,"None","24-9",1,"None","None","None","None","None",NA,"++++","None",1901,3.5,5,235,166,69,24,9,15,0.727272727272727,NA
"Saturday, Jun 1","None","CHW","None","BOS","L",5,10,"None","24-10",1,"None","None","None","None","None",NA,"-","None",1901,3.5,-5,240,176,64,24,10,14,0.705882352941177,NA
"Sunday, Jun 2","None","CHW","None","WSH","L",5,7,"None","24-11",1,"None","None","None","None","None",NA,"--","None",1901,3.5,-2,245,183,62,24,11,13,0.685714285714286,NA
"Monday, Jun 3","None","CHW","None","WSH","L",3,5,"None","24-12",1,"None","None","None","None","None",NA,"---","None",1901,3,-2,248,188,60,24,12,12,0.666666666666667,NA
"Tuesday, Jun 4","None","CHW","None","WSH","W",3,2,"None","25-12",1,"None","None","None","None","None",NA,"+","None",1901,3.5,1,251,190,61,25,12,13,0.675675675675676,NA
"Friday, Jun 7","None","CHW","@","WSH","W",15,4,"None","26-12",1,"None","None","None","None","None",NA,"++","None",1901,3.5,11,266,194,72,26,12,14,0.684210526315789,NA
"Saturday, Jun 8","None","CHW","@","WSH","L",3,8,"None","26-13",1,"None","None","None","None","None",NA,"-","None",1901,3.5,-5,269,202,67,26,13,13,0.666666666666667,NA
"Monday, Jun 10","None","CHW","@","WSH","W",13,10,"None","27-13",1,"None","None","None","None","None",NA,"+","None",1901,3.5,3,282,212,70,27,13,14,0.675,NA
"Tuesday, Jun 11","None","CHW","@","WSH","L",1,3,"None","27-14",1,"None","None","None","None","None",NA,"-","None",1901,2.5,-2,283,215,68,27,14,13,0.658536585365854,NA
"Wednesday, Jun 12","None","CHW","@","BLA","L",1,8,"None","27-15",1,"None","None","None","None","None",NA,"--","None",1901,2.5,-7,284,223,61,27,15,12,0.642857142857143,NA
"Thursday, Jun 13","None","CHW","@","BLA","W",12,0,"None","28-15",1,"None","None","None","None","None",NA,"+","None",1901,2.5,12,296,223,73,28,15,13,0.651162790697674,NA
"Friday, Jun 14","None","CHW","@","BLA","W",10,5,"None","29-15",1,"None","None","None","None","None",NA,"++","None",1901,3.5,5,306,228,78,29,15,14,0.659090909090909,NA
"Monday, Jun 17","None","CHW","@","BOS","L",1,11,"None","29-16",1,"None","None","None","1:43","None",NA,"-","None",1901,2.5,-10,307,239,68,29,16,13,0.644444444444444,NA
"Monday, Jun 17","None","CHW","@","BOS","L",4,10,"None","29-17",1,"None","None","None","1:47","None",NA,"--","1901-08-15 (Schedule change)",1901,2.5,-6,311,249,62,29,17,12,0.630434782608696,NA
"Tuesday, Jun 18","None","CHW","@","BOS","L",3,4,"None","29-18",1,"None","None","None","None","None",NA,"---","None",1901,1.5,-1,314,253,61,29,18,11,0.617021276595745,NA
"Wednesday, Jun 19","None","CHW","@","BOS","L",3,5,"None","29-19",1,"None","None","None","None","None",NA,"----","None",1901,1,-2,317,258,59,29,19,10,0.604166666666667,NA
"Thursday, Jun 20","None","CHW","@","BOS","L",3,4,"None","29-20",1,"None","None","None","None","None",NA,"-----","None",1901,0,-1,320,262,58,29,20,9,0.591836734693878,NA
"Friday, Jun 21","None","CHW","@","PHA","W",4,0,"None","30-20",1,"None","None","None","None","None",NA,"+","None",1901,0,4,324,262,62,30,20,10,0.6,NA
"Saturday, Jun 22","None","CHW","@","PHA","W",6,4,"None","31-20",1,"None","None","None","None","None",NA,"++","None",1901,0,2,330,266,64,31,20,11,0.607843137254902,NA
"Monday, Jun 24","None","CHW","@","PHA","W",7,5,"None","32-20",1,"None","None","None","None","None",NA,"+++","None",1901,1,2,337,271,66,32,20,12,0.615384615384615,NA
"Tuesday, Jun 25","None","CHW","@","PHA","W",5,0,"None","33-20",1,"None","None","None","None","None",NA,"++++","None",1901,1,5,342,271,71,33,20,13,0.622641509433962,NA
"Thursday, Jun 27","None","CHW","None","CLE","W",5,1,"None","34-20",1,"None","None","None","None","None",NA,"+++++","None",1901,2,4,347,272,75,34,20,14,0.62962962962963,NA
"Friday, Jun 28","None","CHW","None","CLE","W",7,6,"None","35-20",1,"None","None","None","None","None",NA,"++++++","None",1901,2,1,354,278,76,35,20,15,0.636363636363636,NA
"Saturday, Jun 29","None","CHW","None","CLE","W",4,1,"None","36-20",1,"None","None","None","None","None",NA,"+++++++","None",1901,2,3,358,279,79,36,20,16,0.642857142857143,NA
"Sunday, Jun 30","None","CHW","None","DET","W",4,2,"None","37-20",1,"None","None","None","None","None",NA,"++++++++","None",1901,2.5,2,362,281,81,37,20,17,0.649122807017544,NA
"Tuesday, Jul 2","None","CHW","None","DET","W",3,2,"None","38-20",1,"None","None","None","None","None",NA,"+++++++++","None",1901,3,1,365,283,82,38,20,18,0.655172413793103,NA
"Wednesday, Jul 3","None","CHW","@","CLE","W",4,3,"None","39-20",1,"None","None","None","None","None",NA,"++++++++++","None",1901,3,1,369,286,83,39,20,19,0.661016949152542,NA
"Thursday, Jul 4","None","CHW","@","CLE","L",2,8,"None","39-21",1,"None","None","None","None","None",NA,"-","None",1901,1,-6,371,294,77,39,21,18,0.65,NA
"Thursday, Jul 4","None","CHW","@","CLE","L",5,6,"None","39-22",1,"None","None","None","None","None",NA,"--","None",1901,1,-1,376,300,76,39,22,17,0.639344262295082,NA
"Friday, Jul 5","None","CHW","@","DET","W",8,4,"None","40-22",1,"None","None","None","None","None",NA,"+","None",1901,1,4,384,304,80,40,22,18,0.645161290322581,NA
"Saturday, Jul 6","None","CHW","@","DET","L",5,6,"None","40-23",1,"None","None","None","None","None",NA,"-","None",1901,0,-1,389,310,79,40,23,17,0.634920634920635,NA
"Sunday, Jul 7","None","CHW","@","DET","L",3,8,"None","40-24",2,"None","None","None","None","None",NA,"--","None",1901,-0.5,-5,392,318,74,40,24,16,0.625,NA
"Tuesday, Jul 9","None","CHW","@","MLA","W",17,9,"None","41-24",2,"None","None","None","None","None",NA,"+","None",1901,-0.5,8,409,327,82,41,24,17,0.630769230769231,NA
"Wednesday, Jul 10","None","CHW","@","MLA","W",5,4,"None","42-24",1,"None","None","None","None","None",NA,"++","None",1901,0.5,1,414,331,83,42,24,18,0.636363636363636,NA
"Thursday, Jul 11","None","CHW","@","MLA","W",5,1,"None","43-24",1,"None","None","None","None","None",NA,"+++","None",1901,0.5,4,419,332,87,43,24,19,0.641791044776119,NA
"Friday, Jul 12","None","CHW","None","MLA","W",14,1,"None","44-24",1,"None","None","None","None","None",NA,"++++","None",1901,0.5,13,433,333,100,44,24,20,0.647058823529412,NA
"Saturday, Jul 13","None","CHW","None","MLA","L",2,3,"None","44-25",1,"None","None","None","None","None",NA,"-","None",1901,0.5,-1,435,336,99,44,25,19,0.63768115942029,NA
"Sunday, Jul 14","None","CHW","None","MLA","W",4,0,"None","45-25",1,"None","None","None","None","None",NA,"+","None",1901,1,4,439,336,103,45,25,20,0.642857142857143,NA
"Wednesday, Jul 17","None","CHW","None","BLA","W",4,2,"None","46-25",1,"None","None","None","None","None",NA,"++","None",1901,0.5,2,443,338,105,46,25,21,0.647887323943662,NA
"Thursday, Jul 18","None","CHW","None","BLA","W",9,1,"None","47-25",1,"None","None","None","None","None",NA,"+++","None",1901,1.5,8,452,339,113,47,25,22,0.652777777777778,NA
"Friday, Jul 19","None","CHW","None","BLA","L",4,7,"None","47-26",1,"None","None","None","None","None",NA,"-","None",1901,1.5,-3,456,346,110,47,26,21,0.643835616438356,NA
"Saturday, Jul 20","None","CHW","None","PHA","L",6,8,"None","47-27",1,"None","None","None","None","None",NA,"--","None",1901,1.5,-2,462,354,108,47,27,20,0.635135135135135,NA
"Sunday, Jul 21","None","CHW","None","PHA","W",9,4,"None","48-27",1,"None","None","None","None","None",NA,"+","None",1901,1.5,5,471,358,113,48,27,21,0.64,NA
"Monday, Jul 22","None","CHW","None","PHA","L",1,2,"None","48-28",1,"None","None","None","None","None",NA,"-","None",1901,1.5,-1,472,360,112,48,28,20,0.631578947368421,NA
"Tuesday, Jul 23","None","CHW","None","PHA","W",10,6,"None","49-28",1,"None","None","None","None","None",NA,"+","1901-05-24 (Cold)",1901,1.5,4,482,366,116,49,28,21,0.636363636363636,NA
"Wednesday, Jul 24","None","CHW","None","WSH","W",17,3,"None","50-28",1,"None","None","None","None","None",NA,"++","None",1901,2.5,14,499,369,130,50,28,22,0.641025641025641,NA
"Thursday, Jul 25","None","CHW","None","WSH","W",4,1,"None","51-28",1,"None","None","None","None","None",NA,"+++","None",1901,3.5,3,503,370,133,51,28,23,0.645569620253165,NA
"Friday, Jul 26","None","CHW","None","WSH","W",2,1,"None","52-28",1,"None","None","None","None","None",NA,"++++","None",1901,3.5,1,505,371,134,52,28,24,0.65,NA
"Saturday, Jul 27","None","CHW","None","BOS","W",8,7,"None","53-28",1,"None","None","None","None","None",NA,"+++++","None",1901,4.5,1,513,378,135,53,28,25,0.654320987654321,NA
"Monday, Jul 29","None","CHW","None","BOS","L",1,4,"None","53-29",1,"None","None","None","None","None",NA,"-","None",1901,3.5,-3,514,382,132,53,29,24,0.646341463414634,NA
"Wednesday, Jul 31","None","CHW","None","DET","W",2,0,"None","54-29",1,"None","None","None","None","None",NA,"+","1901-07-01 (Rain)",1901,4.5,2,516,382,134,54,29,25,0.650602409638554,NA
"Thursday, Aug 1","None","CHW","None","DET","W",4,0,"None","55-29",1,"None","None","None","None","None",NA,"++","None",1901,5.5,4,520,382,138,55,29,26,0.654761904761905,NA
"Friday, Aug 2","None","CHW","None","DET","W",7,0,"None","56-29",1,"None","None","None","None","None",NA,"+++","None",1901,5.5,7,527,382,145,56,29,27,0.658823529411765,NA
"Saturday, Aug 3","None","CHW","None","DET","L",6,8,"None","56-30",1,"None","None","None","None","None",NA,"-","None",1901,5.5,-2,533,390,143,56,30,26,0.651162790697674,NA
"Sunday, Aug 4","None","CHW","None","CLE","W",9,5,"None","57-30",1,"None","None","None","None","None",NA,"+","None",1901,6,4,542,395,147,57,30,27,0.655172413793103,NA
"Monday, Aug 5","None","CHW","None","CLE","L",3,6,"None","57-31",1,"None","None","None","None","None",NA,"-","None",1901,5.5,-3,545,401,144,57,31,26,0.647727272727273,NA
"Wednesday, Aug 7","None","CHW","@","DET","L",3,9,"None","57-32",1,"None","None","None","None","None",NA,"--","None",1901,5,-6,548,410,138,57,32,25,0.640449438202247,NA
"Thursday, Aug 8","None","CHW","@","DET","W",18,8,"None","58-32",1,"None","None","None","None","None",NA,"+","None",1901,6,10,566,418,148,58,32,26,0.644444444444444,NA
"Friday, Aug 9","None","CHW","@","DET","L",1,12,"None","58-33",1,"None","None","None","None","None",NA,"-","None",1901,5.5,-11,567,430,137,58,33,25,0.637362637362637,NA
"Saturday, Aug 10","None","CHW","@","CLE","L",7,11,"None","58-34",1,"None","None","None","None","None",NA,"--","None",1901,5,-4,574,441,133,58,34,24,0.630434782608696,NA
"Sunday, Aug 11","None","CHW","None","CLE","L",3,4,"None","58-35",1,"None","None","None","None","None",NA,"---","None",1901,4.5,-1,577,445,132,58,35,23,0.623655913978495,NA
"Monday, Aug 12","None","CHW","@","CLE","W",17,2,"None","59-35",1,"None","None","None","None","None",NA,"+","None",1901,5,15,594,447,147,59,35,24,0.627659574468085,NA
"Tuesday, Aug 13","None","CHW","@","CLE","L",0,4,"None","59-36",1,"None","None","None","None","None",NA,"-","None",1901,4.5,-4,594,451,143,59,36,23,0.621052631578947,NA
"Tuesday, Aug 13","None","CHW","@","CLE","W",14,1,"None","60-36",1,"None","None","None","None","None",NA,"+","1901-05-07 (Wet grounds)",1901,4.5,13,608,452,156,60,36,24,0.625,NA
"Friday, Aug 16","None","CHW","@","BOS","L",2,6,"None","60-37",1,"None","None","None","None","None",NA,"-","None",1901,3.5,-4,610,458,152,60,37,23,0.618556701030928,NA
"Saturday, Aug 17","None","CHW","@","BOS","L",2,4,"None","60-38",1,"None","None","None","None","None",NA,"--","None",1901,2.5,-2,612,462,150,60,38,22,0.612244897959184,NA
"Monday, Aug 19","None","CHW","@","WSH","L",2,5,"None","60-39",1,"None","None","None","None","None",NA,"---","None",1901,1.5,-3,614,467,147,60,39,21,0.606060606060606,NA
"Tuesday, Aug 20","None","CHW","@","WSH","W",9,3,"None","61-39",1,"None","None","None","None","None",NA,"+","None",1901,1.5,6,623,470,153,61,39,22,0.61,NA
"Wednesday, Aug 21","None","CHW","@","WSH","L",0,8,"None","61-40",1,"None","None","None","None","None",NA,"-","None",1901,0.5,-8,623,478,145,61,40,21,0.603960396039604,NA
"Thursday, Aug 22","None","CHW","@","BLA","W",6,5,"None","62-40",1,"None","None","None","None","None",NA,"+","None",1901,0.5,1,629,483,146,62,40,22,0.607843137254902,NA
"Friday, Aug 23","None","CHW","@","BLA","W",6,4,"None","63-40",1,"None","None","None","None","None",NA,"++","None",1901,0.5,2,635,487,148,63,40,23,0.611650485436893,NA
"Saturday, Aug 24","None","CHW","@","BLA","L",4,10,"None","63-41",1,"None","None","None","None","None",NA,"-","None",1901,0.5,-6,639,497,142,63,41,22,0.605769230769231,NA
"Monday, Aug 26","None","CHW","@","PHA","W",11,4,"None","64-41",1,"None","None","None","None","None",NA,"+","None",1901,1.5,7,650,501,149,64,41,23,0.60952380952381,NA
"Tuesday, Aug 27","None","CHW","@","PHA","L",5,7,"None","64-42",1,"None","None","None","None","None",NA,"-","None",1901,0.5,-2,655,508,147,64,42,22,0.60377358490566,NA
"Wednesday, Aug 28","None","CHW","@","PHA","W",3,0,"None","65-42",1,"None","None","None","None","None",NA,"+","None",1901,1.5,3,658,508,150,65,42,23,0.607476635514019,NA
"Friday, Aug 30","None","CHW","None","BLA","T",5,5,"None","65-42",1,"None","None","None","None","None",NA,"+","None",1901,1.5,0,663,513,150,66,43,23,0.605504587155963,NA
"Saturday, Aug 31","None","CHW","None","BLA","W",12,2,"None","66-42",1,"None","None","None","None","None",NA,"++","None",1901,3,10,675,515,160,67,43,24,0.609090909090909,NA
"Saturday, Aug 31","None","CHW","None","BLA","W",5,2,"None","67-42",1,"None","None","None","None","None",NA,"+++","None",1901,3,3,680,517,163,68,43,25,0.612612612612613,NA
"Sunday, Sep 1","None","CHW","None","BLA","W",6,3,"None","68-42",1,"None","None","None","None","None",NA,"++++","None",1901,3.5,3,686,520,166,69,43,26,0.616071428571429,NA
"Monday, Sep 2","None","CHW","None","PHA","W",2,0,"None","69-42",1,"None","None","None","None","None",NA,"+++++","None",1901,2.5,2,688,520,168,70,43,27,0.619469026548673,NA
"Monday, Sep 2","None","CHW","None","PHA","L",9,10,"None","69-43",1,"None","None","None","None","None",NA,"-","None",1901,2.5,-1,697,530,167,70,44,26,0.614035087719298,NA
"Tuesday, Sep 3","None","CHW","None","PHA","L",2,3,"None","69-44",1,"None","None","None","None","None",NA,"--","None",1901,3,-1,699,533,166,70,45,25,0.608695652173913,NA
"Wednesday, Sep 4","None","CHW","None","WSH","W",9,5,"None","70-44",1,"None","None","None","None","None",NA,"+","None",1901,4,4,708,538,170,71,45,26,0.612068965517241,NA
"Thursday, Sep 5","None","CHW","None","WSH","W",4,3,"None","71-44",1,"None","None","None","None","None",NA,"++","None",1901,3.5,1,712,541,171,72,45,27,0.615384615384615,NA
"Thursday, Sep 5","None","CHW","None","WSH","L",7,9,"None","71-45",1,"None","None","None","None","None",NA,"-","1901-06-05 (Rain)",1901,3.5,-2,719,550,169,72,46,26,0.610169491525424,NA
"Friday, Sep 6","None","CHW","None","WSH","L",3,5,"None","71-46",1,"None","None","None","None","None",NA,"--","None",1901,3,-2,722,555,167,72,47,25,0.605042016806723,NA
"Saturday, Sep 7","None","CHW","None","BOS","W",4,1,"None","72-46",1,"None","None","None","None","None",NA,"+","None",1901,4,3,726,556,170,73,47,26,0.608333333333333,NA
"Sunday, Sep 8","None","CHW","None","BOS","W",4,3,"None","73-46",1,"None","None","None","None","None",NA,"++","None",1901,5,1,730,559,171,74,47,27,0.611570247933884,NA
"Monday, Sep 9","None","CHW","None","BOS","W",4,3,"None","74-46",1,"None","None","None","None","None",NA,"+++","None",1901,7,1,734,562,172,75,47,28,0.614754098360656,NA
"Monday, Sep 9","None","CHW","None","BOS","W",6,4,"None","75-46",1,"None","None","None","None","None",NA,"++++","1901-07-28 (Rain)",1901,7,2,740,566,174,76,47,29,0.617886178861789,NA
"Tuesday, Sep 10","None","CHW","@","MLA","W",6,3,"None","76-46",1,"None","None","None","None","None",NA,"+++++","None",1901,7.5,3,746,569,177,77,47,30,0.620967741935484,NA
"Thursday, Sep 12","None","CHW","@","MLA","L",1,5,"None","76-47",1,"None","None","None","None","None",NA,"-","None",1901,7,-4,747,574,173,77,48,29,0.616,NA
"Thursday, Sep 12","None","CHW","@","MLA","W",4,0,"None","77-47",1,"None","None","None","None","None",NA,"+","1901-09-11 (Rain)",1901,7,4,751,574,177,78,48,30,0.619047619047619,NA
"Friday, Sep 13","None","CHW","None","MLA","L",3,5,"None","77-48",1,"None","None","None","None","None",NA,"-","None",1901,6.5,-2,754,579,175,78,49,29,0.614173228346457,NA
"Sunday, Sep 15","None","CHW","None","MLA","W",5,4,"None","78-48",1,"None","None","None","None","None",NA,"+","None",1901,7,1,759,583,176,79,49,30,0.6171875,NA
"Sunday, Sep 15","None","CHW","None","MLA","W",9,4,"None","79-48",1,"None","None","None","None","None",NA,"++","1901-09-14 (Rain)",1901,7,5,768,587,181,80,49,31,0.62015503875969,NA
"Wednesday, Sep 18","None","CHW","@","BLA","W",10,3,"None","80-48",1,"None","None","None","None","None",NA,"+++","None",1901,7.5,7,778,590,188,81,49,32,0.623076923076923,NA
"Wednesday, Sep 18","None","CHW","@","BLA","W",5,1,"None","81-48",1,"None","None","None","None","None",NA,"++++","1901-09-17 (Rain)",1901,7.5,4,783,591,192,82,49,33,0.625954198473282,NA
"Friday, Sep 20","None","CHW","@","PHA","W",8,3,"None","82-48",1,"None","None","None","None","None",NA,"+++++","None",1901,7.5,5,791,594,197,83,49,34,0.628787878787879,NA
"Saturday, Sep 21","None","CHW","@","PHA","L",4,10,"None","82-49",1,"None","None","None","None","None",NA,"-","None",1901,7.5,-6,795,604,191,83,50,33,0.62406015037594,NA
"Monday, Sep 23","None","CHW","@","PHA","L",3,5,"None","82-50",1,"None","None","None","None","None",NA,"--","None",1901,8,-2,798,609,189,83,51,32,0.619402985074627,NA
"Tuesday, Sep 24","None","CHW","@","BOS","L",3,8,"None","82-51",1,"None","None","None","None","None",NA,"---","None",1901,7,-5,801,617,184,83,52,31,0.614814814814815,NA
"Wednesday, Sep 25","None","CHW","@","BOS","L",2,5,"None","82-52",1,"None","None","None","None","None",NA,"----","None",1901,6,-3,803,622,181,83,53,30,0.610294117647059,NA
"Thursday, Sep 26","None","CHW","@","BOS","L",2,3,"None","82-53",1,"None","None","None","None","None",NA,"-----","None",1901,5,-1,805,625,180,83,54,29,0.605839416058394,NA
"Friday, Sep 27","None","CHW","@","WSH","W",6,4,"None","83-53",1,"None","None","None","None","None",NA,"+","None",1901,5,2,811,629,182,84,54,30,0.608695652173913,NA
"Thursday, Apr 24","None","CHW","None","DET","L",0,5,"None","1-1",3,"None","None","None","None","None",NA,"-","None",1902,-1,-5,0,5,-5,0,1,-1,0,NA
"Sunday, Apr 27","None","CHW","None","CLE","W",9,0,"None","2-1",2,"None","None","None","None","None",NA,"+","None",1902,-0.5,9,9,5,4,1,1,0,0.5,NA
"Monday, Apr 28","None","CHW","None","CLE","L",0,2,"None","2-2",3,"None","None","None","None","None",NA,"-","None",1902,-0.5,-2,9,7,2,1,2,-1,0.333333333333333,NA
"Tuesday, Apr 29","None","CHW","None","CLE","W",4,2,"None","3-2",3,"None","None","None","None","None",NA,"+","None",1902,-0.5,2,13,9,4,2,2,0,0.5,NA
"Wednesday, Apr 30","None","CHW","None","CLE","W",4,0,"None","4-2",1,"None","None","None","None","None",NA,"++","None",1902,0.5,4,17,9,8,3,2,1,0.6,NA
"Thursday, May 1","None","CHW","@","SLB","L",2,3,"None","4-3",2,"None","None","None","None","None",NA,"-","None",1902,-0.5,-1,19,12,7,3,3,0,0.5,NA
"Friday, May 2","None","CHW","@","SLB","L",0,7,"None","4-4",4,"None","None","None","None","None",NA,"--","None",1902,-1.5,-7,19,19,0,3,4,-1,0.428571428571429,NA
"Saturday, May 3","None","CHW","@","SLB","L",3,5,"None","4-5",6,"None","None","None","None","None",NA,"---","None",1902,-2.5,-2,22,24,-2,3,5,-2,0.375,NA
"Tuesday, May 6","None","CHW","@","CLE","W",6,3,"None","5-5",5,"None","None","None","None","None",NA,"+","None",1902,-1.5,3,28,27,1,4,5,-1,0.444444444444444,NA
"Wednesday, May 7","None","CHW","@","CLE","W",5,4,"None","6-5",5,"None","None","None","None","None",NA,"++","None",1902,-1.5,1,33,31,2,5,5,0,0.5,NA
"Thursday, May 8","None","CHW","@","CLE","W",4,1,"None","7-5",3,"None","None","None","None","None",NA,"+++","None",1902,-1.5,3,37,32,5,6,5,1,0.545454545454545,NA
"Friday, May 9","None","CHW","@","CLE","W",12,8,"None","8-5",3,"None","None","None","None","None",NA,"++++","None",1902,-1,4,49,40,9,7,5,2,0.583333333333333,NA
"Sunday, May 11","None","CHW","@","DET","L",9,10,"None","8-6",3,"None","None","None","None","None",NA,"-","None",1902,-1.5,-1,58,50,8,7,6,1,0.538461538461538,NA
"Monday, May 12","None","CHW","@","DET","L",4,5,"None","8-7",5,"None","None","None","None","None",NA,"--","None",1902,-2.5,-1,62,55,7,7,7,0,0.5,NA
"Tuesday, May 13","None","CHW","@","DET","L",3,7,"None","8-8",5,"None","None","None","None","None",NA,"---","None",1902,-2.5,-4,65,62,3,7,8,-1,0.466666666666667,NA
"Wednesday, May 14","None","CHW","None","SLB","W",12,2,"None","9-8",5,"None","None","None","None","None",NA,"+","None",1902,-2,10,77,64,13,8,8,0,0.5,NA
"Friday, May 16","None","CHW","None","SLB","W",2,1,"None","10-8",5,"None","None","None","None","None",NA,"++","None",1902,-1.5,1,79,65,14,9,8,1,0.529411764705882,NA
"Saturday, May 17","None","CHW","None","SLB","W",6,2,"None","11-8",3,"None","None","None","None","None",NA,"+++","None",1902,-0.5,4,85,67,18,10,8,2,0.555555555555556,NA
