date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Saturday, Apr 7",boxscore,ATL,@,NYM,L,2,4,None,0-2,5, 2.0,Dickey,Jurrjens,Francisco,2:53,D,"39,526",--,None
"Sunday, Apr 8",boxscore,ATL,@,NYM,L,5,7,None,0-3,5, 3.0,Niese,Minor,Francisco,2:46,D,"27,855",---,None
"Monday, Apr 9",boxscore,ATL,@,HOU,L,3,8,None,0-4,5, 4.0,Happ,Beachy,None,2:46,N,"17,095",----,None
"Tuesday, Apr 10",boxscore,ATL,@,HOU,W,6,4,None,1-4,5, 3.0,Hanson,Weiland,Kimbrel,3:12,N,"22,036",+,None
"Wednesday, Apr 11",boxscore,ATL,@,HOU,W,6,3,None,2-4,4, 2.0,Delgado,Rodriguez,Kimbrel,3:21,N,"18,225",++,None
"Friday, Apr 13",boxscore,ATL,None,MIL,W,10,8,None,3-4,3, 2.5,Venters,Rodriguez,Kimbrel,3:22,N,"50,635",+++,None
"Saturday, Apr 14",boxscore,ATL,None,MIL,W,2,1,None,4-4,3, 2.5,Minor,Marcum,Kimbrel,2:44,N,"37,408",++++,None
"Sunday, Apr 15",boxscore,ATL,None,MIL,W,7,4,None,5-4,3, 1.5,Beachy,Narveson,None,2:58,D,"30,831",+++++,None
"Monday, Apr 16",boxscore,ATL,None,NYM,L,1,6,None,5-5,3, 2.5,Gee,Hanson,None,2:24,N,"16,161",-,None
"Tuesday, Apr 17",boxscore,ATL,None,NYM,W,9,3,None,6-5,3, 2.5,Delgado,Santana,None,2:53,N,"18,732",+,None
"Wednesday, Apr 18",boxscore,ATL,None,NYM,W,14,6,None,7-5,2, 2.5,Martinez,Dickey,None,3:17,D,"17,909",++,None
"Thursday, Apr 19",boxscore,ATL,@,ARI,W,10,2,None,8-5,2, 1.5,Minor,Collmenter,None,2:49,N,"18,110",+++,None
"Friday, Apr 20",boxscore,ATL,@,ARI,W,9,1,None,9-5,2, 1.5,Beachy,Cahill,None,2:50,N,"27,761",++++,None
"Saturday, Apr 21",boxscore,ATL,@,ARI,W,3,2,None,10-5,2, 1.5,Hanson,Saunders,Kimbrel,2:17,N,"30,188",+++++,None
"Sunday, Apr 22",boxscore,ATL,@,ARI,L,4,6,None,10-6,2, 2.0,Kennedy,Delgado,Putz,2:36,D,"28,679",-,None
"Monday, Apr 23",boxscore,ATL,@,LAD,L,2,7,None,10-7,2, 2.5,Capuano,Jurrjens,None,2:49,N,"26,376",--,None
"Tuesday, Apr 24",boxscore,ATL,@,LAD,W,4,3,None,11-7,2, 2.5,O'Flaherty,Guerra,Kimbrel,2:59,N,"44,014",+,None
"Wednesday, Apr 25",boxscore,ATL,@,LAD,W,4,2,None,12-7,2, 2.5,Venters,Guerra,Kimbrel,2:54,N,"26,345",++,None
"Friday, Apr 27",boxscore,ATL,None,PIT,W,6,1,None,13-7,2, 1.0,Hanson,Burnett,Medlen,2:57,N,"36,215",+++,None
"Saturday, Apr 28",boxscore,ATL,None,PIT,L,2,4,None,13-8,2, 1.0,Bedard,Delgado,Hanrahan,3:13,N,"34,086",-,None
"Sunday, Apr 29",boxscore,ATL,None,PIT,W,4,3,None,14-8,1, Tied,Hudson,Correia,Kimbrel,3:25,D,"30,419",+,None
"Monday, Apr 30",boxscore,ATL,None,PIT,L,3,9,None,14-9,2, 0.5,McDonald,Minor,None,2:49,N,"17,181",-,None
"Tuesday, May 1",boxscore,ATL,None,PHI,L,2,4,None,14-10,2, 0.5,Bastardo,Venters,Papelbon,2:46,N,"21,640",--,None
"Wednesday, May 2",boxscore,ATL,None,PHI,W-wo,15,13,11,15-10,2, 0.5,Durbin,Sanches,None,4:00,N,"26,504",+,None
"Thursday, May 3",boxscore,ATL,None,PHI,L,0,4,None,15-11,2, 1.5,Blanton,Delgado,None,2:02,D,"24,015",-,None
"Friday, May 4",boxscore,ATL,@,COL,W,9,8,11,16-11,2, 1.5,Durbin,Escalona,Kimbrel,4:00,N,"33,184",+,None
"Saturday, May 5",boxscore,ATL,@,COL,W,13,9,None,17-11,2, 1.5,Martinez,Rogers,Hernandez,3:27,N,"40,013",++,None
"Sunday, May 6",boxscore,ATL,@,COL,W,7,2,None,18-11,2, 0.5,Beachy,Nicasio,Martinez,2:43,D,"45,330",+++,None
"Monday, May 7",boxscore,ATL,@,CHC,L,1,5,None,18-12,2, 1.0,Samardzija,Hanson,None,2:45,N,"36,307",-,None
"Tuesday, May 8",boxscore,ATL,@,CHC,W,3,1,None,19-12,1, Tied,Medlen,Wood,Kimbrel,2:47,N,"38,523",+,None
"Wednesday, May 9",boxscore,ATL,@,CHC,L,0,1,None,19-13,1, Tied,Maholm,Hudson,Dolis,2:05,D,"31,904",-,None
"Friday, May 11",boxscore,ATL,@,STL,W,9,7,12,20-13,2, 0.5,Hernandez,McClellan,Kimbrel,3:56,N,"45,190",+,None
"Saturday, May 12",boxscore,ATL,@,STL,W,7,2,None,21-13,2, 0.5,Beachy,Wainwright,None,2:55,N,"44,157",++,None
"Sunday, May 13",boxscore,ATL,@,STL,W,7,4,None,22-13,1,up 0.5,Hanson,Lynn,None,3:33,D,"45,729",+++,None
"Monday, May 14",boxscore,ATL,None,CIN,L,1,3,None,22-14,2, 0.5,Ondrusek,Venters,Marshall,3:02,N,"19,697",-,None
"Tuesday, May 15",boxscore,ATL,None,CIN,W,6,2,None,23-14,1,up 0.5,Hudson,Cueto,None,2:51,N,"21,530",+,None
"Wednesday, May 16",boxscore,ATL,None,MIA,L,4,8,None,23-15,2, 0.5,Buehrle,Minor,None,2:49,N,"21,106",-,None
"Thursday, May 17",boxscore,ATL,None,MIA,W,7,0,None,24-15,1,up 0.5,Beachy,Nolasco,None,2:42,N,"27,724",+,None
"Friday, May 18",boxscore,ATL,@,TBR,W,5,3,None,25-15,1,up 1.5,Hanson,Shields,Kimbrel,3:04,N,"19,693",++,None
"Saturday, May 19",boxscore,ATL,@,TBR,L,2,5,None,25-16,1,up 1.5,Cobb,Delgado,Rodney,2:48,D,"27,433",-,None
"Sunday, May 20",boxscore,ATL,@,TBR,W,2,0,None,26-16,1,up 1.5,Hudson,Price,Kimbrel,2:34,D,"24,759",+,None
"Monday, May 21",boxscore,ATL,@,CIN,L,1,4,None,26-17,1,up 0.5,Leake,Minor,Marshall,2:34,N,"17,606",-,None
"Tuesday, May 22",boxscore,ATL,@,CIN,L,3,4,None,26-18,2, 0.5,Latos,Beachy,Chapman,2:33,N,"26,438",--,None
