date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Tuesday, Apr 7",boxscore,NYM,@,STL,L,2,9,None,1-1,3, 0.5,Olivares,Saberhagen,None,2:33,N,"20,832",-,None
"Wednesday, Apr 8",boxscore,NYM,@,STL,L,7,15,None,1-2,5, 1.5,Perez,Fernandez,None,3:30,N,"23,632",--,None
"Thursday, Apr 9",boxscore,NYM,@,STL,W,7,1,None,2-2,3, 0.5,Young,Agosto,None,2:27,D,"27,116",+,None
"Friday, Apr 10",boxscore,NYM,None,MON,L,0,4,None,2-3,5, 1.5,Hill,Gooden,None,2:25,D,"47,218",-,None
"Saturday, Apr 11",boxscore,NYM,None,MON,L,2,9,None,2-4,6, 1.5,Martinez,Cone,None,3:25,D,"22,967",--,None
"Sunday, Apr 12",boxscore,NYM,None,MON,L,2,8,None,2-5,6, 2.5,Haney,Saberhagen,None,2:48,D,"21,636",---,None
"Monday, Apr 13",boxscore,NYM,None,PHI,L,2,3,None,2-6,6, 3.5,Schilling,Fernandez,Williams,3:43,N,"14,810",----,None
"Tuesday, Apr 14",boxscore,NYM,None,PHI,W,8,5,None,3-6,6, 3.0,Franco,Brantley,None,3:03,N,"15,274",+,None
"Wednesday, Apr 15",boxscore,NYM,None,PHI,W,7,2,None,4-6,5, 3.0,Gooden,Abbott,None,2:49,N,"17,448",++,None
"Friday, Apr 17",boxscore,NYM,@,MON,W,10,2,None,5-6,4, 3.0,Cone,Martinez,None,3:22,N,"22,406",+++,None
"Saturday, Apr 18",boxscore,NYM,@,MON,L,6,8,None,5-7,5, 4.0,Landrum,Innis,Wetteland,2:53,D,"14,847",-,None
"Sunday, Apr 19",boxscore,NYM,@,MON,W,11,6,None,6-7,4, 4.0,Young,Fassero,None,3:29,D,"13,739",+,None
"Tuesday, Apr 21",boxscore,NYM,None,STL,W,4,2,None,7-7,2, 4.5,Gooden,Cormier,Franco,2:46,N,"21,230",++,None
"Wednesday, Apr 22",boxscore,NYM,None,STL,W-wo,3,2,None,8-7,2, 4.5,Innis,Carpenter,None,2:59,N,"19,324",+++,None
"Thursday, Apr 23",boxscore,NYM,None,STL,W-wo,1,0,13,9-7,2, 3.5,Franco,Agosto,None,3:57,D,"26,721",++++,None
"Friday, Apr 24",boxscore,NYM,@,PHI,L-wo,3,4,None,9-8,2, 4.5,Williams,Whitehurst,None,3:16,N,"25,482",-,None
"Saturday, Apr 25",boxscore,NYM,@,PHI,W,3,2,None,10-8,2, 4.5,Fernandez,Abbott,Franco,2:54,N,"29,374",+,None
"Sunday, Apr 26",boxscore,NYM,@,PHI,L,4,5,None,10-9,2, 4.5,Jones,Whitehurst,Williams,2:53,D,"44,194",-,None
"Tuesday, Apr 28",boxscore,NYM,None,HOU,W,4,0,None,11-9,2, 3.5,Cone,Henry,None,2:40,N,"16,190",+,None
"Wednesday, Apr 29",boxscore,NYM,None,HOU,W,1,0,None,12-9,2, 3.5,Saberhagen,Kile,None,2:17,N,"16,400",++,None
"Thursday, Apr 30",boxscore,NYM,None,HOU,W,4,3,None,13-9,2, 3.0,Innis,Jones,Franco,2:51,N,"14,803",+++,None
"Friday, May 1",boxscore,NYM,@,ATL,W,8,7,None,14-9,2, 2.0,Burke,Berenguer,Franco,3:02,N,"31,637",++++,None
"Saturday, May 2",boxscore,NYM,@,ATL,L,0,3,None,14-10,2, 3.0,Glavine,Gooden,None,2:45,D,"38,115",-,None
"Sunday, May 3",boxscore,NYM,@,ATL,W,7,0,None,15-10,2, 2.0,Cone,Leibrandt,None,2:51,D,"41,282",+,None
"Monday, May 4",boxscore,NYM,@,HOU,W,5,1,None,16-10,2, 2.0,Saberhagen,Kile,None,3:02,N,"13,546",++,None
"Tuesday, May 5",boxscore,NYM,@,HOU,L,4,5,None,16-11,2, 3.0,Portugal,Fernandez,Jones,2:56,D,"8,997",-,None
"Wednesday, May 6",boxscore,NYM,@,CIN,L,3,5,None,16-12,2, 4.0,Swindell,Young,Charlton,2:26,N,"24,107",--,None
"Thursday, May 7",boxscore,NYM,@,CIN,L,2,4,None,16-13,2, 4.0,Hammond,Gooden,Dibble,3:00,D,"24,630",---,None
"Friday, May 8",boxscore,NYM,None,LAD,W-wo,4,3,None,17-13,2, 4.0,Innis,McDowell,None,3:32,N,"19,237",+,None
"Saturday, May 9",boxscore,NYM,None,LAD,W-wo,5,2,None,18-13,2, 4.0,Franco,McDowell,None,2:58,D,"39,330",++,None
"Sunday, May 10",boxscore,NYM,None,LAD,W,3,0,None,19-13,2, 3.0,Fernandez,Candiotti,Franco,2:43,D,"25,186",+++,None
"Monday, May 11",boxscore,NYM,None,SDP,L,2,4,None,19-14,2, 3.5,Benes,Young,Myers,2:51,N,"17,336",-,None
"Tuesday, May 12",boxscore,NYM,None,SDP,W,7,3,None,20-14,2, 2.5,Gooden,Melendez,None,2:54,N,"18,439",+,None
"Wednesday, May 13",boxscore,NYM,None,SDP,L,0,7,None,20-15,3, 3.5,Hurst,Cone,None,2:45,N,"19,451",-,None
"Friday, May 15",boxscore,NYM,@,LAD,W,4,1,None,21-15,3, 3.0,Saberhagen,Ojeda,Franco,2:58,N,"41,222",+,None
"Saturday, May 16",boxscore,NYM,@,LAD,L,0,2,None,21-16,3, 3.0,Candiotti,Fernandez,None,2:42,N,"44,873",-,None
"Sunday, May 17",boxscore,NYM,@,LAD,L,3,6,None,21-17,3, 3.0,Martinez,Young,McDowell,3:01,D,"37,187",--,None
"Monday, May 18",boxscore,NYM,@,SDP,L,0,3,None,21-18,3, 3.5,Hurst,Gooden,None,2:08,N,"16,348",---,None
"Tuesday, May 19",boxscore,NYM,@,SDP,W,8,0,None,22-18,3, 2.5,Cone,Melendez,None,2:52,N,"15,842",+,None
"Wednesday, May 20",boxscore,NYM,@,SDP,L,6,12,None,22-19,3, 2.5,Lefferts,Burke,None,2:44,N,"18,244",-,None
"Thursday, May 21",boxscore,NYM,@,SDP,W,8,3,None,23-19,3, 1.5,Fernandez,Harris,None,3:03,D,"27,541",+,None
"Friday, May 22",boxscore,NYM,@,SFG,L,6,7,None,23-20,3, 2.5,Downs,Burke,Righetti,2:58,N,"17,962",-,None
"Saturday, May 23",boxscore,NYM,@,SFG,W,6,3,None,24-20,3, 1.5,Gooden,Burba,Franco,3:15,D,"25,233",+,None
"Sunday, May 24",boxscore,NYM,@,SFG,W,6,0,None,25-20,3, 1.0,Cone,Wilson,None,2:36,D,"33,902",++,None
"Monday, May 25",boxscore,NYM,None,CIN,L,0,3,None,25-21,3, 2.0,Hammond,Schourek,Charlton,3:07,N,"19,881",-,None
"Wednesday, May 27",boxscore,NYM,None,CIN,L,0,1,None,25-22,2, 1.5,Belcher,Fernandez,Charlton,2:50,N,"19,121",--,None
"Friday, May 29",boxscore,NYM,None,ATL,L,1,5,None,25-23,3, 1.5,Smoltz,Gooden,None,2:42,N,"31,866",---,None
