date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Wednesday, Apr 3",boxscore,WSN,None,MIA,W,3,0,None,2-0,1, Tied,Gonzalez,Slowey,Soriano,2:32,N,"26,269",++,None
"Thursday, Apr 4",boxscore,WSN,None,MIA,W,6,1,None,3-0,1,up 1.0,Zimmermann,LeBlanc,None,2:34,D,"25,123",+++,None
"Friday, Apr 5",boxscore,WSN,@,CIN,L,0,15,None,3-1,1, Tied,Bailey,Haren,None,3:08,N,"28,102",-,None
"Saturday, Apr 6",boxscore,WSN,@,CIN,W,7,6,11,4-1,1, Tied,Stammen,Hoover,None,3:30,D,"34,762",+,None
"Sunday, Apr 7",boxscore,WSN,@,CIN,L,3,6,None,4-2,2, 1.0,Cueto,Strasburg,Chapman,3:07,D,"32,514",-,None
"Tuesday, Apr 9",boxscore,WSN,None,CHW,W,8,7,None,5-2,2, 1.5,Stammen,Peavy,Soriano,3:13,N,"24,412",+,None
"Wednesday, Apr 10",boxscore,WSN,None,CHW,W,5,2,None,6-2,2, 1.5,Zimmermann,Floyd,Soriano,2:35,N,"24,586",++,None
"Thursday, Apr 11",boxscore,WSN,None,CHW,W,7,4,None,7-2,2, 1.0,Haren,Axelrod,Soriano,3:18,N,"24,785",+++,None
"Friday, Apr 12",boxscore,WSN,None,ATL,L,4,6,10,7-3,2, 2.0,O'Flaherty,Stammen,Kimbrel,3:29,N,"33,130",-,None
"Saturday, Apr 13",boxscore,WSN,None,ATL,L,1,3,None,7-4,2, 3.0,Hudson,Strasburg,Kimbrel,2:42,D,"41,992",--,None
"Sunday, Apr 14",boxscore,WSN,None,ATL,L,0,9,None,7-5,3, 4.0,Maholm,Gonzalez,None,2:44,D,"39,389",---,None
"Monday, Apr 15",boxscore,WSN,@,MIA,W,10,3,None,8-5,2, 3.5,Zimmermann,LeBlanc,None,2:25,N,"15,933",+,None
"Tuesday, Apr 16",boxscore,WSN,@,MIA,L,2,8,None,8-6,2, 4.5,Sanabia,Haren,None,2:44,N,"16,200",-,None
"Wednesday, Apr 17",boxscore,WSN,@,MIA,W,6,1,None,9-6,2, 3.5,Detwiler,Nolasco,None,2:53,N,"22,302",+,None
"Friday, Apr 19",boxscore,WSN,@,NYM,L,1,7,None,9-7,2, 4.0,Harvey,Strasburg,None,2:44,N,"26,675",-,None
"Saturday, Apr 20",boxscore,WSN,@,NYM,W,7,6,None,10-7,2, 3.0,Clippard,Edgin,Soriano,3:20,D,"24,325",+,None
"Sunday, Apr 21",boxscore,WSN,@,NYM,L,0,2,None,10-8,2, 3.0,Gee,Zimmermann,Parnell,2:53,D,"26,225",-,None
"Monday, Apr 22",boxscore,WSN,None,STL,L,2,3,None,10-9,2, 3.5,Miller,Haren,Mujica,2:42,N,"27,263",--,None
"Tuesday, Apr 23",boxscore,WSN,None,STL,L,0,2,None,10-10,2, 5.0,Wainwright,Detwiler,Mujica,2:42,N,"29,986",---,None
"Wednesday, Apr 24",boxscore,WSN,None,STL,L,2,4,None,10-11,3, 5.0,Garcia,Strasburg,Mujica,2:54,D,"33,694",----,None
"Thursday, Apr 25",boxscore,WSN,None,CIN,W,8,1,None,11-11,2, 4.5,Gonzalez,Arroyo,None,2:23,N,"24,748",+,None
"Friday, Apr 26",boxscore,WSN,None,CIN,W,1,0,None,12-11,2, 3.5,Zimmermann,Bailey,None,2:08,N,"32,995",++,None
"Saturday, Apr 27",boxscore,WSN,None,CIN,W,6,3,None,13-11,2, 2.5,Haren,Leake,Soriano,3:04,D,"38,903",+++,None
"Sunday, Apr 28",boxscore,WSN,None,CIN,L,2,5,None,13-12,2, 2.5,Cingrani,Detwiler,Chapman,3:27,D,"36,457",-,None
"Monday, Apr 29",boxscore,WSN,@,ATL,L,2,3,None,13-13,2, 3.5,Walden,Clippard,Kimbrel,2:52,N,"22,870",--,None
"Tuesday, Apr 30",boxscore,WSN,@,ATL,L,1,8,None,13-14,2, 4.5,Hudson,Gonzalez,None,2:32,N,"19,243",---,None
"Wednesday, May 1",boxscore,WSN,@,ATL,W,2,0,None,14-14,2, 3.5,Zimmermann,Maholm,Soriano,2:15,N,"22,460",+,None
"Thursday, May 2",boxscore,WSN,@,ATL,W,3,1,None,15-14,2, 2.5,Haren,Medlen,Soriano,2:26,N,"19,806",++,None
"Friday, May 3",boxscore,WSN,@,PIT,L,1,3,None,15-15,2, 2.5,Burnett,Detwiler,Grilli,2:45,N,"26,404",-,None
"Saturday, May 4",boxscore,WSN,@,PIT,W,5,4,None,16-15,2, 2.0,Clippard,Watson,Soriano,2:58,D,"29,975",+,None
"Sunday, May 5",boxscore,WSN,@,PIT,W,6,2,None,17-15,2, 2.0,Gonzalez,Rodriguez,None,3:10,D,"24,186",++,None
"Wednesday, May 8",boxscore,WSN,None,DET,W,3,1,None,18-15,2, 2.0,Zimmermann,Sanchez,Soriano,2:47,N,"34,893",+++,None
"Thursday, May 9",boxscore,WSN,None,DET,W,5,4,None,19-15,2, 2.0,Haren,Fister,Soriano,2:51,D,"28,742",++++,2013-05-07 (Rain)
"Friday, May 10",boxscore,WSN,None,CHC,W,7,3,None,20-15,2, 1.0,Detwiler,Samardzija,None,2:23,N,"37,191",+++++,None
"Saturday, May 11",boxscore,WSN,None,CHC,L,2,8,None,20-16,2, 1.0,Jackson,Strasburg,None,3:07,D,"37,116",-,None
"Sunday, May 12",boxscore,WSN,None,CHC,L,1,2,None,20-17,2, 1.0,Russell,Soriano,Gregg,2:49,D,"38,788",--,None
"Monday, May 13",boxscore,WSN,@,LAD,W,6,2,None,21-17,2, 1.0,Zimmermann,Beckett,None,3:14,N,"32,337",+,None
"Tuesday, May 14",boxscore,WSN,@,LAD,L,0,2,None,21-18,2, 1.0,Kershaw,Haren,Jansen,2:21,N,"51,729",-,None
"Wednesday, May 15",boxscore,WSN,@,LAD,L,1,3,None,21-19,2, 1.0,Greinke,Detwiler,League,3:12,N,"36,721",--,None
"Thursday, May 16",boxscore,WSN,@,SDP,W,6,2,None,22-19,2, 0.5,Strasburg,Volquez,None,2:32,N,"24,234",+,None
"Friday, May 17",boxscore,WSN,@,SDP,W,6,5,10,23-19,2, 0.5,Soriano,Street,Storen,3:20,N,"29,898",++,None
"Saturday, May 18",boxscore,WSN,@,SDP,L,1,2,None,23-20,2, 1.5,Stults,Zimmermann,Street,2:01,N,"33,646",-,None
"Sunday, May 19",boxscore,WSN,@,SDP,L,4,13,None,23-21,2, 2.5,Cashner,Haren,None,3:05,D,"27,080",--,None
"Monday, May 20",boxscore,WSN,@,SFG,L,0,8,None,23-22,2, 3.5,Vogelsong,Duke,None,2:51,N,"41,963",---,None
"Tuesday, May 21",boxscore,WSN,@,SFG,L-wo,2,4,10,23-23,2, 4.5,Affeldt,Maya,None,3:05,N,"41,642",----,None
"Wednesday, May 22",boxscore,WSN,@,SFG,W,2,1,10,24-23,2, 4.5,Clippard,Affeldt,Soriano,3:33,D,"41,175",+,None
"Friday, May 24",boxscore,WSN,None,PHI,W,5,2,None,25-23,2, 4.5,Zimmermann,Kendrick,Soriano,2:44,N,"28,980",++,None
"Saturday, May 25",boxscore,WSN,None,PHI,L,3,5,None,25-24,2, 5.5,Durbin,Storen,Papelbon,3:10,N,"38,012",-,None
"Sunday, May 26",boxscore,WSN,None,PHI,W,6,1,None,26-24,2, 4.5,Strasburg,Hamels,None,2:43,D,"39,033",+,None
"Monday, May 27",boxscore,WSN,None,BAL,L,2,6,None,26-25,2, 4.5,Hammel,Gonzalez,None,3:05,D,"41,260",-,None
"Tuesday, May 28",boxscore,WSN,None,BAL,W,9,3,None,27-25,2, 4.5,Duke,Gausman,None,2:44,N,"35,664",+,None
"Wednesday, May 29",boxscore,WSN,@,BAL,L,6,9,None,27-26,2, 4.5,Johnson,Zimmermann,Johnson,2:47,N,"39,129",-,None
"Thursday, May 30",boxscore,WSN,@,BAL,L,0,2,None,27-27,2, 5.5,Garcia,Haren,Johnson,2:21,N,"30,665",--,None
"Friday, May 31",boxscore,WSN,@,ATL,W,3,2,None,28-27,2, 4.5,Stammen,Teheran,Soriano,2:59,N,"36,650",+,None
"Saturday, Jun 1",boxscore,WSN,@,ATL,L-wo,1,2,10,28-28,2, 5.5,Walden,Rodriguez,None,3:07,N,"46,910",-,None
"Sunday, Jun 2",boxscore,WSN,@,ATL,L,3,6,None,28-29,2, 6.5,Maholm,Karns,Kimbrel,2:58,D,"30,134",--,None
"Tuesday, Jun 4",boxscore,WSN,None,NYM,W-wo,3,2,None,29-29,2, 7.0,Clippard,Parnell,None,2:28,N,"31,473",+,None
"Wednesday, Jun 5",boxscore,WSN,None,NYM,L,1,10,None,29-30,3, 8.0,Gee,Haren,None,3:12,N,"36,155",-,None
"Saturday, Jun 8",boxscore,WSN,None,MIN,L,3,4,11,29-31,3, 8.0,Roenicke,Stammen,Perkins,3:42,D,"41,587",--,None
"Sunday, Jun 9",boxscore,WSN,None,MIN,W,7,0,None,30-31,2, 7.5,Zimmermann,Diamond,None,2:48,D,"38,516",+,None
"Sunday, Jun 9",boxscore,WSN,None,MIN,W,5,4,None,31-31,2, 7.5,Clippard,Swarzak,Soriano,3:17,N,"27,949",++,2013-06-07 (Rain)
"Tuesday, Jun 11",boxscore,WSN,@,COL,L,3,8,None,31-32,2, 7.0,Chacin,Haren,None,3:03,N,"33,736",-,None
"Wednesday, Jun 12",boxscore,WSN,@,COL,W,5,1,None,32-32,2, 6.0,Ohlendorf,De La Rosa,None,3:16,N,"30,304",+,None
"Thursday, Jun 13",boxscore,WSN,@,COL,W,5,4,None,33-32,2, 5.5,Stammen,Belisle,Soriano,3:05,D,"37,017",++,None
"Friday, Jun 14",boxscore,WSN,@,CLE,L-wo,1,2,None,33-33,2, 5.5,Smith,Abad,None,2:49,N,"30,824",-,None
"Saturday, Jun 15",boxscore,WSN,@,CLE,W,7,6,None,34-33,2, 5.5,Storen,Pestano,Soriano,3:11,N,"33,307",+,None
"Sunday, Jun 16",boxscore,WSN,@,CLE,L,0,2,None,34-34,2, 6.5,Kluber,Strasburg,Pestano,2:38,D,"21,845",-,None
"Monday, Jun 17",boxscore,WSN,@,PHI,L-wo,4,5,None,34-35,2, 7.5,Papelbon,Abad,None,3:11,N,"44,990",--,None
"Tuesday, Jun 18",boxscore,WSN,@,PHI,L,2,4,None,34-36,2, 7.0,Lee,Detwiler,Papelbon,2:33,N,"38,188",---,None
"Wednesday, Jun 19",boxscore,WSN,@,PHI,W,6,2,11,35-36,2, 7.0,Storen,Stutes,None,3:35,N,"39,594",+,None
