date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Tuesday, Apr 3",boxscore,ARI,@,COL,L-wo,3,4,11,1-1,2, 0.5,Kim,Valverde,None,3:15,N,"20,547",-,None
"Wednesday, Apr 4",boxscore,ARI,@,COL,L,4,11,None,1-2,3, 1.5,Lopez,Davis,None,3:00,D,"19,352",--,None
"Thursday, Apr 5",boxscore,ARI,@,WSN,W,4,3,None,2-2,3, 0.5,Gonzalez,Bergmann,Valverde,3:09,N,"16,017",+,None
"Friday, Apr 6",boxscore,ARI,@,WSN,W,7,1,None,3-2,2, 0.5,Owings,Williams,None,2:50,N,"19,234",++,None
"Saturday, Apr 7",boxscore,ARI,@,WSN,W,7,1,None,4-2,1,up 0.5,Webb,Patterson,None,2:46,N,"16,617",+++,None
"Sunday, Apr 8",boxscore,ARI,@,WSN,W,3,1,None,5-2,1,up 0.5,Hernandez,Hill,Valverde,2:44,D,"17,224",++++,None
"Monday, Apr 9",boxscore,ARI,None,CIN,W,3,2,None,6-2,1,up 0.5,Lyon,Saarloos,Valverde,2:54,N,"41,803",+++++,None
"Tuesday, Apr 10",boxscore,ARI,None,CIN,W-wo,5,4,11,7-2,1,up 1.5,Cruz,Weathers,None,3:13,N,"21,225",++++++,None
"Wednesday, Apr 11",boxscore,ARI,None,CIN,L,2,3,None,7-3,1,up 0.5,Belisle,Owings,Weathers,2:43,N,"19,534",-,None
"Friday, Apr 13",boxscore,ARI,None,COL,L,3,6,None,7-4,2, 0.5,Affeldt,Webb,Fuentes,2:36,N,"20,219",--,None
"Saturday, Apr 14",boxscore,ARI,None,COL,W,5,4,None,8-4,1,up 0.5,Lyon,Hawkins,Valverde,3:00,N,"27,721",+,None
"Sunday, Apr 15",boxscore,ARI,None,COL,W,6,4,None,9-4,1,up 0.5,Davis,Kim,Valverde,3:07,D,"21,904",++,None
"Monday, Apr 16",boxscore,ARI,None,LAD,L,1,5,None,9-5,2, 0.5,Penny,Gonzalez,None,2:31,N,"27,427",-,None
"Tuesday, Apr 17",boxscore,ARI,None,LAD,L,4,6,None,9-6,2, 1.5,Billingsley,Pena,Saito,3:11,N,"25,735",--,None
"Wednesday, Apr 18",boxscore,ARI,@,SDP,W,5,2,12,10-6,2, 0.5,Pena,Thompson,Valverde,3:21,N,"26,872",+,None
"Thursday, Apr 19",boxscore,ARI,@,SDP,L,6,11,None,10-7,2, 1.5,Peavy,Hernandez,None,3:09,D,"32,224",-,None
"Friday, Apr 20",boxscore,ARI,@,SFG,L,2,4,None,10-8,3, 2.5,Ortiz,Davis,Benitez,2:35,N,"39,010",--,None
"Saturday, Apr 21",boxscore,ARI,@,SFG,L,0,1,None,10-9,3, 3.5,Zito,Gonzalez,Benitez,2:45,D,"36,281",---,None
"Sunday, Apr 22",boxscore,ARI,@,SFG,L,1,2,None,10-10,4, 3.5,Cain,Petit,None,1:56,D,"36,868",----,None
"Tuesday, Apr 24",boxscore,ARI,None,SDP,L,5,10,None,10-11,4, 3.5,Wells,Johnson,Hoffman,2:59,N,"19,508",-----,None
"Wednesday, Apr 25",boxscore,ARI,None,SDP,W-wo,3,2,None,11-11,4, 2.5,Pena,Hoffman,None,2:26,N,"18,307",+,None
"Thursday, Apr 26",boxscore,ARI,None,SDP,W,7,4,None,12-11,4, 1.5,Hernandez,Young,Valverde,2:29,N,"16,792",++,None
"Friday, Apr 27",boxscore,ARI,None,SFG,W,3,2,None,13-11,3, 1.5,Davis,Zito,Valverde,2:44,N,"24,798",+++,None
"Saturday, Apr 28",boxscore,ARI,None,SFG,W,5,4,None,14-11,2, 0.5,Nippert,Chulk,Valverde,2:45,N,"32,147",++++,None
"Sunday, Apr 29",boxscore,ARI,None,SFG,W,5,4,None,15-11,2, 0.5,Medders,Morris,Lyon,2:51,D,"28,818",+++++,None
"Monday, Apr 30",boxscore,ARI,@,LAD,W,9,1,None,16-11,1,up 0.5,Webb,Wolf,None,3:02,N,"53,126",++++++,None
"Tuesday, May 1",boxscore,ARI,@,LAD,L-wo,1,2,None,16-12,2, 0.5,Saito,Lyon,None,3:07,N,"36,029",-,None
"Wednesday, May 2",boxscore,ARI,@,LAD,L,1,2,None,16-13,2, 1.5,Hendrickson,Davis,Saito,2:49,D,"34,825",--,None
"Thursday, May 3",boxscore,ARI,None,NYM,L,4,9,None,16-14,2, 2.0,Heilman,Valverde,None,2:54,N,"19,710",---,None
"Friday, May 4",boxscore,ARI,None,NYM,L,3,5,None,16-15,3, 2.0,Maine,Johnson,Wagner,2:28,N,"26,268",----,None
"Saturday, May 5",boxscore,ARI,None,NYM,L,2,6,None,16-16,4, 3.0,Sosa,Webb,None,2:44,N,"30,339",-----,None
"Sunday, May 6",boxscore,ARI,None,NYM,W,3,1,None,17-16,4, 2.0,Hernandez,Pelfrey,Valverde,2:45,D,"35,363",+,None
"Monday, May 7",boxscore,ARI,None,PHI,W,4,3,None,18-16,4, 2.0,Lyon,Del Rosario,Valverde,2:40,N,"19,592",++,None
"Tuesday, May 8",boxscore,ARI,None,PHI,W,3,2,None,19-16,2, 1.0,Owings,Eaton,Pena,2:18,N,"22,888",+++,None
