"date","boxscore","team","home_or_away","opponent","win_or_loss","runs","runs_allowed","innings","win_loss_record","rank","win","loss","save","time","day_or_night","attendance","streak","originally_scheduled","year","games_ahead","run_diff","r_so_far","ra_so_far","rd_so_far","wins_so_far","losses_so_far","win_loss_differential","record_so_far","attendance_so_far"
"Friday, Apr 14","boxscore","MIN","@","BAL","W",3,2,"None","2-0",1,"Pascual","Fisher","None","2:49","N",9185,"++","None",1961,0.5,1,3,2,1,1,0,1,1,9185
"Saturday, Apr 15","boxscore","MIN","@","BAL","L",0,8,"None","2-1",1,"Barber","Stobbs","None","2:43","D",7555,"-","None",1961,0,-8,3,10,-7,1,1,0,0.5,16740
"Sunday, Apr 16","boxscore","MIN","@","BAL","W",10,5,"None","3-1",1,"Ramos","Estrada","Moore","2:58","D",NA,"+","None",1961,0.5,5,13,15,-2,2,1,1,0.666666666666667,NA
"Sunday, Apr 16","boxscore","MIN","@","BAL","W",6,4,"11","4-1",1,"Pleis","Hoeft","Stobbs","3:19","D",14146,"++","None",1961,0.5,2,19,19,0,3,1,2,0.75,NA
"Tuesday, Apr 18","boxscore","MIN","@","BOS","W",3,2,"None","5-1",1,"Kaat","Muffett","Pleis","2:43","D",2309,"+++","None",1961,1,1,22,21,1,4,1,3,0.8,NA
"Friday, Apr 21","boxscore","MIN","None","WSA","L",3,5,"None","5-2",3,"McClain","Moore","Sisler","2:23","D",24606,"-","None",1961,-0.5,-2,25,26,-1,4,2,2,0.666666666666667,NA
"Saturday, Apr 22","boxscore","MIN","None","WSA","W-wo",5,4,"10","6-2",1,"Pleis","Hernandez","None","3:17","D",17445,"+","None",1961,0,1,30,30,0,5,2,3,0.714285714285714,NA
"Sunday, Apr 23","boxscore","MIN","None","WSA","W",1,0,"None","7-2",2,"Kralick","Donovan","None","2:14","D",13408,"++","None",1961,-0.5,1,31,30,1,6,2,4,0.75,NA
"Monday, Apr 24","boxscore","MIN","@","KCA","W",10,6,"10","8-2",2,"Moore","Daley","None","4:02","N",6541,"+++","None",1961,-0.5,4,41,36,5,7,2,5,0.777777777777778,NA
"Tuesday, Apr 25","boxscore","MIN","@","KCA","L",2,20,"None","8-3",2,"Bass","Sadowski","None","3:04","N",4664,"-","None",1961,-1,-18,43,56,-13,7,3,4,0.7,NA
"Thursday, Apr 27","boxscore","MIN","@","LAA","W",4,2,"None","9-3",1,"Pascual","Grba","Moore","3:13","D",11931,"+","None",1961,0.5,2,47,58,-11,8,3,5,0.727272727272727,NA
"Friday, Apr 28","boxscore","MIN","@","LAA","L-wo",5,6,"12","9-4",1,"Morgan","Pleis","None","3:43","N",9745,"-","None",1961,0,-1,52,64,-12,8,4,4,0.666666666666667,NA
"Saturday, Apr 29","boxscore","MIN","@","LAA","L",1,4,"None","9-5",2,"McBride","Kaat","None","2:31","D",5109,"--","None",1961,-1,-3,53,68,-15,8,5,3,0.615384615384615,NA
"Sunday, Apr 30","boxscore","MIN","None","CHW","L",3,5,"11","9-6",3,"Shaw","Kralick","None","3:01","D",29467,"---","None",1961,-1.5,-2,56,73,-17,8,6,2,0.571428571428571,NA
"Monday, May 1","boxscore","MIN","None","CHW","W-wo",6,5,"None","10-6",2,"Moore","Lown","None","2:58","D",5777,"+","None",1961,-1,1,62,78,-16,9,6,3,0.6,NA
"Tuesday, May 2","boxscore","MIN","None","NYY","L",4,6,"10","10-7",3,"Coates","Pascual","Arroyo","3:00","D",16669,"-","None",1961,-2,-2,66,84,-18,9,7,2,0.5625,NA
"Wednesday, May 3","boxscore","MIN","None","NYY","L",3,7,"None","10-8",3,"Turley","Ramos","None","2:32","D",18158,"--","None",1961,-2,-4,69,91,-22,9,8,1,0.529411764705882,NA
"Thursday, May 4","boxscore","MIN","None","NYY","L",2,5,"None","10-9",4,"Ford","Kaat","Coates","2:23","D",18179,"---","None",1961,-3,-3,71,96,-25,9,9,0,0.5,NA
"Friday, May 5","boxscore","MIN","None","BOS","W",5,1,"None","11-9",3,"Kralick","Brewer","None","2:10","D",3937,"+","None",1961,-3,4,76,97,-21,10,9,1,0.526315789473684,NA
"Sunday, May 7","boxscore","MIN","None","BOS","L",9,11,"None","11-10",3,"Fornieles","Pascual","Muffett","2:56","D",23389,"-","None",1961,-5,-2,85,108,-23,10,10,0,0.5,NA
"Tuesday, May 9","boxscore","MIN","None","BAL","L",5,13,"None","11-11",4,"Estrada","Ramos","Jones","3:10","D",4514,"--","None",1961,-5.5,-8,90,121,-31,10,11,-1,0.476190476190476,NA
"Wednesday, May 10","boxscore","MIN","None","BAL","W",10,6,"None","12-11",3,"Kralick","Hall","Moore","2:35","D",5410,"+","None",1961,-5.5,4,100,127,-27,11,11,0,0.5,NA
"Thursday, May 11","boxscore","MIN","None","BAL","L",7,8,"None","12-12",5,"Barber","Pascual","Wilhelm","3:10","D",7471,"-","None",1961,-5.5,-1,107,135,-28,11,12,-1,0.478260869565217,NA
"Friday, May 12","boxscore","MIN","None","LAA","W",5,4,"None","13-12",4,"Ramos","Grba","Moore","2:59","D",4739,"+","None",1961,-5.5,1,112,139,-27,12,12,0,0.5,NA
"Saturday, May 13","boxscore","MIN","None","LAA","W",13,6,"None","14-12",4,"Palmquist","Duren","None","2:55","D",10103,"++","None",1961,-5.5,7,125,145,-20,13,12,1,0.52,NA
"Sunday, May 14","boxscore","MIN","None","LAA","W",4,3,"None","15-12",3,"Moore","Kline","None","2:43","D",7825,"+++","None",1961,-4,1,129,148,-19,14,12,2,0.538461538461538,NA
"Monday, May 15","boxscore","MIN","@","CHW","W",5,0,"None","16-12",3,"Pascual","McLish","None","2:20","N",9123,"++++","None",1961,-4,5,134,148,-14,15,12,3,0.555555555555556,NA
"Tuesday, May 16","boxscore","MIN","@","CHW","L",4,5,"None","16-13",3,"Wynn","Ramos","None","3:17","N",11039,"-","None",1961,-5,-1,138,153,-15,15,13,2,0.535714285714286,NA
"Thursday, May 18","boxscore","MIN","None","KCA","L",3,4,"None","16-14",3,"Herbert","Kaat","None","2:24","N",8878,"--","None",1961,-5.5,-1,141,157,-16,15,14,1,0.517241379310345,NA
"Friday, May 19","boxscore","MIN","None","KCA","W",11,1,"None","17-14",2,"Kralick","Rakow","None","2:37","N",11768,"+","None",1961,-5,10,152,158,-6,16,14,2,0.533333333333333,NA
"Saturday, May 20","boxscore","MIN","None","KCA","W",2,0,"None","18-14",2,"Pascual","Nuxhall","None","2:06","D",12306,"++","None",1961,-4,2,154,158,-4,17,14,3,0.548387096774194,NA
"Sunday, May 21","boxscore","MIN","None","CLE","L",0,9,"None","18-15",3,"Hawkins","Ramos","None","2:43","D",NA,"-","None",1961,-5.5,-9,154,167,-13,17,15,2,0.53125,NA
"Sunday, May 21","boxscore","MIN","None","CLE","L",0,2,"None","18-16",3,"Grant","Lee","None","2:26","D",30999,"--","None",1961,-5.5,-2,154,169,-15,17,16,1,0.515151515151515,NA
"Monday, May 22","boxscore","MIN","None","CLE","L",5,7,"15","18-17",4,"Funk","Sadowski","None","4:08","D",5425,"---","None",1961,-6.5,-2,159,176,-17,17,17,0,0.5,NA
"Tuesday, May 23","boxscore","MIN","None","DET","L",2,5,"None","18-18",5,"Aguirre","Moore","None","2:46","N",24449,"----","None",1961,-7.5,-3,161,181,-20,17,18,-1,0.485714285714286,NA
"Wednesday, May 24","boxscore","MIN","None","DET","L",4,5,"None","18-19",5,"Mossi","Pascual","Fischer","3:00","N",24358,"-----","None",1961,-8.5,-1,165,186,-21,17,19,-2,0.472222222222222,NA
"Thursday, May 25","boxscore","MIN","None","DET","W-wo",7,6,"11","19-19",5,"Giel","Donohue","None","3:18","D",8549,"+","None",1961,-7.5,1,172,192,-20,18,19,-1,0.486486486486487,NA
"Friday, May 26","boxscore","MIN","@","WSA","L",3,4,"None","19-20",5,"McClain","Kaat","None","2:36","N",14033,"-","None",1961,-7.5,-1,175,196,-21,18,20,-2,0.473684210526316,NA
"Saturday, May 27","boxscore","MIN","@","WSA","L",4,14,"None","19-21",5,"Gabler","Palmquist","None","2:54","D",9062,"--","None",1961,-7.5,-10,179,210,-31,18,21,-3,0.461538461538462,NA
"Sunday, May 28","boxscore","MIN","@","WSA","L",4,6,"None","19-22",7,"Kutyna","Kralick","Sisler","2:45","D",18882,"---","None",1961,-8.5,-2,183,216,-33,18,22,-4,0.45,NA
"Tuesday, May 30","boxscore","MIN","@","CLE","L-wo",3,4,"None","19-23",7,"Funk","Pascual","None","2:33","D",NA,"----","None",1961,-9.5,-1,186,220,-34,18,23,-5,0.439024390243902,NA
"Tuesday, May 30","boxscore","MIN","@","CLE","L",5,7,"None","19-24",7,"Grant","Ramos","Latman","2:18","D",13861,"-----","None",1961,-9.5,-2,191,227,-36,18,24,-6,0.428571428571429,NA
"Friday, Jun 2","boxscore","MIN","@","DET","L",0,2,"None","19-25",8,"Bunning","Kralick","None","2:36","N",22141,"------","None",1961,-10,-2,191,229,-38,18,25,-7,0.418604651162791,NA
"Saturday, Jun 3","boxscore","MIN","@","DET","L",1,2,"None","19-26",8,"Mossi","Ramos","None","2:31","D",11311,"-------","None",1961,-11,-1,192,231,-39,18,26,-8,0.409090909090909,NA
"Sunday, Jun 4","boxscore","MIN","@","DET","L",4,10,"None","19-27",8,"Lary","Pascual","None","2:36","D",NA,"--------","None",1961,-13,-6,196,241,-45,18,27,-9,0.4,NA
"Sunday, Jun 4","boxscore","MIN","@","DET","L",3,9,"None","19-28",8,"Foytack","Kaat","None","2:22","D",32761,"---------","None",1961,-13,-6,199,250,-51,18,28,-10,0.391304347826087,NA
"Monday, Jun 5","boxscore","MIN","@","NYY","L",2,6,"None","19-29",8,"Coates","Lee","Arroyo","2:28","N",NA,"----------","None",1961,-13.5,-4,201,256,-55,18,29,-11,0.382978723404255,NA
"Monday, Jun 5","boxscore","MIN","@","NYY","L",1,6,"None","19-30",8,"Sheldon","Stobbs","None","2:31","N",23103,"-----------","1961-04-13 (Rain)",1961,-13.5,-5,202,262,-60,18,30,-12,0.375,NA
"Tuesday, Jun 6","boxscore","MIN","@","NYY","L",2,7,"None","19-31",9,"Ford","Kralick","Arroyo","2:44","N",17129,"------------","None",1961,-13.5,-5,204,269,-65,18,31,-13,0.36734693877551,NA
"Wednesday, Jun 7","boxscore","MIN","@","NYY","L",1,5,"None","19-32",10,"Terry","Ramos","None","2:14","D",9016,"-------------","None",1961,-14.5,-4,205,274,-69,18,32,-14,0.36,NA
"Thursday, Jun 8","boxscore","MIN","@","BAL","W",3,1,"None","20-32",9,"Kaat","Fisher","Stobbs","2:42","N",6751,"+","None",1961,-14,2,208,275,-67,19,32,-13,0.372549019607843,NA
"Saturday, Jun 10","boxscore","MIN","@","BAL","L",3,4,"None","20-33",9,"Brown","Pascual","Wilhelm","2:13","D",8183,"-","None",1961,-14.5,-1,211,279,-68,19,33,-14,0.365384615384615,NA
"Sunday, Jun 11","boxscore","MIN","@","BOS","L",2,8,"None","20-34",8,"Schwall","Ramos","Fornieles","2:52","D",NA,"--","None",1961,-15.5,-6,213,287,-74,19,34,-15,0.358490566037736,NA
"Sunday, Jun 11","boxscore","MIN","@","BOS","W",10,5,"None","21-34",8,"Kralick","Cisco","Lee","2:45","D",18809,"+","None",1961,-15.5,5,223,292,-69,20,34,-14,0.37037037037037,NA
"Monday, Jun 12","boxscore","MIN","@","BOS","L",8,10,"None","21-35",9,"Delock","Arrigo","Fornieles","3:33","D",2984,"-","None",1961,-15.5,-2,231,302,-71,20,35,-15,0.363636363636364,NA
"Tuesday, Jun 13","boxscore","MIN","None","KCA","W",8,6,"None","22-35",9,"Moore","Bass","Ramos","3:00","N",11375,"+","None",1961,-15.5,2,239,308,-69,21,35,-14,0.375,NA
"Wednesday, Jun 14","boxscore","MIN","None","KCA","L",2,9,"None","22-36",9,"Walker","Pascual","None","3:12","N",12697,"-","None",1961,-15.5,-7,241,317,-76,21,36,-15,0.368421052631579,NA
"Thursday, Jun 15","boxscore","MIN","None","KCA","W-wo",4,3,"None","23-36",9,"Kralick","Staley","None","2:34","N",12476,"+","None",1961,-14.5,1,245,320,-75,22,36,-14,0.379310344827586,NA
"Friday, Jun 16","boxscore","MIN","@","CHW","W",6,1,"None","24-36",9,"Ramos","Larsen","None","3:10","N",22925,"++","None",1961,-14.5,5,251,321,-70,23,36,-13,0.389830508474576,NA
"Saturday, Jun 17","boxscore","MIN","@","CHW","L",1,5,"None","24-37",9,"Pizarro","Kaat","Hacker","2:41","D",9022,"-","None",1961,-15.5,-4,252,326,-74,23,37,-14,0.383333333333333,NA
"Sunday, Jun 18","boxscore","MIN","@","CHW","L-wo",3,4,"None","24-38",9,"Lown","Ramos","None","2:15","D",NA,"--","None",1961,-16,-1,255,330,-75,23,38,-15,0.377049180327869,NA
"Sunday, Jun 18","boxscore","MIN","@","CHW","L",7,10,"None","24-39",9,"Herbert","Pascual","Baumann","2:44","D",22644,"---","None",1961,-16,-3,262,340,-78,23,39,-16,0.370967741935484,NA
"Tuesday, Jun 20","boxscore","MIN","None","BAL","W-wo",5,4,"None","25-39",9,"Stobbs","Fisher","None","2:22","N",17851,"+","None",1961,-16,1,267,344,-77,24,39,-15,0.380952380952381,NA
"Wednesday, Jun 21","boxscore","MIN","None","BAL","L",5,11,"None","25-40",9,"Wilhelm","Cueto","None","2:36","N",15711,"-","None",1961,-16.5,-6,272,355,-83,24,40,-16,0.375,NA
"Thursday, Jun 22","boxscore","MIN","None","BAL","L",2,8,"None","25-41",9,"Pappas","Kaat","None","2:35","D",10397,"--","None",1961,-17.5,-6,274,363,-89,24,41,-17,0.369230769230769,NA
"Friday, Jun 23","boxscore","MIN","None","NYY","W",4,0,"None","26-41",9,"Pascual","Turley","None","2:30","N",30940,"+","None",1961,-17.5,4,278,363,-85,25,41,-16,0.378787878787879,NA
"Saturday, Jun 24","boxscore","MIN","None","NYY","L",7,10,"None","26-42",9,"Sheldon","Cueto","Arroyo","3:02","D",35199,"-","None",1961,-18.5,-3,285,373,-88,25,42,-17,0.373134328358209,NA
"Sunday, Jun 25","boxscore","MIN","None","NYY","L",4,8,"None","26-43",9,"Stafford","Kralick","Coates","2:28","D",35152,"--","None",1961,-19,-4,289,381,-92,25,43,-18,0.367647058823529,NA
"Tuesday, Jun 27","boxscore","MIN","None","BOS","W",6,5,"None","27-43",9,"McDevitt","Fornieles","None","3:01","N",NA,"+","None",1961,-17,1,295,386,-91,26,43,-17,0.376811594202899,NA
"Tuesday, Jun 27","boxscore","MIN","None","BOS","W",6,3,"None","28-43",9,"Ramos","Conley","Lee","2:29","N",19385,"++","1961-05-06 (Rain)",1961,-17,3,301,389,-88,27,43,-16,0.385714285714286,NA
"Wednesday, Jun 28","boxscore","MIN","None","BOS","L",2,6,"None","28-44",9,"Delock","Pascual","None","2:17","N",15318,"-","None",1961,-18,-4,303,395,-92,27,44,-17,0.380281690140845,NA
"Thursday, Jun 29","boxscore","MIN","None","BOS","L",5,9,"None","28-45",9,"Earley","Cueto","None","2:40","D",6222,"--","None",1961,-19,-4,308,404,-96,27,45,-18,0.375,NA
"Friday, Jun 30","boxscore","MIN","@","KCA","W",8,2,"None","29-45",9,"Kralick","Nuxhall","None","2:24","N",7055,"+","None",1961,-19,6,316,406,-90,28,45,-17,0.383561643835616,NA
"Saturday, Jul 1","boxscore","MIN","@","KCA","W",9,3,"None","30-45",8,"Kaat","Shaw","None","2:52","D",4921,"++","None",1961,-19,6,325,409,-84,29,45,-16,0.391891891891892,NA
"Sunday, Jul 2","boxscore","MIN","@","KCA","L-wo",7,8,"None","30-46",9,"Rakow","Stobbs","None","3:15","D",6851,"-","None",1961,-19,-1,332,417,-85,29,46,-17,0.386666666666667,NA
"Monday, Jul 3","boxscore","MIN","None","CHW","W",7,6,"None","31-46",8,"Pascual","Lown","Ramos","2:47","N",30392,"+","None",1961,-18.5,1,339,423,-84,30,46,-16,0.394736842105263,NA
"Tuesday, Jul 4","boxscore","MIN","None","CHW","W-wo",6,4,"None","32-46",8,"Stobbs","Baumann","None","2:25","D",NA,"++","None",1961,-17.5,2,345,427,-82,31,46,-15,0.402597402597403,NA
"Tuesday, Jul 4","boxscore","MIN","None","CHW","W",4,2,"None","33-46",8,"Kralick","McLish","None","2:35","D",23592,"+++","None",1961,-17.5,2,349,429,-80,32,46,-14,0.41025641025641,NA
"Wednesday, Jul 5","boxscore","MIN","None","LAA","L",2,6,"None","33-47",8,"Donohue","Kaat","Fowler","3:16","N",16169,"-","None",1961,-18,-4,351,435,-84,32,47,-15,0.40506329113924,NA
"Thursday, Jul 6","boxscore","MIN","None","LAA","L",11,12,"None","33-48",9,"Fowler","Pascual","None","3:47","D",8899,"--","None",1961,-19,-1,362,447,-85,32,48,-16,0.4,NA
"Friday, Jul 7","boxscore","MIN","@","WSA","L",0,3,"None","33-49",9,"McClain","Ramos","None","1:54","N",16596,"---","None",1961,-19.5,-3,362,450,-88,32,49,-17,0.395061728395062,NA
"Saturday, Jul 8","boxscore","MIN","@","WSA","L",2,3,"None","33-50",9,"Kutyna","Kaat","Gabler","2:25","D",9147,"----","None",1961,-20.5,-1,364,453,-89,32,50,-18,0.390243902439024,NA
"Sunday, Jul 9","boxscore","MIN","@","WSA","W",7,1,"None","34-50",8,"Pascual","Cheney","None","2:05","D",12642,"+","None",1961,-20.5,6,371,454,-83,33,50,-17,0.397590361445783,NA
"Thursday, Jul 13","boxscore","MIN","@","CLE","W",9,6,"None","35-50",8,"Ramos","Grant","Moore","2:44","N",3491,"++","1961-05-31 (Rain)",1961,-20,3,380,460,-80,34,50,-16,0.404761904761905,NA
"Friday, Jul 14","boxscore","MIN","@","DET","W",5,2,"None","36-50",8,"Kralick","Lary","None","2:49","N",30999,"+++","None",1961,-19,3,385,462,-77,35,50,-15,0.411764705882353,NA
"Saturday, Jul 15","boxscore","MIN","@","DET","L",1,2,"None","36-51",8,"Bunning","Pascual","None","2:28","D",12325,"-","None",1961,-20,-1,386,464,-78,35,51,-16,0.406976744186047,NA
"Sunday, Jul 16","boxscore","MIN","@","CLE","L",5,7,"None","36-52",8,"Bell","Kaat","Latman","3:44","D",NA,"--","None",1961,-21,-2,391,471,-80,35,52,-17,0.402298850574713,NA
"Sunday, Jul 16","boxscore","MIN","@","CLE","W",12,5,"None","37-52",8,"Lee","Stigman","None","2:49","D",16945,"+","None",1961,-21,7,403,476,-73,36,52,-16,0.409090909090909,NA
"Tuesday, Jul 18","boxscore","MIN","@","LAA","L",1,4,"None","37-53",9,"McBride","Ramos","None","2:19","N",4002,"-","None",1961,-22,-3,404,480,-76,36,53,-17,0.404494382022472,NA
"Wednesday, Jul 19","boxscore","MIN","@","LAA","W",6,0,"None","38-53",9,"Pascual","Grba","None","2:54","N",NA,"+","None",1961,-21,6,410,480,-70,37,53,-16,0.411111111111111,NA
"Wednesday, Jul 19","boxscore","MIN","@","LAA","L-wo",1,2,"None","38-54",9,"Fowler","Moore","None","2:39","N",7990,"-","None",1961,-21,-1,411,482,-71,37,54,-17,0.406593406593407,NA
"Friday, Jul 21","boxscore","MIN","None","CLE","W-wo",4,3,"None","39-54",9,"Lee","Schaffernoth","None","2:35","D",17100,"+","None",1961,-21,1,415,485,-70,38,54,-16,0.41304347826087,NA
"Saturday, Jul 22","boxscore","MIN","None","CLE","L",0,4,"None","39-55",9,"Grant","Kaat","None","2:14","D",25382,"-","None",1961,-22,-4,415,489,-74,38,55,-17,0.408602150537634,NA
"Sunday, Jul 23","boxscore","MIN","None","CLE","W",10,0,"None","40-55",9,"Ramos","Latman","None","2:30","D",26476,"+","None",1961,-21.5,10,425,489,-64,39,55,-16,0.414893617021277,NA
"Tuesday, Jul 25","boxscore","MIN","None","WSA","L",1,2,"None","40-56",9,"Donovan","Kralick","None","2:25","N",20600,"-","None",1961,-22.5,-1,426,491,-65,39,56,-17,0.410526315789474,NA
"Wednesday, Jul 26","boxscore","MIN","None","WSA","W",10,9,"None","41-56",9,"Cueto","Sisler","Moore","3:07","N",18658,"+","None",1961,-22.5,1,436,500,-64,40,56,-16,0.416666666666667,NA
"Thursday, Jul 27","boxscore","MIN","None","WSA","W",5,2,"None","42-56",9,"Lee","McClain","None","2:27","N",17491,"++","None",1961,-22.5,3,441,502,-61,41,56,-15,0.422680412371134,NA
"Friday, Jul 28","boxscore","MIN","@","DET","W",4,3,"None","43-56",9,"Ramos","Foytack","Moore","2:19","N",35034,"+++","None",1961,-21.5,1,445,505,-60,42,56,-14,0.428571428571429,NA
"Saturday, Jul 29","boxscore","MIN","@","DET","W",5,4,"None","44-56",7,"Kaat","Bunning","Pleis","2:44","D",13420,"++++","None",1961,-21.5,1,450,509,-59,43,56,-13,0.434343434343434,NA
"Sunday, Jul 30","boxscore","MIN","@","DET","W",4,0,"None","45-56",6,"Kralick","Lary","None","2:36","D",16121,"+++++","None",1961,-20,4,454,509,-55,44,56,-12,0.44,NA
"Wednesday, Aug 2","boxscore","MIN","@","BAL","W",4,3,"None","46-56",7,"Pleis","Estrada","Moore","2:35","N",NA,"++++++","None",1961,-21,1,458,512,-54,45,56,-11,0.445544554455446,NA
"Wednesday, Aug 2","boxscore","MIN","@","BAL","L",3,4,"None","46-57",7,"Wilhelm","Ramos","None","2:37","N",14379,"-","1961-06-09 (Rain)",1961,-21,-1,461,516,-55,45,57,-12,0.441176470588235,NA
"Thursday, Aug 3","boxscore","MIN","@","BAL","L",0,3,"None","46-58",7,"Brown","Kaat","None","2:13","N",8806,"--","None",1961,-21,-3,461,519,-58,45,58,-13,0.436893203883495,NA
"Friday, Aug 4","boxscore","MIN","@","NYY","L-wo",5,8,"10","46-59",8,"Arroyo","Pleis","None","2:41","N",24109,"---","None",1961,-22,-3,466,527,-61,45,59,-14,0.432692307692308,NA
"Saturday, Aug 5","boxscore","MIN","@","NYY","L",1,2,"None","46-60",8,"Coates","Kralick","None","2:42","D",18880,"----","None",1961,-23,-1,467,529,-62,45,60,-15,0.428571428571429,NA
"Sunday, Aug 6","boxscore","MIN","@","NYY","L-wo",6,7,"15","46-61",9,"Reniff","Moore","None","4:16","D",NA,"-----","None",1961,-25,-1,473,536,-63,45,61,-16,0.424528301886792,NA
"Sunday, Aug 6","boxscore","MIN","@","NYY","L-wo",2,3,"None","46-62",9,"Sheldon","Schroll","None","2:26","N",39408,"------","None",1961,-25,-1,475,539,-64,45,62,-17,0.420560747663551,NA
"Monday, Aug 7","boxscore","MIN","@","BOS","L-wo",4,5,"None","46-63",9,"Fornieles","Lee","None","2:44","N",NA,"-------","None",1961,-26.5,-1,479,544,-65,45,63,-18,0.416666666666667,NA
"Monday, Aug 7","boxscore","MIN","@","BOS","L",4,5,"None","46-64",9,"Schwall","Ramos","Earley","2:29","N",11241,"--------","1961-04-19 (Cold)",1961,-26.5,-1,483,549,-66,45,64,-19,0.412844036697248,NA
"Tuesday, Aug 8","boxscore","MIN","@","BOS","W",6,5,"None","47-64",9,"Pascual","Monbouquette","None","2:42","N",17499,"+","None",1961,-26.5,1,489,554,-65,46,64,-18,0.418181818181818,NA
"Wednesday, Aug 9","boxscore","MIN","@","BOS","L",4,5,"None","47-65",9,"Conley","Kralick","Fornieles","3:08","N",12576,"-","None",1961,-27.5,-1,493,559,-66,46,65,-19,0.414414414414414,NA
"Thursday, Aug 10","boxscore","MIN","@","BOS","L",2,3,"None","47-66",9,"Stallard","Schroll","Earley","2:53","D",8044,"--","None",1961,-28.5,-1,495,562,-67,46,66,-20,0.410714285714286,NA
"Friday, Aug 11","boxscore","MIN","None","DET","W",2,1,"None","48-66",7,"Ramos","Foytack","None","2:15","N",34117,"+","None",1961,-28.5,1,497,563,-66,47,66,-19,0.415929203539823,NA
"Saturday, Aug 12","boxscore","MIN","None","DET","L",3,17,"None","48-67",9,"Bunning","Lee","None","2:53","D",28871,"-","None",1961,-28.5,-14,500,580,-80,47,67,-20,0.412280701754386,NA
"Sunday, Aug 13","boxscore","MIN","None","DET","W",13,5,"None","49-67",9,"Pascual","Kline","Moore","3:10","D",29383,"+","None",1961,-28,8,513,585,-72,48,67,-19,0.417391304347826,NA
"Monday, Aug 14","boxscore","MIN","None","KCA","W",6,2,"None","50-67",8,"Kaat","Walker","None","1:58","N",13305,"++","None",1961,-27.5,4,519,587,-68,49,67,-18,0.422413793103448,NA
"Tuesday, Aug 15","boxscore","MIN","None","KCA","W",9,4,"None","51-67",8,"Kralick","Archer","None","2:19","N",17614,"+++","None",1961,-26.5,5,528,591,-63,50,67,-17,0.427350427350427,NA
"Wednesday, Aug 16","boxscore","MIN","None","KCA","L",7,12,"None","51-68",8,"Bass","Ramos","Fischer","2:50","N",18894,"-","None",1961,-27.5,-5,535,603,-68,50,68,-18,0.423728813559322,NA
"Friday, Aug 18","boxscore","MIN","@","LAA","L",2,5,"None","51-69",8,"Grba","Pascual","None","2:54","N",4178,"--","None",1961,-28,-3,537,608,-71,50,69,-19,0.420168067226891,NA
"Saturday, Aug 19","boxscore","MIN","@","LAA","W",5,3,"None","52-69",7,"Kaat","Bowsfield","Moore","2:41","D",2857,"+","None",1961,-28,2,542,611,-69,51,69,-18,0.425,NA
"Sunday, Aug 20","boxscore","MIN","@","LAA","W",9,7,"None","53-69",7,"Schroll","Morgan","Moore","3:10","D",3977,"++","None",1961,-28.5,2,551,618,-67,52,69,-17,0.429752066115702,NA
"Tuesday, Aug 22","boxscore","MIN","@","CHW","L-wo",3,4,"None","53-70",7,"Larsen","Ramos","None","2:36","N",14181,"-","None",1961,-28.5,-1,554,622,-68,52,70,-18,0.426229508196721,NA
"Wednesday, Aug 23","boxscore","MIN","@","CHW","W",4,0,"None","54-70",7,"Pascual","McLish","None","2:13","N",17761,"+","None",1961,-28.5,4,558,622,-64,53,70,-17,0.430894308943089,NA
"Thursday, Aug 24","boxscore","MIN","@","CHW","W",3,0,"None","55-70",7,"Kaat","Herbert","None","2:21","D",6703,"++","None",1961,-27.5,3,561,622,-61,54,70,-16,0.435483870967742,NA
"Friday, Aug 25","boxscore","MIN","None","BAL","L",2,5,"None","55-71",7,"Fisher","Kralick","None","2:47","N",24974,"-","None",1961,-28.5,-3,563,627,-64,54,71,-17,0.432,NA
"Saturday, Aug 26","boxscore","MIN","None","BAL","L",4,7,"None","55-72",7,"Estrada","Schroll","Stock","2:27","D",19397,"--","None",1961,-29.5,-3,567,634,-67,54,72,-18,0.428571428571429,NA
"Sunday, Aug 27","boxscore","MIN","None","BAL","L",0,3,"None","55-73",8,"Pappas","Ramos","None","1:52","D",19406,"---","None",1961,-30.5,-3,567,637,-70,54,73,-19,0.425196850393701,NA
"Tuesday, Aug 29","boxscore","MIN","None","NYY","W",3,0,"None","56-73",8,"Pascual","Terry","None","2:17","N",40118,"+","None",1961,-29.5,3,570,637,-67,55,73,-18,0.4296875,NA
"Wednesday, Aug 30","boxscore","MIN","None","NYY","L",0,4,"None","56-74",8,"Stafford","Kaat","None","2:18","N",41357,"-","None",1961,-30.5,-4,570,641,-71,55,74,-19,0.426356589147287,NA
"Thursday, Aug 31","boxscore","MIN","None","NYY","W",5,4,"None","57-74",7,"Kralick","Sheldon","None","2:57","D",33709,"+","None",1961,-29.5,1,575,645,-70,56,74,-18,0.430769230769231,NA
"Friday, Sep 1","boxscore","MIN","None","BOS","W",5,1,"None","58-74",7,"Ramos","Schwall","None","2:18","N",11917,"++","None",1961,-29.5,4,580,646,-66,57,74,-17,0.435114503816794,NA
"Saturday, Sep 2","boxscore","MIN","None","BOS","L",1,2,"None","58-75",8,"Monbouquette","Lee","Earley","2:25","D",11473,"-","None",1961,-30.5,-1,581,648,-67,57,75,-18,0.431818181818182,NA
"Sunday, Sep 3","boxscore","MIN","None","BOS","L",6,8,"None","58-76",8,"Stallard","Pascual","Earley","3:04","D",17396,"--","None",1961,-31.5,-2,587,656,-69,57,76,-19,0.428571428571429,NA
