date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Wednesday, Apr 5",boxscore,KCR,None,TOR,W-wo,2,1,None,1-1,3, 1.0,Gordon,Stottlemyre,None,2:33,N,"17,126",+,None
"Thursday, Apr 6",boxscore,KCR,None,TOR,W,3,2,None,2-1,3, 1.0,Montgomery,Ward,Farr,2:54,N,"18,883",++,None
"Friday, Apr 7",boxscore,KCR,None,BOS,W-wo,9,8,None,3-1,1, Tied,Montgomery,Smith,None,3:00,N,"21,770",+++,None
"Saturday, Apr 8",boxscore,KCR,None,BOS,W-wo,2,1,10,4-1,1, Tied,Aquino,Murphy,None,3:07,D,"28,266",++++,None
"Sunday, Apr 9",boxscore,KCR,None,BOS,L,6,8,None,4-2,2, 0.5,Dopson,Montgomery,Smithson,3:05,D,"25,637",-,None
"Monday, Apr 10",boxscore,KCR,None,BAL,W,3,0,None,5-2,2, 0.5,Saberhagen,Harnisch,None,2:37,N,"17,476",+,None
"Tuesday, Apr 11",boxscore,KCR,None,BAL,W,6,5,None,6-2,1, Tied,Bannister,Bautista,Farr,2:45,N,"17,623",++,None
"Wednesday, Apr 12",boxscore,KCR,None,BAL,L,4,5,15,6-3,2, 1.0,Olson,Farr,None,5:07,N,"20,261",-,None
"Friday, Apr 14",boxscore,KCR,@,TOR,L,0,3,None,6-4,3, 2.5,Key,Leibrandt,None,2:33,D,"46,028",--,None
"Saturday, Apr 15",boxscore,KCR,@,TOR,W,10,5,None,7-4,2, 2.5,Aquino,Ward,None,2:47,D,"25,247",+,None
"Sunday, Apr 16",boxscore,KCR,@,TOR,L,8,15,None,7-5,3, 3.5,Wells,Saberhagen,Castillo,3:38,D,"35,210",-,None
"Tuesday, Apr 18",boxscore,KCR,@,BAL,W,7,4,13,8-5,2, 3.0,Gordon,Williamson,Farr,4:17,N,"13,408",+,None
"Wednesday, Apr 19",boxscore,KCR,@,BAL,L,5,6,None,8-6,4, 4.0,Schmidt,Leibrandt,Williamson,3:05,N,"15,354",-,None
"Thursday, Apr 20",boxscore,KCR,@,BAL,L,0,2,None,8-7,5, 4.5,Ballard,Saberhagen,Williamson,2:26,N,"22,925",--,None
"Friday, Apr 21",boxscore,KCR,@,BOS,W,7,4,None,9-7,4, 3.5,Bannister,Dopson,None,2:53,N,"31,766",+,None
"Saturday, Apr 22",boxscore,KCR,@,BOS,W,7,3,None,10-7,3, 2.5,Gubicza,Boddicker,None,2:44,D,"33,048",++,None
"Sunday, Apr 23",boxscore,KCR,@,BOS,W,10,0,None,11-7,3, 2.5,Leibrandt,Gardner,None,2:33,D,"33,116",+++,None
"Tuesday, Apr 25",boxscore,KCR,None,NYY,W,5,3,None,12-7,3, 2.5,Saberhagen,Candelaria,None,2:12,N,"26,479",++++,None
"Wednesday, Apr 26",boxscore,KCR,None,NYY,W,5,3,None,13-7,3, 2.5,Gordon,Leiter,Farr,2:47,N,"26,544",+++++,None
"Thursday, Apr 27",boxscore,KCR,None,NYY,L,2,3,None,13-8,3, 3.0,John,Gubicza,Righetti,2:23,N,"35,173",-,None
"Friday, Apr 28",boxscore,KCR,None,MIL,W,8,1,None,14-8,3, 3.0,Leibrandt,Wegman,None,2:33,N,"27,515",+,None
"Saturday, Apr 29",boxscore,KCR,None,MIL,W-wo,4,3,10,15-8,3, 2.0,Gordon,Plesac,None,2:56,N,"30,475",++,None
"Sunday, Apr 30",boxscore,KCR,None,MIL,W,2,0,None,16-8,3, 2.0,Bannister,Birkbeck,Farr,2:13,D,"40,113",+++,None
"Tuesday, May 2",boxscore,KCR,@,NYY,W,5,3,None,17-8,3, 1.0,Gubicza,John,None,2:37,N,"20,587",++++,None
"Wednesday, May 3",boxscore,KCR,@,CLE,L,2,6,None,17-9,3, 1.5,Candiotti,Leibrandt,None,2:35,N,"8,090",-,None
"Thursday, May 4",boxscore,KCR,@,CLE,L,1,3,None,17-10,3, 1.5,Farrell,Saberhagen,Jones,2:10,D,"6,757",--,None
"Friday, May 5",boxscore,KCR,@,MIL,W,5,4,10,18-10,3, 1.5,Montgomery,Knudson,Farr,3:20,N,"16,751",+,None
"Saturday, May 6",boxscore,KCR,@,MIL,L-wo,0,1,10,18-11,4, 1.5,Krueger,Gordon,None,2:56,D,"29,692",-,None
"Sunday, May 7",boxscore,KCR,@,MIL,L,2,8,None,18-12,4, 2.5,Bosio,Leibrandt,Crim,2:28,D,"22,524",--,None
"Tuesday, May 9",boxscore,KCR,None,CLE,W,3,1,None,19-12,3, 2.5,Saberhagen,Candiotti,None,2:21,N,"22,634",+,None
"Wednesday, May 10",boxscore,KCR,None,CLE,W,3,2,None,20-12,3, 2.0,Montgomery,Farrell,Farr,2:30,N,"25,983",++,None
"Thursday, May 11",boxscore,KCR,None,TEX,L,3,6,None,20-13,4, 2.0,Ryan,Gubicza,None,2:38,N,"31,556",-,None
"Friday, May 12",boxscore,KCR,None,TEX,W,4,3,None,21-13,2, 2.0,Leibrandt,Witt,Farr,2:42,N,"30,290",+,None
"Saturday, May 13",boxscore,KCR,None,TEX,W,4,1,None,22-13,2, 2.0,Aquino,Moyer,Farr,2:42,N,"39,163",++,None
"Sunday, May 14",boxscore,KCR,None,TEX,W-wo,3,2,10,23-13,2, 1.0,Montgomery,Guante,None,3:02,D,"27,726",+++,None
"Monday, May 15",boxscore,KCR,@,MIN,W,4,3,None,24-13,2, 1.0,Bannister,Berenguer,Farr,2:26,N,"18,404",++++,None
