date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Sunday, Apr 10",boxscore,BOS,None,CLE,L,9,19,None,0-2,5, 2.0,LaRoche,Campbell,None,3:57,D,"14,931",--,None
"Tuesday, Apr 12",boxscore,BOS,@,CHW,L,2,5,None,0-3,6, 2.0,Brett,Wise,Hamilton,2:19,D,"34,612",---,None
"Wednesday, Apr 13",boxscore,BOS,@,CHW,L,3,7,None,0-4,6, 3.0,Johnson,Jenkins,LaGrow,2:20,D,"5,344",----,None
"Saturday, Apr 16",boxscore,BOS,@,CLE,W,8,4,None,1-4,4, 3.0,Tiant,Garland,Stanley,2:43,D,"51,165",+,None
"Sunday, Apr 17",boxscore,BOS,@,CLE,W,4,1,None,2-4,5, 3.5,Cleveland,Fitzmorris,None,2:45,D,None,++,None
"Sunday, Apr 17",boxscore,BOS,@,CLE,L,5,10,None,2-5,5, 3.5,Bibby,Murphy,LaRoche,2:23,D,"15,439",-,None
"Monday, Apr 18",boxscore,BOS,None,DET,W,5,3,None,3-5,5, 3.0,Jenkins,Arroyo,Willoughby,2:26,D,"30,059",+,None
"Tuesday, Apr 19",boxscore,BOS,None,DET,W,11,3,None,4-5,4, 3.0,Stanley,Bare,None,2:28,N,"16,941",++,None
"Wednesday, Apr 20",boxscore,BOS,None,DET,L,2,3,None,4-6,4, 3.0,Ruhle,Tiant,Hiller,2:17,N,"20,289",-,None
"Thursday, Apr 21",boxscore,BOS,None,DET,L,0,8,None,4-7,5, 3.5,Rozema,Cleveland,None,2:10,D,"24,903",--,None
"Sunday, Apr 24",boxscore,BOS,@,TOR,W,9,0,None,5-7,5, 3.5,Jenkins,Singer,None,2:24,D,"29,303",+,None
"Monday, Apr 25",boxscore,BOS,@,TOR,L,3,4,None,5-8,5, 3.5,Vuckovich,Campbell,None,2:25,D,None,-,None
"Monday, Apr 25",boxscore,BOS,@,TOR,W,6,5,None,6-8,5, 3.5,Willoughby,Vuckovich,None,2:38,D,"15,016",+,1977-04-22 (Rain)
"Tuesday, Apr 26",boxscore,BOS,@,MIL,W,3,1,None,7-8,3, 2.5,Wise,Augustine,Campbell,2:41,N,"12,676",++,None
"Wednesday, Apr 27",boxscore,BOS,@,MIL,L,2,4,None,7-9,5, 3.5,Castro,Cleveland,None,2:23,N,"10,646",-,None
"Friday, Apr 29",boxscore,BOS,None,OAK,W,7,4,None,8-9,4, 3.5,Jenkins,Ellis,Campbell,2:09,N,"17,411",+,None
"Saturday, Apr 30",boxscore,BOS,None,OAK,W,8,4,None,9-9,4, 2.5,Tiant,Norris,None,2:45,D,"22,999",++,None
"Sunday, May 1",boxscore,BOS,None,OAK,W,6,4,None,10-9,4, 2.0,Campbell,Bahnsen,None,2:34,D,"22,053",+++,None
"Tuesday, May 3",boxscore,BOS,None,SEA,L,8,10,None,10-10,4, 3.5,Montague,Wise,Pagan,3:07,N,"12,422",-,None
"Wednesday, May 4",boxscore,BOS,None,SEA,W,5,2,None,11-10,4, 2.5,Cleveland,Thomas,Campbell,2:25,N,"11,408",+,None
"Thursday, May 5",boxscore,BOS,None,SEA,W,5,2,None,12-10,3, 1.5,Jenkins,Segui,None,2:15,N,"10,358",++,None
"Friday, May 6",boxscore,BOS,None,CAL,L,4,8,None,12-11,4, 1.5,Ryan,Tiant,Hartzell,3:03,N,"24,301",-,None
"Saturday, May 7",boxscore,BOS,None,CAL,W,3,0,None,13-11,4, 1.5,Stanley,Tanana,None,2:16,D,"28,426",+,None
"Sunday, May 8",boxscore,BOS,None,CAL,W,4,3,None,14-11,4, 1.5,Willoughby,Ross,None,2:17,D,"20,864",++,None
"Monday, May 9",boxscore,BOS,@,OAK,L,1,2,None,14-12,4, 2.0,Blue,Cleveland,None,2:13,N,"17,290",-,None
"Wednesday, May 11",boxscore,BOS,@,OAK,L,1,3,None,14-13,3, 2.0,Medich,Jenkins,None,2:14,D,"3,183",--,None
"Friday, May 13",boxscore,BOS,@,SEA,W,7,5,None,15-13,3, 1.5,Willoughby,Romo,Campbell,2:33,N,"20,523",+,None
"Saturday, May 14",boxscore,BOS,@,SEA,W,8,4,None,16-13,3, 1.5,Stanley,Thomas,Campbell,2:29,N,"52,485",++,None
