"date","boxscore","team","home_or_away","opponent","win_or_loss","runs","runs_allowed","innings","win_loss_record","rank","games_behind","win","loss","save","time","day_or_night","attendance","streak","originally_scheduled","year"
"Saturday, May 10","boxscore","HOU","@","BAL","L-wo","4","5","10","11-26","5","11","Webb","Clemens","None","3:29","N","26,264","--","None",2014
"Sunday, May 11","boxscore","HOU","@","BAL","W","5","2","None","12-26","5","11","Cosart","Tillman","Qualls","3:21","D","45,944","+","None",2014
"Monday, May 12","boxscore","HOU","None","TEX","L","0","4","None","12-27","5","12","Lewis","Peacock","None","3:16","N","14,617","-","None",2014
"Tuesday, May 13","boxscore","HOU","None","TEX","W","8","0","None","13-27","5","12","Keuchel","Harrison","None","2:45","N","14,028","+","None",2014
"Wednesday, May 14","boxscore","HOU","None","TEX","W-wo","5","4","None","14-27","5","11","Qualls","Martinez","None","3:36","N","17,783","++","None",2014
"Friday, May 16","boxscore","HOU","None","CHW","L","2","7","None","14-28","5","12","Quintana","McHugh","None","3:31","N","17,529","-","None",2014
"Saturday, May 17","boxscore","HOU","None","CHW","W","6","5","None","15-28","5","12","Cosart","Noesi","Qualls","3:26","D","20,612","+","None",2014
"Sunday, May 18","boxscore","HOU","None","CHW","W","8","2","None","16-28","5","12","Peacock","Danks","None","2:46","D","21,532","++","None",2014
"Monday, May 19","boxscore","HOU","@","LAA","W","5","2","None","17-28","5","11.5","Keuchel","Richards","None","2:40","N","33,150","+++","None",2014
"Tuesday, May 20","boxscore","HOU","@","LAA","L","3","9","None","17-29","5","12.5","Skaggs","Feldman","None","3:34","N","30,150","-","None",2014
"Wednesday, May 21","boxscore","HOU","@","LAA","L","1","2","None","17-30","5","13.5","Weaver","McHugh","None","2:26","N","40,112","--","None",2014
"Thursday, May 22","boxscore","HOU","@","SEA","L","1","3","None","17-31","5","13.5","Leone","Cosart","Rodney","3:09","N","13,836","---","None",2014
"Friday, May 23","boxscore","HOU","@","SEA","L","1","6","None","17-32","5","13.5","Hernandez","Owens","None","2:40","N","21,192","----","None",2014
"Saturday, May 24","boxscore","HOU","@","SEA","W","9","4","None","18-32","5","12.5","Oberholtzer","Maurer","None","3:18","N","21,585","+","None",2014
"Sunday, May 25","boxscore","HOU","@","SEA","W","4","1","None","19-32","5","11.5","Keuchel","Iwakuma","None","2:28","D","26,839","++","None",2014
"Monday, May 26","boxscore","HOU","@","KCR","W","9","2","None","20-32","5","11.5","Feldman","Ventura","None","3:23","N","32,070","+++","None",2014
"Tuesday, May 27","boxscore","HOU","@","KCR","W","3","0","None","21-32","5","10.5","McHugh","Guthrie","None","3:02","N","17,826","++++","None",2014
"Wednesday, May 28","boxscore","HOU","@","KCR","W","9","3","None","22-32","5","10.5","Cosart","Duffy","None","3:21","D","16,220","+++++","None",2014
"Thursday, May 29","boxscore","HOU","None","BAL","W","3","1","None","23-32","5","9.5","Fields","Guilmet","Qualls","2:56","N","22,884","++++++","None",2014
"Friday, May 30","boxscore","HOU","None","BAL","W","2","1","None","24-32","5","9.5","Oberholtzer","Gonzalez","Qualls","2:40","N","38,482","+++++++","None",2014
"Saturday, May 31","boxscore","HOU","None","BAL","L","1","4","None","24-33","5","10.5","Tillman","Keuchel","Britton","2:45","D","29,619","-","None",2014
"Sunday, Jun 1","boxscore","HOU","None","BAL","L","4","9","None","24-34","5","11.5","Chen","Feldman","None","3:14","D","17,022","--","None",2014
"Tuesday, Jun 3","boxscore","HOU","None","LAA","W","7","2","None","25-34","5","11.5","McHugh","Wilson","None","3:31","N","23,219","+","None",2014
"Wednesday, Jun 4","boxscore","HOU","None","LAA","L","0","4","None","25-35","5","12.5","Richards","Cosart","None","2:53","N","23,902","-","None",2014
"Thursday, Jun 5","boxscore","HOU","None","LAA","W","8","5","None","26-35","5","11.5","Peacock","Skaggs","Qualls","3:33","N","24,672","+","None",2014
"Friday, Jun 6","boxscore","HOU","@","MIN","W","5","4","None","27-35","5","11.5","Keuchel","Hughes","Qualls","3:00","N","29,448","++","None",2014
"Saturday, Jun 7","boxscore","HOU","@","MIN","L","0","8","None","27-36","5","11.5","Gibson","Feldman","None","3:24","D","27,732","-","None",2014
"Sunday, Jun 8","boxscore","HOU","@","MIN","W","14","5","None","28-36","5","11.5","Downs","Deduno","None","3:45","D","31,576","+","None",2014
"Monday, Jun 9","boxscore","HOU","@","ARI","W","4","3","None","29-36","5","10.5","Cosart","Collmenter","Qualls","3:12","N","18,805","++","None",2014
"Tuesday, Jun 10","boxscore","HOU","@","ARI","L","1","4","None","29-37","5","10.5","Arroyo","Fields","Reed","2:40","D","17,667","-","None",2014
"Wednesday, Jun 11","boxscore","HOU","None","ARI","W","5","1","None","30-37","5","10.5","Keuchel","McCarthy","None","2:22","N","24,319","+","None",2014
"Thursday, Jun 12","boxscore","HOU","None","ARI","W-wo","5","4","10","31-37","5","10","Sipp","Putz","None","3:27","N","33,457","++","None",2014
"Friday, Jun 13","boxscore","HOU","None","TBR","L","1","6","None","31-38","5","10","Cobb","McHugh","None","3:30","N","26,829","-","None",2014
"Saturday, Jun 14","boxscore","HOU","None","TBR","W","7","3","None","32-38","5","10","Cosart","Archer","None","3:39","D","26,264","+","None",2014
"Sunday, Jun 15","boxscore","HOU","None","TBR","L","3","4","None","32-39","5","11","Price","Williams","McGee","3:41","D","25,526","-","None",2014
"Tuesday, Jun 17","boxscore","HOU","@","WSN","L","5","6","None","32-40","5","11.5","Roark","Keuchel","Soriano","3:41","N","29,960","--","None",2014
"Wednesday, Jun 18","boxscore","HOU","@","WSN","L","5","6","None","32-41","5","12.5","Barrett","Downs","Soriano","3:42","N","25,453","---","None",2014
"Thursday, Jun 19","boxscore","HOU","@","TBR","L","0","5","None","32-42","5","13.5","Archer","McHugh","None","3:06","N","10,880","----","None",2014
"Friday, Jun 20","boxscore","HOU","@","TBR","W","3","1","None","33-42","5","13.5","Cosart","Price","Qualls","2:59","N","13,961","+","None",2014
"Saturday, Jun 21","boxscore","HOU","@","TBR","L","0","8","None","33-43","5","14.5","Odorizzi","Buchanan","None","3:05","D","17,551","-","None",2014
"Sunday, Jun 22","boxscore","HOU","@","TBR","L","2","5","None","33-44","5","14.5","Oviedo","Keuchel","Peralta","2:51","D","13,841","--","None",2014
"Tuesday, Jun 24","boxscore","HOU","None","ATL","L","2","3","None","33-45","5","14.5","Harang","Feldman","Kimbrel","3:06","N","18,912","---","None",2014
"Wednesday, Jun 25","boxscore","HOU","None","ATL","L","0","4","None","33-46","5","15.5","Wood","McHugh","None","2:33","N","20,559","----","None",2014
"Thursday, Jun 26","boxscore","HOU","None","ATL","W","6","1","None","34-46","5","15","Cosart","Minor","None","2:52","D","24,474","+","None",2014
"Friday, Jun 27","boxscore","HOU","None","DET","W-wo","4","3","11","35-46","5","15","Buchanan","Hardy","None","4:05","N","22,386","++","None",2014
"Saturday, Jun 28","boxscore","HOU","None","DET","L","3","4","None","35-47","5","16","Coke","Williams","Nathan","3:15","D","25,788","-","None",2014
"Sunday, Jun 29","boxscore","HOU","None","DET","W","6","4","None","36-47","5","16","Feldman","Smyly","Sipp","3:25","D","22,478","+","None",2014
"Monday, Jun 30","boxscore","HOU","None","SEA","L","4","10","None","36-48","5","16","Walker","McHugh","Wilhelmsen","3:07","N","17,340","-","None",2014
"Tuesday, Jul 1","boxscore","HOU","None","SEA","L","2","13","None","36-49","5","16","Iwakuma","Cosart","None","3:36","N","17,504","--","None",2014
"Wednesday, Jul 2","boxscore","HOU","None","SEA","L","2","5","None","36-50","5","16","Young","Peacock","Rodney","2:47","D","17,209","---","None",2014
"Thursday, Jul 3","boxscore","HOU","@","LAA","L","2","5","None","36-51","5","17","Shoemaker","Oberholtzer","Smith","3:00","N","37,625","----","None",2014
"Friday, Jul 4","boxscore","HOU","@","LAA","L-wo","6","7","None","36-52","5","18","Smith","Sipp","None","3:02","N","43,557","-----","None",2014
"Saturday, Jul 5","boxscore","HOU","@","LAA","L","5","11","None","36-53","5","19","Roth","Bass","None","3:36","N","40,479","------","None",2014
"Sunday, Jul 6","boxscore","HOU","@","LAA","L","1","6","None","36-54","5","20","Richards","McHugh","None","3:07","D","33,552","-------","None",2014
"Monday, Jul 7","boxscore","HOU","@","TEX","W","12","7","None","37-54","5","20","Cosart","Mikolas","None","3:48","N","31,010","+","None",2014
"Tuesday, Jul 8","boxscore","HOU","@","TEX","W","8","3","None","38-54","5","20","Peacock","Irwin","None","3:33","N","32,608","++","None",2014
"Wednesday, Jul 9","boxscore","HOU","@","TEX","W","8","4","None","39-54","4","19","Keuchel","Darvish","None","3:05","N","31,161","+++","None",2014
"Friday, Jul 11","boxscore","HOU","None","BOS","L","3","8","None","39-55","4","19.5","Lackey","Feldman","None","3:27","N","27,264","-","None",2014
"Saturday, Jul 12","boxscore","HOU","None","BOS","W","3","2","None","40-55","4","18.5","Fields","Peavy","Qualls","3:06","D","26,322","+","None",2014
"Sunday, Jul 13","boxscore","HOU","None","BOS","L","0","11","None","40-56","4","19.5","Buchholz","Peacock","None","3:23","D","20,681","-","None",2014
"Friday, Jul 18","boxscore","HOU","@","CHW","L","2","3","None","40-57","4","20.5","Webb","Feldman","Putnam","2:50","N","28,777","--","None",2014
"Saturday, Jul 19","boxscore","HOU","@","CHW","L","3","4","None","40-58","4","20.5","Noesi","Keuchel","Putnam","3:18","N","28,210","---","None",2014
"Sunday, Jul 20","boxscore","HOU","@","CHW","W","11","7","None","41-58","4","20.5","Sipp","Webb","None","3:39","D","26,256","+","None",2014
"Tuesday, Jul 22","boxscore","HOU","@","OAK","W","3","2","12","42-58","4","19.5","Downs","Abad","Qualls","4:09","N","22,908","++","None",2014
"Wednesday, Jul 23","boxscore","HOU","@","OAK","L","7","9","None","42-59","4","20.5","Chavez","Peacock","Doolittle","3:30","N","28,310","-","None",2014
"Thursday, Jul 24","boxscore","HOU","@","OAK","L","1","13","None","42-60","4","21.5","Samardzija","Feldman","None","3:03","D","22,759","--","None",2014
"Friday, Jul 25","boxscore","HOU","None","MIA","L","0","2","None","42-61","4","21.5","Hand","Keuchel","Cishek","2:59","N","23,132","---","None",2014
"Saturday, Jul 26","boxscore","HOU","None","MIA","L","3","7","None","42-62","4","22.5","Koehler","Cosart","None","3:29","N","28,968","----","None",2014
"Sunday, Jul 27","boxscore","HOU","None","MIA","L","2","4","None","42-63","4","23.5","Turner","McHugh","Cishek","3:00","D","17,858","-----","None",2014
"Monday, Jul 28","boxscore","HOU","None","OAK","W","7","3","None","43-63","4","22.5","Oberholtzer","Chavez","None","2:51","N","18,259","+","None",2014
"Tuesday, Jul 29","boxscore","HOU","None","OAK","L","4","7","None","43-64","4","23.5","Scribner","Qualls","Doolittle","3:15","N","16,940","-","None",2014
"Wednesday, Jul 30","boxscore","HOU","None","OAK","W","8","1","None","44-64","4","22.5","Keuchel","Hammel","None","2:35","D","17,637","+","None",2014
"Thursday, Jul 31","boxscore","HOU","None","TOR","L","5","6","None","44-65","4","23","Sanchez","Qualls","Janssen","2:46","N","17,423","-","None",2014
"Friday, Aug 1","boxscore","HOU","None","TOR","W","3","1","None","45-65","4","22","Veras","Loup","Qualls","2:46","N","19,576","+","None",2014
"Saturday, Aug 2","boxscore","HOU","None","TOR","W","8","2","None","46-65","4","22","Oberholtzer","Dickey","None","2:38","N","19,946","++","None",2014
"Sunday, Aug 3","boxscore","HOU","None","TOR","W","6","1","None","47-65","4","21","Feldman","Stroman","None","2:39","D","19,932","+++","None",2014
"Tuesday, Aug 5","boxscore","HOU","@","PHI","L-wo","1","2","15","47-66","4","22.5","Neris","Buchanan","None","5:05","N","28,336","-","None",2014
"Wednesday, Aug 6","boxscore","HOU","@","PHI","L","3","10","None","47-67","4","22.5","Buchanan","Peacock","None","2:45","N","26,691","--","None",2014
"Thursday, Aug 7","boxscore","HOU","@","PHI","L","5","6","None","47-68","4","23.5","Hollands","Sipp","Papelbon","2:47","N","26,609","---","None",2014
"Friday, Aug 8","boxscore","HOU","None","TEX","W","4","3","None","48-68","4","23.5","Veras","Cotts","Qualls","3:24","N","24,256","+","None",2014
"Saturday, Aug 9","boxscore","HOU","None","TEX","W","8","3","None","49-68","4","23.5","Feldman","Darvish","None","3:32","N","24,019","++","None",2014
"Sunday, Aug 10","boxscore","HOU","None","TEX","L","2","6","None","49-69","4","23.5","Martinez","Keuchel","None","3:08","D","19,239","-","None",2014
"Monday, Aug 11","boxscore","HOU","None","MIN","L","2","4","None","49-70","4","23.5","Duensing","Fields","Perkins","3:20","N","15,569","--","None",2014
"Tuesday, Aug 12","boxscore","HOU","None","MIN","W","10","4","None","50-70","4","23.5","McHugh","Pino","None","3:08","N","17,490","+","None",2014
"Wednesday, Aug 13","boxscore","HOU","None","MIN","L","1","3","None","50-71","4","23.5","Gibson","Oberholtzer","Perkins","2:45","D","16,480","-","None",2014
"Thursday, Aug 14","boxscore","HOU","@","BOS","L","4","9","None","50-72","4","23.5","Webster","Feldman","None","3:19","N","38,065","--","None",2014
"Friday, Aug 15","boxscore","HOU","@","BOS","W","5","3","10","51-72","4","22.5","Sipp","Breslow","None","3:46","N","37,016","+","None",2014
"Saturday, Aug 16","boxscore","HOU","@","BOS","L","7","10","None","51-73","4","22.5","Wilson","Fields","None","3:50","N","37,652","-","None",2014
"Sunday, Aug 17","boxscore","HOU","@","BOS","W","8","1","None","52-73","4","21.5","McHugh","Kelly","None","3:11","D","36,717","+","None",2014
"Tuesday, Aug 19","boxscore","HOU","@","NYY","W","7","4","None","53-73","4","22","Fields","Robertson","Qualls","3:38","N","40,015","++","None",2014
"Wednesday, Aug 20","boxscore","HOU","@","NYY","W","5","2","None","54-73","4","22","Feldman","Huff","Veras","3:29","N","42,102","+++","None",2014
"Thursday, Aug 21","boxscore","HOU","@","NYY","L","0","3","None","54-74","4","23","McCarthy","Keuchel","None","2:07","D","41,767","-","None",2014
"Friday, Aug 22","boxscore","HOU","@","CLE","W","5","1","None","55-74","4","22","Sipp","Allen","None","3:01","N","18,743","+","None",2014
"Saturday, Aug 23","boxscore","HOU","@","CLE","L-wo","2","3","None","55-75","4","22","Allen","Buchanan","None","3:18","N","20,785","-","None",2014
"Sunday, Aug 24","boxscore","HOU","@","CLE","L","1","3","None","55-76","4","23","Bauer","Oberholtzer","Allen","3:14","D","17,123","--","None",2014
"Monday, Aug 25","boxscore","HOU","None","OAK","L","2","8","None","55-77","4","23","Samardzija","Feldman","None","3:18","N","14,094","---","None",2014
"Tuesday, Aug 26","boxscore","HOU","None","OAK","W","4","2","None","56-77","4","23","Fields","Gregerson","Qualls","2:36","N","17,345","+","None",2014
"Wednesday, Aug 27","boxscore","HOU","None","OAK","L","4","5","None","56-78","4","24","Otero","Qualls","O'Flaherty","3:43","N","14,791","-","None",2014
"Thursday, Aug 28","boxscore","HOU","None","TEX","W","4","2","None","57-78","4","24","McHugh","Mendez","Sipp","3:04","N","16,399","+","None",2014
"Friday, Aug 29","boxscore","HOU","None","TEX","L","6","13","None","57-79","4","25","Baker","Oberholtzer","None","3:16","N","18,931","-","None",2014
"Saturday, Aug 30","boxscore","HOU","None","TEX","W","2","0","None","58-79","4","25","Feldman","Klein","None","2:25","N","24,771","+","None",2014
"Sunday, Aug 31","boxscore","HOU","None","TEX","W","3","2","None","59-79","4","25","Veras","Cotts","Qualls","3:18","D","19,024","++","None",2014
"Tuesday, Sep 2","boxscore","HOU","None","LAA","W","8","3","None","60-79","4","24","Peacock","Wilson","None","3:13","N","16,131","+++","None",2014
"Wednesday, Sep 3","boxscore","HOU","None","LAA","W","4","1","None","61-79","4","23","McHugh","Weaver","Qualls","2:37","N","16,949","++++","None",2014
"Friday, Sep 5","boxscore","HOU","@","OAK","W","4","3","None","62-79","4","23.5","Oberholtzer","Samardzija","Sipp","3:08","N","21,130","+++++","None",2014
"Saturday, Sep 6","boxscore","HOU","@","OAK","L-wo","3","4","None","62-80","4","24.5","Gregerson","Qualls","None","2:40","D","28,668","-","None",2014
"Sunday, Sep 7","boxscore","HOU","@","OAK","W","4","3","None","63-80","4","24.5","Veras","Cook","Fields","3:15","D","25,533","+","None",2014
"Monday, Sep 8","boxscore","HOU","@","SEA","L","1","4","None","63-81","4","25.5","Farquhar","Foltynewicz","Rodney","3:42","N","15,617","-","None",2014
"Tuesday, Sep 9","boxscore","HOU","@","SEA","W","2","1","None","64-81","4","25.5","McHugh","Medina","Fields","2:57","N","11,345","+","None",2014
"Wednesday, Sep 10","boxscore","HOU","@","SEA","W","5","2","None","65-81","4","25.5","Tropeano","Iwakuma","Sipp","3:01","N","16,931","++","None",2014
"Friday, Sep 12","boxscore","HOU","@","LAA","L","3","11","None","65-82","4","27","Wilson","Oberholtzer","None","3:37","N","33,339","-","None",2014
"Saturday, Sep 13","boxscore","HOU","@","LAA","L","2","5","None","65-83","4","28","Weaver","Feldman","Street","3:19","N","38,041","--","None",2014
"Sunday, Sep 14","boxscore","HOU","@","LAA","W","6","1","None","66-83","4","27","Keuchel","Santiago","None","3:20","D","35,364","+","None",2014
"Monday, Sep 15","boxscore","HOU","None","CLE","W","3","1","None","67-83","4","27","McHugh","McAllister","Qualls","2:45","N","17,403","++","None",2014
"Tuesday, Sep 16","boxscore","HOU","None","CLE","L","2","4","None","67-84","4","27","Kluber","Tropeano","Allen","3:18","N","18,381","-","None",2014
"Wednesday, Sep 17","boxscore","HOU","None","CLE","L","0","2","None","67-85","4","28","Carrasco","Oberholtzer","None","2:20","N","18,474","--","None",2014
"Thursday, Sep 18","boxscore","HOU","None","CLE","L","1","2","13","67-86","4","28","Crockett","Deduno","Allen","4:32","N","16,417","---","None",2014
"Friday, Sep 19","boxscore","HOU","None","SEA","L","5","10","None","67-87","4","28","Walker","Peacock","None","3:34","N","27,568","----","None",2014
"Saturday, Sep 20","boxscore","HOU","None","SEA","W","10","1","None","68-87","4","28","Keuchel","Young","None","2:34","N","36,525","+","None",2014
"Sunday, Sep 21","boxscore","HOU","None","SEA","W","8","3","None","69-87","4","27","McHugh","Iwakuma","None","3:29","D","31,466","++","None",2014
"Monday, Sep 22","boxscore","HOU","@","TEX","L","3","4","None","69-88","4","27","Holland","Tropeano","Feliz","2:48","N","28,717","-","None",2014
"Tuesday, Sep 23","boxscore","HOU","@","TEX","L","1","2","None","69-89","4","28","Martinez","Oberholtzer","Cotts","2:55","N","29,794","--","None",2014
"Wednesday, Sep 24","boxscore","HOU","@","TEX","L","1","5","None","69-90","4","29","Bonilla","Feldman","None","3:06","N","28,003","---","None",2014
"Friday, Sep 26","boxscore","HOU","@","NYM","W","3","1","None","70-90","4","28","Chapman","Torres","Qualls","3:10","N","27,729","+","None",2014
"Saturday, Sep 27","boxscore","HOU","@","NYM","L-wo","1","2","None","70-91","4","28","Mejia","Sipp","None","2:59","N","34,886","-","None",2014
"Sunday, Sep 28","boxscore","HOU","@","NYM","L","3","8","None","70-92","4","28","Colon","Tropeano","None","2:42","D","34,897","--","None",2014
"Wednesday, Apr 8","boxscore","HOU","None","CLE","L","0","2","None","1-1","3"," 0.5","Carrasco","Feldman","Allen","2:40","N","23,078","-","None",2015
"Thursday, Apr 9","boxscore","HOU","None","CLE","L","1","5","None","1-2","4"," 1.0","Bauer","Wojciechowski","None","3:08","D","22,593","--","None",2015
"Friday, Apr 10","boxscore","HOU","@","TEX","W","5","1","None","2-2","2"," 0.5","McHugh","Holland","None","2:45","D","48,885","+","None",2015
"Saturday, Apr 11","boxscore","HOU","@","TEX","L","2","6","None","2-3","3"," 0.5","Gallardo","Hernandez","None","3:18","N","36,833","-","None",2015
"Sunday, Apr 12","boxscore","HOU","@","TEX","W","6","4","14","3-3","1"," Tied","Harris","Verrett","Deduno","4:24","D","35,276","+","None",2015
"Monday, Apr 13","boxscore","HOU","None","OAK","L","1","8","None","3-4","2"," 0.5","Kazmir","Feldman","None","2:51","N","19,279","-","None",2015
"Tuesday, Apr 14","boxscore","HOU","None","OAK","L","0","4","None","3-5","3"," 1.5","Graveman","Peacock","None","2:58","N","18,935","--","None",2015
"Wednesday, Apr 15","boxscore","HOU","None","OAK","W","6","1","None","4-5","2"," 0.5","McHugh","Pomeranz","None","2:42","N","19,777","+","None",2015
"Friday, Apr 17","boxscore","HOU","None","LAA","L","3","6","None","4-6","4"," 1.0","Ramos","Qualls","Street","2:57","N","22,660","-","None",2015
"Saturday, Apr 18","boxscore","HOU","None","LAA","W","4","0","None","5-6","2"," 0.5","Keuchel","Wilson","None","2:38","N","28,209","+","None",2015
"Sunday, Apr 19","boxscore","HOU","None","LAA","W","4","3","None","6-6","1","up 0.5","Feldman","Richards","Gregerson","3:20","D","24,254","++","None",2015
"Monday, Apr 20","boxscore","HOU","@","SEA","W","7","5","None","7-6","1","up 0.5","Sipp","Farquhar","Gregerson","3:26","N","15,129","+++","None",2015
"Tuesday, Apr 21","boxscore","HOU","@","SEA","W","6","3","None","8-6","1","up 1.5","McHugh","Furbush","Qualls","3:00","N","13,949","++++","None",2015
"Wednesday, Apr 22","boxscore","HOU","@","SEA","L","2","3","None","8-7","1","up 0.5","Happ","Hernandez","Rodney","2:34","N","14,756","-","None",2015
"Friday, Apr 24","boxscore","HOU","@","OAK","W","5","4","11","9-7","1","up 1.5","Gregerson","O'Flaherty","Qualls","3:36","N","18,205","+","None",2015
"Saturday, Apr 25","boxscore","HOU","@","OAK","W","9","3","None","10-7","1","up 1.5","Feldman","Graveman","None","2:55","D","24,342","++","None",2015
"Sunday, Apr 26","boxscore","HOU","@","OAK","W","7","6","None","11-7","1","up 2.5","Sipp","Clippard","Gregerson","3:11","D","22,080","+++","None",2015
"Monday, Apr 27","boxscore","HOU","@","SDP","W","9","4","None","12-7","1","up 3.0","Neshek","Benoit","None","3:28","N","19,532","++++","None",2015
"Tuesday, Apr 28","boxscore","HOU","@","SDP","W","14","3","None","13-7","1","up 4.0","Hernandez","Ross","None","3:17","N","22,796","+++++","None",2015
"Wednesday, Apr 29","boxscore","HOU","@","SDP","W","7","2","None","14-7","1","up 4.0","Keuchel","Cashner","None","2:34","D","21,824","++++++","None",2015
"Thursday, Apr 30","boxscore","HOU","None","SEA","W-wo","3","2","10","15-7","1","up 4.0","Gregerson","Leone","None","3:01","N","19,108","+++++++","None",2015
"Friday, May 1","boxscore","HOU","None","SEA","W","4","3","None","16-7","1","up 5.0","Fields","Elias","Gregerson","2:50","N","21,834","++++++++","None",2015
"Saturday, May 2","boxscore","HOU","None","SEA","W","11","4","None","17-7","1","up 6.0","McHugh","Walker","None","2:38","N","24,435","+++++++++","None",2015
"Sunday, May 3","boxscore","HOU","None","SEA","W","7","6","None","18-7","1","up 7.0","Neshek","Smith","Gregerson","2:50","D","25,283","++++++++++","None",2015
"Monday, May 4","boxscore","HOU","None","TEX","L","1","2","None","18-8","1","up 7.0","Kela","Qualls","Feliz","2:36","N","17,597","-","None",2015
"Tuesday, May 5","boxscore","HOU","None","TEX","L","1","7","None","18-9","1","up 6.0","Rodriguez","Feldman","None","2:41","N","20,951","--","None",2015
"Wednesday, May 6","boxscore","HOU","None","TEX","L","3","11","None","18-10","1","up 5.0","Lewis","Deduno","None","2:32","N","22,230","---","None",2015
"Thursday, May 7","boxscore","HOU","@","LAA","W","3","2","None","19-10","1","up 6.0","Neshek","Street","Gregerson","2:57","N","25,097","+","None",2015
"Friday, May 8","boxscore","HOU","@","LAA","L","0","2","None","19-11","1","up 5.0","Weaver","Hernandez","None","2:09","N","40,006","-","None",2015
"Saturday, May 9","boxscore","HOU","@","LAA","W","6","5","None","20-11","1","up 6.0","Keuchel","Shoemaker","Qualls","2:42","N","40,210","+","None",2015
"Sunday, May 10","boxscore","HOU","@","LAA","L","1","3","None","20-12","1","up 5.0","Richards","Feldman","Street","2:40","D","30,929","-","None",2015
"Tuesday, May 12","boxscore","HOU","None","SFG","L","1","8","None","20-13","1","up 4.0","Heston","McHugh","None","2:39","N","20,468","--","None",2015
"Wednesday, May 13","boxscore","HOU","None","SFG","W","4","3","None","21-13","1","up 4.0","Qualls","Affeldt","Gregerson","3:10","N","20,725","+","None",2015
"Thursday, May 14","boxscore","HOU","None","TOR","W","6","4","None","22-13","1","up 4.5","Fields","Loup","Qualls","2:48","N","15,777","++","None",2015
"Friday, May 15","boxscore","HOU","None","TOR","W","8","4","None","23-13","1","up 4.5","Keuchel","Dickey","None","2:29","N","21,653","+++","None",2015
"Saturday, May 16","boxscore","HOU","None","TOR","W","6","5","None","24-13","1","up 4.5","Feldman","Francis","Gregerson","3:08","N","27,102","++++","None",2015
"Sunday, May 17","boxscore","HOU","None","TOR","W","4","2","None","25-13","1","up 5.5","McHugh","Buehrle","Gregerson","2:22","D","25,307","+++++","None",2015
"Monday, May 18","boxscore","HOU","None","OAK","L","1","2","None","25-14","1","up 5.5","Mujica","Thatcher","Clippard","3:15","N","21,724","-","None",2015
"Tuesday, May 19","boxscore","HOU","None","OAK","W","6","4","None","26-14","1","up 5.5","Hernandez","Gray","Neshek","3:21","N","17,575","+","None",2015
"Wednesday, May 20","boxscore","HOU","None","OAK","W","6","1","None","27-14","1","up 5.5","Keuchel","Hahn","None","3:02","D","21,066","++","None",2015
"Thursday, May 21","boxscore","HOU","@","DET","L-wo","5","6","11","27-15","1","up 5.5","Wilson","Sipp","None","3:40","D","33,193","-","None",2015
"Friday, May 22","boxscore","HOU","@","DET","L","2","6","None","27-16","1","up 4.5","Simon","McHugh","None","2:47","N","37,276","--","None",2015
"Saturday, May 23","boxscore","HOU","@","DET","W","3","2","None","28-16","1","up 5.5","McCullers","Lobstein","Gregerson","2:44","D","40,153","+","None",2015
"Sunday, May 24","boxscore","HOU","@","DET","W","10","8","None","29-16","1","up 6.5","Thatcher","Wilson","Gregerson","3:22","D","36,449","++","None",2015
"Monday, May 25","boxscore","HOU","@","BAL","L","3","4","None","29-17","1","up 5.5","Brach","Keuchel","Britton","2:20","D","28,909","-","None",2015
"Tuesday, May 26","boxscore","HOU","@","BAL","W","4","1","None","30-17","1","up 6.5","Feldman","Tillman","Gregerson","2:50","N","21,541","+","None",2015
"Wednesday, May 27","boxscore","HOU","@","BAL","L","4","5","None","30-18","1","up 6.0","Brach","Sipp","Britton","2:26","N","16,401","-","None",2015
"Friday, May 29","boxscore","HOU","None","CHW","L","3","6","11","30-19","1","up 5.0","Jennings","Fields","Robertson","4:08","N","25,957","--","None",2015
"Saturday, May 30","boxscore","HOU","None","CHW","W","3","0","None","31-19","1","up 5.0","Keuchel","Quintana","None","2:29","D","29,720","+","None",2015
"Sunday, May 31","boxscore","HOU","None","CHW","L","0","6","None","31-20","1","up 4.0","Danks","Hernandez","None","2:37","D","27,423","-","None",2015
"Monday, Jun 1","boxscore","HOU","None","BAL","W","5","2","None","32-20","1","up 4.0","Harris","Brach","Gregerson","2:45","N","17,259","+","None",2015
"Tuesday, Jun 2","boxscore","HOU","None","BAL","W","6","4","None","33-20","1","up 5.0","McHugh","Wright","Gregerson","2:42","N","18,730","++","None",2015
"Wednesday, Jun 3","boxscore","HOU","None","BAL","W","3","1","None","34-20","1","up 6.0","McCullers","Gonzalez","None","2:14","N","20,305","+++","None",2015
"Thursday, Jun 4","boxscore","HOU","None","BAL","L","2","3","None","34-21","1","up 5.5","O'Day","Qualls","Britton","2:59","D","20,219","-","None",2015
"Friday, Jun 5","boxscore","HOU","@","TOR","L","2","6","None","34-22","1","up 4.5","Sanchez","Hernandez","None","2:35","N","22,971","--","None",2015
"Saturday, Jun 6","boxscore","HOU","@","TOR","L","2","7","None","34-23","1","up 3.5","Hutchison","Oberholtzer","None","3:16","D","31,809","---","None",2015
"Sunday, Jun 7","boxscore","HOU","@","TOR","L-wo","6","7","None","34-24","1","up 3.5","Hendriks","Gregerson","None","3:06","D","35,571","----","None",2015
"Monday, Jun 8","boxscore","HOU","@","CHW","L","1","3","None","34-25","1","up 3.0","Sale","McCullers","Robertson","2:13","N","17,352","-----","None",2015
