date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Friday, Apr 21",boxscore,CLE,None,DET,W,7,4,None,1-1,3, 2.0,Reynolds,Overmire,Heving,2:08,D,"13,643",+,None
"Sunday, Apr 23",boxscore,CLE,None,DET,L,2,6,None,1-2,6, 4.0,Trout,Klieman,None,1:52,D,None,-,None
"Sunday, Apr 23",boxscore,CLE,None,DET,L,3,4,None,1-3,6, 4.0,Newhouser,Smith,None,2:00,D,"6,078",--,None
"Wednesday, Apr 26",boxscore,CLE,@,SLB,L,2,5,None,1-4,8, 5.0,Sundra,Reynolds,None,1:57,D,960,---,None
"Thursday, Apr 27",boxscore,CLE,@,SLB,L,1,5,None,1-5,8, 6.0,Potter,Embree,None,2:01,D,"1,106",----,None
"Friday, Apr 28",boxscore,CLE,@,DET,W,2,1,None,2-5,7, 6.0,Harder,Trout,None,1:59,D,"2,573",+,None
"Saturday, Apr 29",boxscore,CLE,@,DET,W,7,6,12,3-5,6, 5.0,Heving,Newhouser,None,3:13,D,"4,771",++,None
"Sunday, Apr 30",boxscore,CLE,@,DET,W,2,1,None,4-5,5, 5.0,Kennedy,Overmire,Klieman,1:54,D,None,+++,None
"Sunday, Apr 30",boxscore,CLE,@,DET,L,2,4,None,4-6,5, 5.0,Gorsica,Reynolds,None,1:56,D,"38,940",-,None
"Monday, May 1",boxscore,CLE,None,CHW,W,9,3,None,5-6,4, 4.5,Poat,Lee,None,2:02,D,"2,000",+,None
"Tuesday, May 2",boxscore,CLE,None,CHW,L,2,3,10,5-7,5, 4.5,Dietrich,Calvert,None,2:07,D,"1,500",-,None
"Wednesday, May 3",boxscore,CLE,None,CHW,W,9,4,None,6-7,3, 4.5,Harder,Ross,None,2:08,D,"2,500",+,None
"Thursday, May 4",boxscore,CLE,None,CHW,L,1,2,None,6-8,6, 5.5,Lopat,Kennedy,None,1:55,D,"2,000",-,None
"Saturday, May 6",boxscore,CLE,None,SLB,W,3,2,None,7-8,4, 4.5,Kleine,Jakucki,None,2:02,D,None,+,None
"Sunday, May 7",boxscore,CLE,None,SLB,L,4,7,None,7-9,5, 4.5,Kramer,Smith,None,2:35,D,None,-,None
"Sunday, May 7",boxscore,CLE,None,SLB,W,3,2,None,8-9,5, 4.5,Reynolds,Hollingsworth,None,2:02,D,"12,955",+,None
"Wednesday, May 10",boxscore,CLE,@,BOS,W,5,4,None,9-9,4, 3.5,Harder,Woods,Klieman,2:15,D,"3,695",++,None
"Thursday, May 11",boxscore,CLE,@,BOS,W,7,6,None,10-9,4, 2.5,Reynolds,Bowman,Klieman,2:32,D,"2,580",+++,None
"Friday, May 12",boxscore,CLE,@,BOS,L,3,10,None,10-10,4, 3.5,Hughson,Kennedy,None,2:15,D,"2,132",-,None
"Saturday, May 13",boxscore,CLE,@,NYY,L,1,5,None,10-11,4, 3.5,Page,Kleine,None,1:39,D,"13,371",--,None
"Sunday, May 14",boxscore,CLE,@,NYY,L,3,4,13,10-12,6, 5.0,Roser,Reynolds,None,2:43,D,None,---,None
"Sunday, May 14",boxscore,CLE,@,NYY,L,4,8,None,10-13,6, 5.0,Donald,Poat,None,2:11,D,"45,354",----,None
"Monday, May 15",boxscore,CLE,@,WSH,L,3,4,11,10-14,6, 6.0,Niggeling,Klieman,None,2:06,N,"7,300",-----,None
"Tuesday, May 16",boxscore,CLE,@,WSH,L,2,3,None,10-15,6, 6.0,Haefner,Reynolds,None,1:53,N,"7,293",------,None
"Wednesday, May 17",boxscore,CLE,@,WSH,W,4,2,None,11-15,6, 5.0,Kennedy,Wolff,None,2:03,N,"12,000",+,None
"Thursday, May 18",boxscore,CLE,@,WSH,L,2,4,None,11-16,6, 5.0,Leonard,Kleine,None,2:05,N,"8,989",-,None
"Friday, May 19",boxscore,CLE,@,PHA,W,9,1,None,12-16,6, 4.5,Smith,Hamlin,None,1:50,D,"4,233",+,None
"Saturday, May 20",boxscore,CLE,@,PHA,W,5,0,None,13-16,6, 4.0,Harder,Harris,None,1:37,D,"4,516",++,None
"Sunday, May 21",boxscore,CLE,@,PHA,W,5,4,11,14-16,7, 5.0,Poat,Newsom,None,None,None,None,+++,None
"Sunday, May 21",boxscore,CLE,@,PHA,L,2,3,None,14-17,7, 5.0,Flores,Gromek,None,None,None,None,-,None
"Wednesday, May 24",boxscore,CLE,None,WSH,L,4,5,None,14-18,7, 5.5,Leonard,Klieman,None,2:40,D,"1,500",--,None
"Thursday, May 25",boxscore,CLE,None,WSH,L,2,4,None,14-19,8, 6.0,Haefner,Harder,Carrasquel,1:50,N,"18,706",---,None
"Friday, May 26",boxscore,CLE,None,WSH,L,3,5,13,14-20,8, 7.0,Wynn,Reynolds,None,3:10,D,"2,000",----,None
"Saturday, May 27",boxscore,CLE,None,WSH,W,5,4,12,15-20,8, 6.0,Smith,LeFebvre,None,2:48,D,"2,000",+,None
"Sunday, May 28",boxscore,CLE,None,PHA,L,3,4,None,15-21,7, 7.0,Flores,Gromek,None,2:25,D,None,-,None
"Sunday, May 28",boxscore,CLE,None,PHA,W,5,3,None,16-21,7, 7.0,Calvert,Black,Heving,2:10,D,"11,807",+,None
"Monday, May 29",boxscore,CLE,None,PHA,L,4,9,None,16-22,7, 7.0,Berry,Poat,None,2:33,D,"2,000",-,None
"Tuesday, May 30",boxscore,CLE,None,BOS,W,9,3,None,17-22,7, 5.0,Harder,O'Neill,None,2:10,D,None,+,None
"Tuesday, May 30",boxscore,CLE,None,BOS,W,4,3,None,18-22,7, 5.0,Reynolds,Terry,None,2:20,D,"11,999",++,None
"Wednesday, May 31",boxscore,CLE,None,BOS,W,7,4,None,19-22,6, 4.5,Klieman,Judd,None,2:02,D,"1,500",+++,None
"Thursday, Jun 1",boxscore,CLE,None,BOS,L,6,7,None,19-23,7, 4.5,Hausmann,Poat,Hughson,2:15,D,"3,000",-,None
"Friday, Jun 2",boxscore,CLE,None,NYY,L,1,5,None,19-24,8, 5.5,Borowy,Calvert,None,2:15,D,"12,581",--,None
"Saturday, Jun 3",boxscore,CLE,None,NYY,W,5,4,13,20-24,8, 5.5,Klieman,Zuber,None,3:00,D,"4,000",+,None
"Sunday, Jun 4",boxscore,CLE,None,NYY,L,4,6,11,20-25,7, 5.5,Page,Heving,None,2:45,D,None,-,None
"Sunday, Jun 4",boxscore,CLE,None,NYY,W,4,3,None,21-25,7, 5.5,Reynolds,Dubiel,Gromek,1:57,D,"27,343",+,None
"Thursday, Jun 8",boxscore,CLE,@,SLB,W,4,3,None,22-25,6, 4.5,Smith,Kramer,Klieman,None,N,None,++,None
