date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Wednesday, Apr 13",boxscore,DET,@,KCA,W,10,2,None,1-1,4, 0.5,Gromek,Portocarrero,None,2:20,D,"21,868",+,None
"Thursday, Apr 14",boxscore,DET,None,CLE,L,3,5,None,1-2,6, 1.5,Garcia,Hoeft,None,2:26,D,"42,684",-,None
"Friday, Apr 15",boxscore,DET,None,CLE,L,3,7,None,1-3,7, 2.5,Score,Lary,None,2:55,D,"3,786",--,None
"Saturday, Apr 16",boxscore,DET,None,KCA,W,8,3,None,2-3,5, 1.5,Garver,Portocarrero,None,2:38,D,"7,006",+,None
"Sunday, Apr 17",boxscore,DET,None,KCA,W,16,0,None,3-3,5, 2.0,Gromek,Gray,None,2:40,D,"16,662",++,None
"Thursday, Apr 21",boxscore,DET,None,CHW,L,1,9,None,3-4,6, 2.5,Fornieles,Garver,None,2:06,D,"5,980",-,None
"Friday, Apr 22",boxscore,DET,@,CLE,L,5,8,None,3-5,6, 2.5,Lemon,Gromek,Narleski,2:20,N,"16,957",--,None
"Saturday, Apr 23",boxscore,DET,@,CLE,W,3,0,None,4-5,6, 2.5,Hoeft,Garcia,None,2:27,D,"6,737",+,None
"Sunday, Apr 24",boxscore,DET,@,CLE,W,6,4,None,5-5,5, 1.5,Lary,Score,None,2:45,D,"13,319",++,None
"Tuesday, Apr 26",boxscore,DET,None,BAL,W-wo,3,2,None,6-5,5, 1.5,Garver,Palica,None,2:12,D,"1,319",+++,None
"Wednesday, Apr 27",boxscore,DET,None,BAL,W,11,3,None,7-5,4, 0.5,Gromek,Wilson,None,2:31,D,"3,969",++++,None
"Thursday, Apr 28",boxscore,DET,None,WSH,W,4,1,None,8-5,2, 0.5,Hoeft,Stone,None,2:22,N,"20,820",+++++,None
"Friday, Apr 29",boxscore,DET,None,WSH,W,3,2,None,9-5,1,up 0.5,Lary,Pascual,None,2:41,D,"3,534",++++++,None
"Saturday, Apr 30",boxscore,DET,None,WSH,W,11,7,8,10-5,1,up 0.5,Aber,Porterfield,None,2:45,D,"9,341",+++++++,None
"Sunday, May 1",boxscore,DET,None,NYY,L,1,6,None,10-6,2, 0.5,Turley,Garver,None,2:46,D,"48,813",-,None
"Monday, May 2",boxscore,DET,None,NYY,W,7,1,None,11-6,2, 0.5,Gromek,Wiesler,None,2:00,D,"7,563",+,None
"Tuesday, May 3",boxscore,DET,None,BOS,W,4,2,None,12-6,2, 0.5,Hoeft,Delock,None,2:21,D,"4,521",++,None
"Wednesday, May 4",boxscore,DET,None,BOS,L,2,3,11,12-7,2, 0.5,Nixon,Lary,Kinder,2:44,D,"32,485",-,None
"Thursday, May 5",boxscore,DET,None,BOS,W-wo,3,2,None,13-7,1, Tied,Maas,Brewer,None,2:20,D,"4,687",+,None
"Friday, May 6",boxscore,DET,@,CHW,L,0,1,None,13-8,2, 1.0,Trucks,Garver,None,2:25,N,"27,234",-,None
"Saturday, May 7",boxscore,DET,@,CHW,W,7,1,None,14-8,2, 1.0,Gromek,Pierce,None,2:12,D,"3,917",+,None
"Sunday, May 8",boxscore,DET,@,CHW,L-wo,4,5,11,14-9,4, 3.0,Fornieles,Zuverink,None,2:51,D,None,-,None
"Sunday, May 8",boxscore,DET,@,CHW,L,0,1,None,14-10,4, 3.0,Donovan,Lary,None,2:12,D,"17,532",--,None
