date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Tuesday, Apr 9",boxscore,PIT,None,MLN,W-wo,3,2,None,1-1,5, 0.5,Face,Hendley,None,2:30,D,"29,615",+,None
"Wednesday, Apr 10",boxscore,PIT,None,MLN,W,3,2,None,2-1,5, 0.5,Cardwell,Shaw,Veale,2:45,D,"3,601",++,None
"Saturday, Apr 13",boxscore,PIT,@,CIN,W,12,4,None,3-1,3, 1.0,Friend,O'Toole,None,2:51,D,"4,481",+++,None
"Sunday, Apr 14",boxscore,PIT,@,CIN,W,1,0,None,4-1,1, Tied,McBean,Jay,None,2:23,D,"4,864",++++,None
"Tuesday, Apr 16",boxscore,PIT,@,STL,L-wo,3,4,None,4-2,3, 1.0,Fanok,Face,None,2:34,N,"8,301",-,None
"Wednesday, Apr 17",boxscore,PIT,@,STL,L,3,7,None,4-3,4, 1.5,Washburn,Cardwell,None,2:09,N,"7,481",--,None
"Thursday, Apr 18",boxscore,PIT,@,STL,W,3,2,None,5-3,3, 1.5,Schwall,Olivo,Face,2:13,N,"6,497",+,None
"Saturday, Apr 20",boxscore,PIT,None,CIN,W,4,2,None,6-3,2, 0.5,Friend,Jay,None,2:27,D,"12,235",++,None
"Sunday, Apr 21",boxscore,PIT,None,CIN,L,3,8,None,6-4,2, 1.0,Maloney,McBean,None,2:40,D,"18,070",-,None
"Monday, Apr 22",boxscore,PIT,None,CHC,W,2,0,None,7-4,1, Tied,Francis,Hobbie,Face,2:08,N,"5,289",+,None
"Tuesday, Apr 23",boxscore,PIT,None,CHC,L,2,7,None,7-5,3, 1.0,Jackson,Cardwell,None,2:13,D,968,-,None
"Wednesday, Apr 24",boxscore,PIT,@,PHI,W,6,4,None,8-5,2, 1.0,Friend,Short,Face,2:48,N,"4,485",+,None
"Friday, Apr 26",boxscore,PIT,None,NYM,W,5,2,None,9-5,2, 0.5,Haddix,Jackson,Sisk,2:56,N,"10,531",++,None
"Saturday, Apr 27",boxscore,PIT,None,NYM,W,2,1,None,10-5,2, 0.5,Gibbon,Hook,None,2:34,D,"8,011",+++,None
"Sunday, Apr 28",boxscore,PIT,None,NYM,W,3,2,None,11-5,2, 0.5,Face,Stallard,None,2:45,D,"12,057",++++,None
"Wednesday, May 1",boxscore,PIT,None,SFG,L,1,5,None,11-6,2, 1.0,Sanford,Friend,None,2:34,N,"6,122",-,None
"Thursday, May 2",boxscore,PIT,None,SFG,L,1,2,None,11-7,2, 2.0,Marichal,Cardwell,None,2:17,N,"9,563",--,None
"Friday, May 3",boxscore,PIT,None,LAD,W,13,2,None,12-7,2, 1.0,McBean,Sherry,None,2:21,N,"16,960",+,None
"Saturday, May 4",boxscore,PIT,None,LAD,W,5,0,None,13-7,1, Tied,Schwall,Miller,None,2:05,D,"12,037",++,None
"Sunday, May 5",boxscore,PIT,None,LAD,L,3,7,None,13-8,3, 0.5,Perranoski,Law,None,2:21,D,"18,743",-,None
"Monday, May 6",boxscore,PIT,None,LAD,W,7,4,None,14-8,1, Tied,Gibbon,Drysdale,Face,2:41,D,"5,376",+,None
"Tuesday, May 7",boxscore,PIT,@,CHC,L,4,5,None,14-9,2, 1.0,Jackson,Cardwell,None,2:15,D,"6,012",-,None
"Wednesday, May 8",boxscore,PIT,@,CHC,L,5,9,None,14-10,2, 2.0,Elston,Face,None,2:21,D,"6,350",--,None
"Thursday, May 9",boxscore,PIT,@,CHC,L,1,3,None,14-11,4, 3.0,Ellsworth,Schwall,None,2:00,D,"5,961",---,None
"Friday, May 10",boxscore,PIT,None,STL,L,0,1,None,14-12,4, 3.0,Simmons,Friend,None,2:10,N,"16,739",----,None
"Saturday, May 11",boxscore,PIT,None,STL,W,3,2,None,15-12,3, 2.0,Law,Washburn,Face,2:07,D,"7,743",+,None
