date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Thursday, Apr 27",boxscore,TOR,None,OAK,W,7,1,None,2-0,1,up 0.5,Hentgen,Darling,None,2:26,D,"31,070",++,None
"Friday, Apr 28",boxscore,TOR,None,CAL,L,6,7,10,2-1,3, 0.5,Butcher,Castillo,Smith,3:50,N,"36,208",-,None
"Saturday, Apr 29",boxscore,TOR,None,CAL,W,3,0,None,3-1,3, 0.5,Leiter,Sanderson,Hall,2:52,D,"35,278",+,None
"Sunday, Apr 30",boxscore,TOR,None,CAL,L,3,5,None,3-2,3, 0.5,Butcher,Menhart,Smith,3:08,D,"35,290",-,None
"Monday, May 1",boxscore,TOR,None,CAL,L,0,2,None,3-3,3, 1.5,Boskie,Cone,Smith,2:33,D,"31,303",--,None
"Tuesday, May 2",boxscore,TOR,None,CHW,W-wo,9,8,None,4-3,3, 0.5,Timlin,Marquez,None,3:03,N,"34,194",+,None
"Wednesday, May 3",boxscore,TOR,None,CHW,W-wo,8,7,10,5-3,2, 0.5,Menhart,Hernandez,None,4:03,N,"33,159",++,None
"Friday, May 5",boxscore,TOR,@,BAL,L,2,9,None,5-4,2, 2.0,Brown,Leiter,None,2:54,N,"37,670",-,None
"Saturday, May 6",boxscore,TOR,@,BAL,W,7,3,None,6-4,2, 1.0,Darwin,Rhodes,None,3:26,D,"40,173",+,None
"Sunday, May 7",boxscore,TOR,@,BAL,L,2,6,None,6-5,3, 1.0,Mussina,Cone,None,2:45,D,"44,304",-,None
"Tuesday, May 9",boxscore,TOR,None,NYY,W,9,6,None,7-5,2, 1.0,Hentgen,McDowell,None,3:01,N,"37,291",+,None
"Wednesday, May 10",boxscore,TOR,None,NYY,L,4,6,11,7-6,3, 2.0,Wetteland,Williams,None,3:43,N,"38,232",-,None
"Thursday, May 11",boxscore,TOR,None,NYY,L,11,12,None,7-7,3, 2.5,Ausanio,Ward,Howe,3:47,N,"39,370",--,None
"Friday, May 12",boxscore,TOR,@,MIL,L,5,14,None,7-8,3, 3.0,Ignasiak,Darwin,None,3:04,N,"12,904",---,None
"Saturday, May 13",boxscore,TOR,@,MIL,W,10,0,None,8-8,3, 2.5,Cone,Miranda,None,3:00,D,"17,984",+,None
"Sunday, May 14",boxscore,TOR,@,MIL,W,8,3,None,9-8,3, 2.5,Hentgen,Eldred,None,3:11,D,"13,447",++,None
"Monday, May 15",boxscore,TOR,@,TEX,L,4,12,None,9-9,3, 3.0,Tewksbury,Guzman,None,3:02,N,"17,982",-,None
"Tuesday, May 16",boxscore,TOR,@,TEX,L,1,6,None,9-10,3, 4.0,Rogers,Leiter,Burrows,2:53,N,"19,014",--,None
"Wednesday, May 17",boxscore,TOR,@,TEX,L,7,12,None,9-11,3, 5.0,Gross,Darwin,Vosberg,3:05,N,"18,910",---,None
"Friday, May 19",boxscore,TOR,@,DET,W,4,2,None,10-11,3, 4.5,Cone,Moore,None,2:27,N,"18,558",+,None
"Saturday, May 20",boxscore,TOR,@,DET,L,6,10,None,10-12,3, 4.5,Doherty,Hentgen,None,2:48,D,"18,888",-,None
"Sunday, May 21",boxscore,TOR,@,DET,L,1,2,None,10-13,3, 4.5,Boever,Cox,Henneman,3:12,D,"19,144",--,None
"Monday, May 22",boxscore,TOR,None,KCR,L,0,7,None,10-14,4, 5.0,Appier,Darwin,None,2:47,D,"39,255",---,None
"Tuesday, May 23",boxscore,TOR,None,KCR,W,10,6,None,11-14,4, 5.0,Timlin,Pichardo,Hall,3:13,N,"35,049",+,None
"Wednesday, May 24",boxscore,TOR,None,KCR,L,5,8,None,11-15,4, 5.0,Gordon,Cone,None,3:13,N,"37,277",-,None
"Friday, May 26",boxscore,TOR,None,CLE,L,4,7,None,11-16,4, 5.5,Hershiser,Hentgen,Mesa,2:49,N,"47,113",--,None
"Saturday, May 27",boxscore,TOR,None,CLE,W,3,0,None,12-16,4, 5.5,Leiter,Plunk,Hall,2:35,D,"47,143",+,None
"Sunday, May 28",boxscore,TOR,None,CLE,L,4,5,None,12-17,4, 5.5,Nagy,Darwin,Mesa,3:29,D,"42,365",-,None
"Monday, May 29",boxscore,TOR,None,DET,W,5,4,None,13-17,4, 5.5,Cone,Moore,Timlin,3:04,N,"39,294",+,None
"Tuesday, May 30",boxscore,TOR,None,DET,L,6,8,None,13-18,4, 6.5,Lira,Cox,Henneman,3:02,N,"39,711",-,None
