date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Wednesday, Apr 10",boxscore,MIN,None,CLE,W,5,3,None,1-1,3, 1.0,Kaat,McDowell,None,2:27,D,"6,996",+,None
"Friday, Apr 12",boxscore,MIN,@,KCA,L,0,6,None,1-2,5, 2.0,Rakow,Kralick,None,2:19,N,"6,462",-,None
"Saturday, Apr 13",boxscore,MIN,@,KCA,L,2,3,None,1-3,8, 2.0,Wickersham,Stigman,Wyatt,2:29,N,"6,556",--,None
"Sunday, Apr 14",boxscore,MIN,@,KCA,L,4,5,None,1-4,10, 3.0,Pena,Pascual,None,2:56,N,"10,378",---,None
"Tuesday, Apr 16",boxscore,MIN,None,LAA,W-wo,11,10,13,2-4,9, 2.0,Roland,Turley,None,4:41,D,"6,273",+,None
"Wednesday, Apr 17",boxscore,MIN,None,LAA,L,0,4,None,2-5,10, 3.0,Lee,Kralick,None,2:12,D,"4,850",-,None
"Thursday, Apr 18",boxscore,MIN,None,LAA,W,3,0,None,3-5,9, 2.5,Stigman,McBride,None,2:01,D,"5,220",+,None
"Friday, Apr 19",boxscore,MIN,@,CHW,L,1,3,None,3-6,8, 3.0,Pizarro,Pascual,None,2:14,N,"17,191",-,None
"Saturday, Apr 20",boxscore,MIN,@,CHW,L,7,10,None,3-7,10, 3.5,Baumann,Kaat,Wilhelm,3:03,D,"7,137",--,None
"Sunday, Apr 21",boxscore,MIN,@,CHW,W,7,0,None,4-7,10, 3.5,Roland,Fisher,None,2:35,D,None,+,None
"Sunday, Apr 21",boxscore,MIN,@,CHW,L,0,8,None,4-8,10, 3.5,Buzhardt,Kralick,None,2:33,D,"20,625",-,None
"Tuesday, Apr 23",boxscore,MIN,@,BAL,L,0,1,None,4-9,10, 4.5,Pappas,Stigman,None,2:02,N,"4,055",--,None
"Wednesday, Apr 24",boxscore,MIN,@,WSA,W,6,4,None,5-9,9, 4.0,Pascual,Bouldin,None,2:46,N,"2,423",+,None
"Thursday, Apr 25",boxscore,MIN,@,WSA,W,3,0,None,6-9,9, 3.5,Kralick,Stenhouse,None,2:06,N,"3,256",++,None
"Friday, Apr 26",boxscore,MIN,@,DET,W,7,5,None,7-9,8, 2.5,Roggenburk,Mossi,Moore,3:04,N,"14,583",+++,None
"Saturday, Apr 27",boxscore,MIN,@,DET,W,9,3,None,8-9,6, 2.5,Stigman,Regan,None,2:13,D,"6,546",++++,None
"Sunday, Apr 28",boxscore,MIN,@,DET,L,0,4,None,8-10,7, 3.5,Bunning,Kaat,None,2:33,D,"11,555",-,None
"Tuesday, Apr 30",boxscore,MIN,None,BAL,W,8,1,None,9-10,7, 3.0,Pascual,Barber,None,2:29,D,"5,635",+,None
"Wednesday, May 1",boxscore,MIN,None,BOS,L,5,14,None,9-11,7, 4.0,Wilson,Kralick,Radatz,3:20,D,"5,289",-,None
"Friday, May 3",boxscore,MIN,None,NYY,L,3,4,10,9-12,8, 4.5,Bouton,Stigman,None,2:40,N,"29,168",--,None
"Saturday, May 4",boxscore,MIN,None,NYY,L,2,3,None,9-13,8, 5.5,Williams,Kaat,Reniff,2:17,D,"31,667",---,None
"Sunday, May 5",boxscore,MIN,None,NYY,W,4,1,None,10-13,8, 4.5,Pascual,Terry,None,2:04,D,"37,615",+,None
"Monday, May 6",boxscore,MIN,@,LAA,L-wo,4,5,None,10-14,8, 4.5,Osinski,Moore,None,3:05,N,"5,129",-,None
"Tuesday, May 7",boxscore,MIN,@,LAA,L,0,2,None,10-15,8, 4.5,Turley,Perry,None,1:58,N,"6,315",--,None
"Wednesday, May 8",boxscore,MIN,@,LAA,L,3,4,None,10-16,10, 5.0,Nelson,Kaat,Fowler,2:10,N,"6,858",---,None
"Friday, May 10",boxscore,MIN,None,KCA,W,2,0,None,11-16,9, 5.5,Pascual,Pena,None,1:59,N,"11,276",+,None
"Saturday, May 11",boxscore,MIN,None,KCA,L,1,5,None,11-17,10, 6.5,Bowsfield,Roland,None,2:18,D,"11,879",-,None
"Sunday, May 12",boxscore,MIN,None,KCA,L,1,2,None,11-18,10, 7.0,Wickersham,Perry,Wyatt,2:08,D,"10,723",--,None
"Tuesday, May 14",boxscore,MIN,@,NYY,L,1,2,None,11-19,10, 7.5,Ford,Stigman,None,2:05,N,"14,507",---,None
"Wednesday, May 15",boxscore,MIN,@,NYY,L,3,4,None,11-20,10, 8.5,Stafford,Pascual,None,2:14,D,"14,177",----,None
"Friday, May 17",boxscore,MIN,@,CLE,W,11,4,None,12-20,9, 7.5,Perry,Bell,Moore,3:02,N,"6,905",+,None
"Saturday, May 18",boxscore,MIN,@,CLE,W,8,1,None,13-20,8, 6.5,Kaat,McDowell,None,2:07,D,"3,010",++,None
"Sunday, May 19",boxscore,MIN,@,CLE,L,4,6,None,13-21,9, 6.5,Ramos,Stigman,Allen,2:29,D,None,-,None
"Sunday, May 19",boxscore,MIN,@,CLE,W,7,6,None,14-21,9, 6.5,Moore,Latman,Sullivan,2:58,D,"9,112",+,None
"Monday, May 20",boxscore,MIN,@,BOS,W,6,5,None,15-21,8, 6.5,Pascual,Wilson,Dailey,2:36,N,"5,019",++,None
"Tuesday, May 21",boxscore,MIN,@,BOS,W,8,2,None,16-21,7, 6.5,Perry,Morehead,None,2:30,N,"11,899",+++,None
"Wednesday, May 22",boxscore,MIN,@,BOS,W,3,1,None,17-21,7, 6.5,Kaat,Earley,None,2:20,D,"3,285",++++,None
"Friday, May 24",boxscore,MIN,None,CHW,W-wo,8,6,None,18-21,7, 7.0,Stigman,Fisher,None,2:39,N,"26,765",+++++,None
"Saturday, May 25",boxscore,MIN,None,CHW,W,6,0,None,19-21,6, 7.0,Pascual,Pizarro,None,2:11,D,"18,194",++++++,None
"Sunday, May 26",boxscore,MIN,None,CHW,W,5,2,None,20-21,6, 7.5,Perry,Buzhardt,Dailey,2:15,D,"19,553",+++++++,None
