date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Tuesday, Apr 6",boxscore,SDP,None,COL,W,4,3,None,1-1,3, 1.0,Hitchcock,Astacio,Hoffman,2:45,D,"61,247",+,None
"Wednesday, Apr 7",boxscore,SDP,None,COL,W-wo,2,1,None,2-1,3, 1.0,Rivera,Jones,None,2:19,N,"32,751",++,None
"Thursday, Apr 8",boxscore,SDP,@,SFG,L,4,12,None,2-2,3, 2.0,Estes,Spencer,None,3:28,D,"57,430",-,None
"Friday, Apr 9",boxscore,SDP,@,SFG,L,3,8,None,2-3,3, 3.0,Brock,Clement,None,2:45,N,"15,795",--,None
"Saturday, Apr 10",boxscore,SDP,@,SFG,W,11,1,None,3-3,3, 2.0,Ashby,Gardner,None,2:49,D,"18,331",+,None
"Sunday, Apr 11",boxscore,SDP,@,SFG,L,6,8,None,3-4,3, 3.0,Johnstone,Rivera,Nen,3:11,D,"22,330",-,None
"Monday, Apr 12",boxscore,SDP,@,COL,W,8,5,11,4-4,3, 2.5,Wall,Veres,Reyes,3:22,D,"48,073",+,None
"Thursday, Apr 15",boxscore,SDP,@,COL,L,4,6,None,4-5,3, 2.5,Bohanon,Clement,Veres,3:00,D,"40,027",-,None
"Friday, Apr 16",boxscore,SDP,None,LAD,W,3,0,None,5-5,3, 1.5,Ashby,Brown,None,2:38,N,"48,943",+,None
"Saturday, Apr 17",boxscore,SDP,None,LAD,L,3,7,None,5-6,3, 2.5,Park,Reyes,None,2:50,N,"56,568",-,None
"Sunday, Apr 18",boxscore,SDP,None,LAD,W,4,3,None,6-6,3, 1.5,Miceli,Masaoka,Hoffman,2:40,D,"51,341",+,None
"Monday, Apr 19",boxscore,SDP,None,PIT,L,0,3,None,6-7,4, 2.5,Schourek,Spencer,Christiansen,2:39,N,"33,616",-,None
"Tuesday, Apr 20",boxscore,SDP,None,PIT,L,3,7,10,6-8,5, 2.5,Williams,Hoffman,None,3:30,N,"15,439",--,None
"Wednesday, Apr 21",boxscore,SDP,None,PIT,W,2,0,None,7-8,4, 2.5,Ashby,Schmidt,Hoffman,2:18,N,"13,928",+,None
"Friday, Apr 23",boxscore,SDP,None,ARI,L,6,10,None,7-9,5, 3.0,Benes,Hitchcock,None,3:02,N,"20,437",-,None
"Saturday, Apr 24",boxscore,SDP,None,ARI,W,7,2,None,8-9,4, 3.0,Williams,Daal,None,2:38,N,"61,674",+,None
"Sunday, Apr 25",boxscore,SDP,None,ARI,L,3,5,11,8-10,4, 4.0,Swindell,Miceli,Olson,3:23,D,"26,684",-,None
"Tuesday, Apr 27",boxscore,SDP,@,NYM,W,6,2,None,9-10,4, 4.0,Ashby,Yoshii,None,3:13,N,"25,113",+,None
"Wednesday, Apr 28",boxscore,SDP,@,NYM,L-wo,3,4,None,9-11,4, 5.0,Wendell,Hoffman,None,3:07,N,"22,581",-,None
"Thursday, Apr 29",boxscore,SDP,@,NYM,L,5,8,None,9-12,5, 6.0,Cook,Boehringer,Franco,2:56,D,"18,442",--,None
"Friday, Apr 30",boxscore,SDP,@,CHC,L,5,6,None,9-13,5, 6.0,Mulholland,Spencer,Beck,2:23,D,"24,187",---,None
"Saturday, May 1",boxscore,SDP,@,CHC,L,1,2,None,9-14,5, 6.0,Tapani,Clement,Heredia,2:26,D,"38,956",----,None
"Sunday, May 2",boxscore,SDP,@,CHC,L,2,3,None,9-15,5, 6.0,Myers,Rivera,Beck,2:44,D,"38,486",-----,None
"Monday, May 3",boxscore,SDP,@,PHI,W,9,3,None,10-15,5, 5.0,Hitchcock,Ogea,None,3:13,N,"11,032",+,None
"Tuesday, May 4",boxscore,SDP,@,PHI,L,0,3,None,10-16,5, 6.0,Loewer,Williams,None,2:14,N,"15,183",-,None
"Wednesday, May 5",boxscore,SDP,@,PHI,L,1,11,None,10-17,5, 6.0,Byrd,Spencer,None,2:23,D,"18,229",--,None
"Friday, May 7",boxscore,SDP,None,ATL,W,4,3,None,11-17,5, 6.0,Boehringer,Rocker,Hoffman,2:28,N,"26,765",+,None
"Saturday, May 8",boxscore,SDP,None,ATL,L,1,11,None,11-18,5, 7.0,Glavine,Ashby,None,2:45,N,"52,973",-,None
"Sunday, May 9",boxscore,SDP,None,ATL,W,5,0,None,12-18,5, 6.0,Hitchcock,Maddux,None,2:22,D,"23,711",+,None
