date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Tuesday, Apr 3",boxscore,MIL,@,HOU,L,3,11,None,0-2,6, 1.5,Elarton,Haynes,None,2:59,D,"36,526",--,None
"Wednesday, Apr 4",boxscore,MIL,@,HOU,L-wo,6,8,12,0-3,6, 2.5,Powell,Leskanic,None,4:01,N,"25,092",---,None
"Thursday, Apr 5",boxscore,MIL,@,HOU,L,2,8,None,0-4,6, 3.5,Miller,Sheets,None,2:29,N,"24,055",----,None
"Friday, Apr 6",boxscore,MIL,None,CIN,W,5,4,None,1-4,6, 3.5,Weathers,Reyes,None,2:54,N,"42,024",+,None
"Saturday, Apr 7",boxscore,MIL,None,CIN,W,6,1,None,2-4,5, 2.5,Wright,Harnisch,None,2:56,D,"40,651",++,None
"Sunday, Apr 8",boxscore,MIL,None,CIN,W,8,4,None,3-4,5, 1.5,Haynes,Fernandez,None,3:00,D,"34,077",+++,None
"Tuesday, Apr 10",boxscore,MIL,None,HOU,L,0,3,None,3-5,5, 2.5,Lima,Leskanic,Wagner,2:37,N,"23,577",-,None
"Wednesday, Apr 11",boxscore,MIL,None,HOU,L,1,7,None,3-6,5, 3.5,Miller,Sheets,None,2:23,N,"26,021",--,None
"Thursday, Apr 12",boxscore,MIL,None,HOU,W,12,4,None,4-6,5, 2.5,D'Amico,Dotel,None,3:03,D,"23,599",+,None
"Friday, Apr 13",boxscore,MIL,None,SFG,L,3,7,None,4-7,6, 3.5,Rueter,Wright,None,3:09,N,"34,998",-,None
"Saturday, Apr 14",boxscore,MIL,None,SFG,W,11,6,None,5-7,5, 3.5,DeJean,Gardner,None,3:12,N,"42,080",+,None
"Sunday, Apr 15",boxscore,MIL,None,SFG,W,7,4,None,6-7,5, 2.5,Rigdon,Ortiz,Leskanic,2:48,D,"25,981",++,None
"Tuesday, Apr 17",boxscore,MIL,@,CIN,L,2,3,None,6-8,4, 2.5,Sullivan,Cunnane,Graves,2:54,N,"15,729",-,None
"Wednesday, Apr 18",boxscore,MIL,@,CIN,W,7,4,None,7-8,4, 3.0,Wright,Harnisch,Weathers,3:09,N,"16,837",+,None
"Friday, Apr 20",boxscore,MIL,@,SFG,L,1,3,None,7-9,4, 4.0,Ortiz,Haynes,Nen,2:19,N,"41,059",-,None
"Saturday, Apr 21",boxscore,MIL,@,SFG,W,6,3,None,8-9,4, 4.0,Rigdon,Gardner,Weathers,2:53,D,"41,059",+,None
"Sunday, Apr 22",boxscore,MIL,@,SFG,L,4,6,None,8-10,4, 4.0,Estes,D'Amico,Nen,3:25,D,"41,059",-,None
"Tuesday, Apr 24",boxscore,MIL,None,NYM,W,6,4,None,9-10,4, 3.0,DeJean,Wall,Leskanic,3:08,N,"27,404",+,None
"Wednesday, Apr 25",boxscore,MIL,None,NYM,W,7,2,None,10-10,4, 2.0,Haynes,Trachsel,Weathers,2:48,N,"30,353",++,None
"Thursday, Apr 26",boxscore,MIL,None,NYM,W,12,8,None,11-10,4, 2.0,Fox,Hinchliffe,None,3:28,D,"25,233",+++,None
"Friday, Apr 27",boxscore,MIL,None,MON,L,1,6,None,11-11,4, 3.0,Thurman,Leiter,None,2:39,N,"26,350",-,None
"Saturday, Apr 28",boxscore,MIL,None,MON,W,8,4,None,12-11,4, 2.0,Sheets,Peters,None,2:45,D,"40,877",+,None
"Sunday, Apr 29",boxscore,MIL,None,MON,W,10,0,None,13-11,3, 2.0,Wright,Vazquez,None,2:33,D,"32,700",++,None
"Tuesday, May 1",boxscore,MIL,@,ATL,W,5,3,None,14-11,3, 1.0,Haynes,Millwood,Leskanic,2:28,N,"24,922",+++,None
"Wednesday, May 2",boxscore,MIL,@,ATL,L,0,1,None,14-12,3, 2.0,Maddux,Rigdon,None,2:07,N,"24,802",-,None
"Thursday, May 3",boxscore,MIL,@,ATL,W,5,0,None,15-12,2, 1.0,Sheets,Burkett,None,2:43,N,"26,411",+,None
"Friday, May 4",boxscore,MIL,@,FLA,L,6,9,None,15-13,2, 2.0,Dempster,Wright,Alfonseca,2:50,N,"11,108",-,None
"Saturday, May 5",boxscore,MIL,@,FLA,W,8,2,None,16-13,2, 2.0,Leiter,Clement,None,2:37,N,"17,253",+,None
"Sunday, May 6",boxscore,MIL,@,FLA,L,1,5,None,16-14,3, 3.0,Smith,Haynes,None,2:25,D,"10,095",-,None
"Monday, May 7",boxscore,MIL,None,CHC,L,6,7,None,16-15,3, 4.0,Van Poppel,Weathers,Gordon,3:10,N,"30,239",--,None
"Tuesday, May 8",boxscore,MIL,None,CHC,W,4,1,None,17-15,2, 3.0,Sheets,Wood,Leskanic,2:26,N,"26,751",+,None
"Wednesday, May 9",boxscore,MIL,None,CHC,L,3,6,None,17-16,4, 4.0,Tapani,Wright,Gordon,2:42,N,"30,616",-,None
"Thursday, May 10",boxscore,MIL,None,CHC,W,11,1,None,18-16,3, 3.0,Levrault,Tavarez,DeJean,3:01,D,"36,149",+,None
"Friday, May 11",boxscore,MIL,None,PIT,L,0,3,None,18-17,4, 3.0,Schmidt,Haynes,Williams,2:33,N,"31,525",-,None
"Saturday, May 12",boxscore,MIL,None,PIT,W-wo,5,4,12,19-17,3, 2.0,Leskanic,Beimel,None,4:13,N,"42,004",+,None
"Sunday, May 13",boxscore,MIL,None,PIT,W,4,1,None,20-17,3, 1.5,Sheets,Anderson,None,2:29,D,"30,084",++,None
"Monday, May 14",boxscore,MIL,None,PIT,W,11,8,None,21-17,3, 1.0,Wright,Wengert,Leskanic,3:17,D,"26,974",+++,None
"Tuesday, May 15",boxscore,MIL,@,PHI,W,14,10,10,22-17,2, 1.0,Leskanic,Bottalico,None,3:38,N,"12,307",++++,None
"Wednesday, May 16",boxscore,MIL,@,PHI,W,6,1,None,23-17,2, 1.0,Haynes,Chen,None,2:46,N,"12,105",+++++,None
"Thursday, May 17",boxscore,MIL,@,PHI,L-wo,1,2,12,23-18,3, 2.0,Gomes,DeJean,None,3:31,N,"12,433",-,None
"Saturday, May 19",boxscore,MIL,@,PIT,L,1,6,None,23-19,3, 1.5,Anderson,Sheets,None,2:46,N,"37,857",--,None
"Sunday, May 20",boxscore,MIL,@,PIT,L,7,8,None,23-20,3, 2.5,Manzanillo,Weathers,Williams,2:38,D,"35,728",---,None
"Tuesday, May 22",boxscore,MIL,None,STL,W,5,0,None,24-20,2, 1.5,Haynes,Kile,None,2:37,N,"30,200",+,None
"Wednesday, May 23",boxscore,MIL,None,STL,W,7,3,None,25-20,2, 0.5,Rigdon,Morris,None,3:23,N,"34,613",++,None
"Thursday, May 24",boxscore,MIL,None,STL,L,4,7,None,25-21,3, 1.5,Matthews,Sheets,None,2:55,D,"40,313",-,None
"Friday, May 25",boxscore,MIL,@,CHC,L,0,1,None,25-22,3, 2.5,Wood,Levrault,None,1:57,D,"26,526",--,None
"Sunday, May 27",boxscore,MIL,@,CHC,L,1,4,None,25-23,3, 3.0,Tapani,Haynes,Gordon,2:22,D,"39,095",---,None
"Monday, May 28",boxscore,MIL,@,STL,L,2,6,None,25-24,3, 4.0,Morris,Rigdon,Christiansen,3:01,D,"42,455",----,None
"Tuesday, May 29",boxscore,MIL,@,STL,W,7,0,None,26-24,3, 4.0,Sheets,Matthews,None,2:39,N,"39,088",+,None
"Wednesday, May 30",boxscore,MIL,@,STL,W,11,1,5,27-24,3, 4.0,Levrault,Benes,None,1:47,N,"29,842",++,None
"Thursday, May 31",boxscore,MIL,@,STL,W,6,2,None,28-24,3, 3.5,Peterson,Hermanson,None,2:23,N,"30,928",+++,None
"Friday, Jun 1",boxscore,MIL,None,CHC,L,3,4,None,28-25,3, 4.5,Wood,Haynes,Gordon,2:58,N,"42,392",-,None
"Saturday, Jun 2",boxscore,MIL,None,CHC,L,4,10,None,28-26,4, 5.5,Tapani,Rigdon,None,3:16,N,"43,400",--,None
"Sunday, Jun 3",boxscore,MIL,None,CHC,W,4,2,None,29-26,3, 4.5,Sheets,Tavarez,Leskanic,3:07,D,"42,385",+,None
"Tuesday, Jun 5",boxscore,MIL,None,CIN,L,3,4,13,29-27,3, 5.5,Wohlers,Cunnane,Nichting,4:15,N,"30,766",-,None
"Wednesday, Jun 6",boxscore,MIL,None,CIN,L,3,6,None,29-28,3, 6.5,Dessens,Haynes,Graves,3:18,N,"35,816",--,None
"Friday, Jun 8",boxscore,MIL,@,DET,L,4,9,None,29-29,4, 7.0,Weaver,Rigdon,None,3:23,N,"27,770",---,None
"Saturday, Jun 9",boxscore,MIL,@,DET,L-wo,5,6,None,29-30,4, 8.0,Anderson,Leskanic,None,2:52,N,"26,276",----,None
"Sunday, Jun 10",boxscore,MIL,@,DET,W,8,3,None,30-30,4, 7.0,Wright,Holt,None,2:51,D,"23,070",+,None
"Tuesday, Jun 12",boxscore,MIL,@,CLE,W,4,2,None,31-30,3, 7.0,Fox,Shuey,Leskanic,2:35,N,"39,192",++,None
"Wednesday, Jun 13",boxscore,MIL,@,CLE,L-wo,2,5,10,31-31,3, 7.0,Wickman,Fox,None,3:47,D,"35,679",-,None
"Thursday, Jun 14",boxscore,MIL,@,CLE,W,9,4,None,32-31,2, 6.0,Sheets,Nagy,None,3:05,N,"41,610",+,None
"Friday, Jun 15",boxscore,MIL,None,KCR,L,2,4,None,32-32,3, 7.0,Byrd,Peterson,Hernandez,2:38,N,"39,005",-,None
"Saturday, Jun 16",boxscore,MIL,None,KCR,L,1,4,None,32-33,4, 8.0,Reichert,Haynes,Hernandez,2:28,N,"43,060",--,None
"Sunday, Jun 17",boxscore,MIL,None,KCR,W,5,2,None,33-33,3, 8.0,Wright,Stein,Leskanic,2:42,D,"42,554",+,None
"Monday, Jun 18",boxscore,MIL,@,CIN,W,6,4,None,34-33,3, 7.0,Levrault,Reith,Leskanic,2:46,N,"21,543",++,None
"Tuesday, Jun 19",boxscore,MIL,@,CIN,W,10,8,None,35-33,3, 6.0,Sheets,Acevedo,King,3:15,N,"20,321",+++,None
"Wednesday, Jun 20",boxscore,MIL,@,CIN,L,3,11,None,35-34,4, 7.0,Reitsma,Cunnane,None,2:34,D,"24,418",-,None
"Friday, Jun 22",boxscore,MIL,@,CHC,W,2,1,None,36-34,3, 6.5,Weathers,Wood,Leskanic,2:43,D,"39,703",+,None
"Saturday, Jun 23",boxscore,MIL,@,CHC,W,4,0,None,37-34,3, 5.5,Wright,Tapani,None,2:29,D,"40,460",++,None
"Sunday, Jun 24",boxscore,MIL,@,CHC,W,6,3,None,38-34,3, 4.5,Sheets,Bere,Leskanic,3:04,D,"38,501",+++,None
"Monday, Jun 25",boxscore,MIL,@,PIT,L,4,6,None,38-35,4, 5.5,Williams,Levrault,Williams,2:38,N,"22,470",-,None
"Tuesday, Jun 26",boxscore,MIL,@,PIT,L-wo,6,7,12,38-36,4, 6.5,Olivares,King,None,3:59,N,"24,120",--,None
"Wednesday, Jun 27",boxscore,MIL,@,PIT,L,2,6,None,38-37,4, 6.5,Schmidt,Haynes,None,2:40,N,"25,756",---,None
"Thursday, Jun 28",boxscore,MIL,@,PIT,L,0,1,None,38-38,4, 6.5,Ritchie,Wright,Williams,2:46,D,"36,390",----,None
"Friday, Jun 29",boxscore,MIL,None,HOU,W,6,1,None,39-38,4, 6.5,Sheets,Reynolds,None,2:56,N,"40,069",+,None
"Saturday, Jun 30",boxscore,MIL,None,HOU,L,4,7,None,39-39,4, 6.5,Oswalt,Levrault,None,2:56,N,"42,529",-,None
"Sunday, Jul 1",boxscore,MIL,None,HOU,L,1,6,None,39-40,4, 7.5,Miller,Rigdon,None,3:08,D,"38,485",--,None
"Monday, Jul 2",boxscore,MIL,None,HOU,L,4,6,None,39-41,4, 8.0,Redding,Haynes,Wagner,2:42,N,"33,182",---,None
"Tuesday, Jul 3",boxscore,MIL,None,STL,W,2,0,None,40-41,3, 8.0,Wright,Kline,Weathers,2:44,D,"38,375",+,None
"Wednesday, Jul 4",boxscore,MIL,None,STL,L,2,7,None,40-42,4, 8.0,Matthews,Sheets,None,2:55,N,"31,572",-,None
"Thursday, Jul 5",boxscore,MIL,None,STL,L,2,5,None,40-43,4, 9.0,Kile,Peterson,Timlin,2:47,D,"42,586",--,None
"Friday, Jul 6",boxscore,MIL,@,SFG,L-wo,2,3,11,40-44,4, 10.0,Zerbe,Leskanic,None,3:31,N,"41,604",---,None
"Saturday, Jul 7",boxscore,MIL,@,SFG,W,13,3,None,41-44,4, 10.0,Haynes,Estes,Buddie,3:08,D,"41,707",+,None
"Sunday, Jul 8",boxscore,MIL,@,SFG,W,6,4,13,42-44,4, 9.0,DeJean,Boehringer,None,4:37,D,"41,780",++,None
"Thursday, Jul 12",boxscore,MIL,None,MIN,L,5,13,None,42-45,4, 10.0,Lohse,Haynes,None,2:47,N,"30,920",-,None
"Friday, Jul 13",boxscore,MIL,None,MIN,W,6,3,None,43-45,3, 9.0,Levrault,Radke,None,2:21,N,"41,748",+,None
"Saturday, Jul 14",boxscore,MIL,None,MIN,L,3,5,None,43-46,4, 9.0,Wells,Weathers,Hawkins,3:05,N,"43,624",-,None
"Sunday, Jul 15",boxscore,MIL,None,CHW,L,2,3,None,43-47,4, 10.0,Biddle,Sheets,Foulke,2:26,D,"42,455",--,None
"Monday, Jul 16",boxscore,MIL,None,CHW,L,5,6,None,43-48,4, 10.0,Baldwin,King,Foulke,3:20,N,"42,487",---,None
"Tuesday, Jul 17",boxscore,MIL,None,CHW,L,4,8,None,43-49,4, 11.0,Wells,Haynes,Garland,2:58,D,"40,332",----,None
"Wednesday, Jul 18",boxscore,MIL,@,LAD,L,0,5,None,43-50,4, 12.0,Park,Levrault,None,2:29,N,"32,844",-----,None
"Thursday, Jul 19",boxscore,MIL,@,LAD,L,6,8,None,43-51,4, 12.0,Herges,Weathers,Shaw,3:05,D,"34,613",------,None
"Friday, Jul 20",boxscore,MIL,@,SDP,L,2,11,None,43-52,4, 12.0,Hitchcock,Sheets,None,2:45,N,"24,924",-------,None
"Saturday, Jul 21",boxscore,MIL,@,SDP,L,3,5,None,43-53,4, 13.0,Tollberg,Suzuki,Hoffman,2:38,N,"36,321",--------,None
"Sunday, Jul 22",boxscore,MIL,@,SDP,L,0,4,None,43-54,4, 13.0,Jones,Haynes,None,2:39,D,"21,883",---------,None
"Monday, Jul 23",boxscore,MIL,None,LAD,L,1,3,None,43-55,4, 14.0,Park,Levrault,Shaw,2:55,N,"42,132",----------,None
"Tuesday, Jul 24",boxscore,MIL,None,LAD,L,2,7,None,43-56,4, 15.0,Springer,Wright,None,3:15,N,"34,444",-----------,None
"Wednesday, Jul 25",boxscore,MIL,None,LAD,W-wo,4,3,None,44-56,4, 15.0,Weathers,Herges,None,2:41,D,"39,223",+,None
