date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Friday, Apr 9",boxscore,BAL,None,DET,W,6,5,None,2-0,1,up 0.5,Hall,Niekro,None,2:29,N,"9,442",++,None
"Saturday, Apr 10",boxscore,BAL,None,DET,W-wo,2,1,None,3-0,1,up 1.0,Palmer,Lolich,None,2:02,D,"5,274",+++,None
"Sunday, Apr 11",boxscore,BAL,None,DET,L,4,5,11,3-1,1,up 0.5,Timmermann,Richert,Scherman,3:11,D,None,-,None
"Sunday, Apr 11",boxscore,BAL,None,DET,W,9,3,None,4-1,1,up 0.5,McNally,Kilkenny,None,2:22,N,"18,624",+,None
"Wednesday, Apr 14",boxscore,BAL,@,CLE,W,3,0,None,5-1,1,up 1.5,Cuellar,McDowell,None,2:09,D,"4,676",++,None
"Thursday, Apr 15",boxscore,BAL,@,CLE,W,6,4,10,6-1,1,up 2.5,Palmer,Machemehl,Watt,3:06,D,"4,461",+++,None
"Friday, Apr 16",boxscore,BAL,None,NYY,W,6,1,None,7-1,1,up 3.0,Dobson,Kline,None,2:01,N,"7,465",++++,None
"Saturday, Apr 17",boxscore,BAL,None,NYY,L,3,5,10,7-2,1,up 2.5,Peterson,Richert,None,2:40,N,"6,555",-,None
"Sunday, Apr 18",boxscore,BAL,None,NYY,W,11,6,None,8-2,1,up 3.0,Hall,Bahnsen,None,2:55,D,"30,427",+,None
"Tuesday, Apr 20",boxscore,BAL,@,DET,L-wo,6,7,None,8-3,1,up 2.0,Timmermann,Dukes,None,2:59,N,"18,509",-,None
"Wednesday, Apr 21",boxscore,BAL,@,DET,L,1,5,None,8-4,1,up 1.0,Lolich,Dobson,None,2:16,N,"14,800",--,None
"Friday, Apr 23",boxscore,BAL,@,CAL,W,8,2,None,9-4,1,up 1.5,McNally,Wright,None,2:05,N,"13,644",+,None
"Saturday, Apr 24",boxscore,BAL,@,CAL,L-wo,4,7,None,9-5,1,up 0.5,Allen,Hall,None,2:07,N,"12,590",-,None
"Sunday, Apr 25",boxscore,BAL,@,CAL,W,7,1,None,10-5,1,up 0.5,Palmer,Maloney,None,2:14,D,"28,328",+,None
"Monday, Apr 26",boxscore,BAL,@,OAK,L,0,1,None,10-6,1, Tied,Blue,Dobson,None,2:07,N,"6,998",-,None
"Tuesday, Apr 27",boxscore,BAL,@,OAK,W,6,2,None,11-6,1,up 1.0,McNally,Segui,None,2:45,N,"5,502",+,None
"Wednesday, Apr 28",boxscore,BAL,@,OAK,L-wo,4,5,None,11-7,1, Tied,Hunter,Hall,None,2:28,N,"4,109",-,None
"Thursday, Apr 29",boxscore,BAL,@,OAK,W,3,2,None,12-7,1,up 0.5,Palmer,Fingers,None,2:11,D,"3,320",+,None
"Friday, Apr 30",boxscore,BAL,@,KCR,L-wo,4,5,None,12-8,2, 0.5,Abernathy,Dukes,None,2:21,N,"9,432",-,None
"Saturday, May 1",boxscore,BAL,@,KCR,L,2,5,None,12-9,2, 0.5,Bunker,McNally,Abernathy,2:29,D,"8,151",--,None
"Sunday, May 2",boxscore,BAL,@,KCR,W,5,3,None,13-9,2, 1.0,Cuellar,Wright,None,2:25,D,"29,120",+,None
"Tuesday, May 4",boxscore,BAL,None,CAL,W,4,1,None,14-9,2, 1.0,Palmer,Murphy,None,2:19,N,"6,415",++,None
"Thursday, May 6",boxscore,BAL,None,CAL,W,3,1,None,15-9,2, 0.5,McNally,Messersmith,None,1:59,N,None,+++,None
"Thursday, May 6",boxscore,BAL,None,CAL,W,3,1,None,16-9,2, 0.5,Dobson,Allen,None,2:23,N,"5,786",++++,1971-05-05 (Rain)
"Sunday, May 9",boxscore,BAL,None,OAK,L,2,6,None,16-10,2, 2.0,Hunter,Cuellar,None,2:22,D,None,-,None
"Sunday, May 9",boxscore,BAL,None,OAK,L,1,2,None,16-11,2, 2.0,Blue,Palmer,None,2:07,D,"43,307",--,1971-05-07 (Rain)
"Monday, May 10",boxscore,BAL,None,KCR,L,1,4,None,16-12,2, 2.5,Dal Canton,McNally,None,2:20,N,"5,577",---,None
"Tuesday, May 11",boxscore,BAL,None,KCR,W-wo,5,4,10,17-12,2, 2.5,Watt,Abernathy,None,3:07,N,"4,979",+,None
"Wednesday, May 12",boxscore,BAL,None,KCR,W,6,0,None,18-12,2, 1.5,Cuellar,Hedlund,None,2:07,N,"5,900",++,None
"Friday, May 14",boxscore,BAL,@,BOS,L,0,2,None,18-13,2, 2.5,Siebert,Palmer,None,2:09,N,"33,941",-,None
"Saturday, May 15",boxscore,BAL,@,BOS,W,7,4,None,19-13,2, 1.5,McNally,Nagy,Richert,3:01,D,"28,480",+,None
"Monday, May 17",boxscore,BAL,@,NYY,L,3,6,None,19-14,2, 2.5,Stottlemyre,Dobson,Aker,2:18,N,"15,378",-,None
"Tuesday, May 18",boxscore,BAL,@,NYY,W,6,2,None,20-14,2, 2.5,Cuellar,Peterson,None,1:55,N,"14,700",+,None
"Wednesday, May 19",boxscore,BAL,@,WSA,W,4,1,None,21-14,2, 2.5,Palmer,Thompson,None,2:11,N,"6,833",++,None
"Friday, May 21",boxscore,BAL,None,BOS,L,4,8,10,21-15,2, 4.0,Tatum,Hall,None,2:35,N,"17,528",-,None
"Saturday, May 22",boxscore,BAL,None,BOS,W,5,2,None,22-15,2, 3.0,Cuellar,Culp,None,1:58,D,"9,855",+,None
"Sunday, May 23",boxscore,BAL,None,BOS,W,12,3,None,23-15,2, 3.0,Palmer,Peters,None,2:09,D,None,++,None
"Sunday, May 23",boxscore,BAL,None,BOS,L,1,2,None,23-16,2, 3.0,Siebert,McNally,Lyle,2:02,D,"40,267",-,None
"Wednesday, May 26",boxscore,BAL,None,CLE,W,3,2,None,24-16,2, 2.0,Cuellar,Hand,None,2:13,N,"8,865",+,None
"Thursday, May 27",boxscore,BAL,None,CLE,L,5,10,None,24-17,2, 3.0,Dunning,Dukes,Hennigan,3:02,N,"6,054",-,None
"Friday, May 28",boxscore,BAL,@,MIN,L,6,7,None,24-18,2, 4.0,Perry,McNally,Hall,2:57,N,"13,737",--,None
"Saturday, May 29",boxscore,BAL,@,MIN,W,11,8,None,25-18,2, 3.0,Boswell,Corbin,Watt,3:20,D,"12,796",+,None
"Sunday, May 30",boxscore,BAL,@,MIN,W,6,5,None,26-18,2, 2.5,Cuellar,Blyleven,Watt,2:47,D,"17,594",++,None
"Monday, May 31",boxscore,BAL,@,CHW,L,0,1,None,26-19,2, 1.5,John,Palmer,None,1:52,D,None,-,None
"Monday, May 31",boxscore,BAL,@,CHW,W,11,3,None,27-19,2, 1.5,McNally,Horlen,Dukes,2:41,D,"19,588",+,None
"Wednesday, Jun 2",boxscore,BAL,@,CHW,W,3,2,12,28-19,1, Tied,Hall,Romo,Dukes,3:22,N,"9,547",++,None
"Friday, Jun 4",boxscore,BAL,@,MIL,W,2,0,None,29-19,2, 0.5,Cuellar,Krausse,None,2:07,N,"11,633",+++,None
"Saturday, Jun 5",boxscore,BAL,@,MIL,W,12,4,None,30-19,1,up 0.5,Palmer,Hannan,None,2:41,D,"14,117",++++,None
"Sunday, Jun 6",boxscore,BAL,@,MIL,W,4,3,None,31-19,1,up 1.5,McNally,Pattin,Watt,2:29,D,"11,605",+++++,None
"Tuesday, Jun 8",boxscore,BAL,None,MIN,W,8,2,None,32-19,1,up 1.5,Dobson,Blyleven,None,2:27,N,"12,255",++++++,None
"Wednesday, Jun 9",boxscore,BAL,None,MIN,W-wo,2,1,10,33-19,1,up 2.5,Cuellar,Kaat,None,2:28,N,"11,216",+++++++,None
"Thursday, Jun 10",boxscore,BAL,None,MIN,W,12,0,None,34-19,1,up 3.0,Palmer,Perry,None,2:40,N,"10,952",++++++++,None
"Friday, Jun 11",boxscore,BAL,None,CHW,W,8,5,None,35-19,1,up 4.0,McNally,Horlen,Richert,2:35,N,"15,959",+++++++++,None
"Saturday, Jun 12",boxscore,BAL,None,CHW,L,3,7,None,35-20,1,up 4.0,Wood,Dobson,Romo,2:30,N,"21,586",-,None
"Sunday, Jun 13",boxscore,BAL,None,CHW,W,2,1,None,36-20,1,up 4.5,Cuellar,John,None,2:04,D,"14,418",+,None
"Tuesday, Jun 15",boxscore,BAL,None,MIL,L,5,6,None,36-21,1,up 4.0,Sanders,Richert,None,2:42,N,"6,499",-,None
"Wednesday, Jun 16",boxscore,BAL,None,MIL,W,8,3,None,37-21,1,up 4.0,McNally,Pattin,None,2:10,N,"6,302",+,None
