date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Tuesday, Apr 16",boxscore,BAL,None,BOS,L,2,4,None,1-1,5, 0.5,Brewer,Wight,Delock,2:40,D,"38,227",-,None
"Thursday, Apr 18",boxscore,BAL,@,WSH,L,4,6,None,1-2,6, 1.5,Ramos,Moore,None,2:50,N,"4,675",--,None
"Saturday, Apr 20",boxscore,BAL,@,WSH,L,4,6,None,1-3,7, 2.5,Pascual,Johnson,Hyde,2:23,D,"4,273",---,None
"Sunday, Apr 21",boxscore,BAL,@,WSH,W,11,9,10,2-3,7, 3.0,Zuverink,Hyde,Consuegra,3:50,D,None,+,None
"Sunday, Apr 21",boxscore,BAL,@,WSH,L-wo,2,3,11,2-4,7, 3.0,Hyde,Zuverink,None,2:46,D,"9,209",-,None
"Monday, Apr 22",boxscore,BAL,@,BOS,W,7,5,None,3-4,4, 2.5,Fornieles,Brewer,None,2:58,D,"6,982",+,None
"Tuesday, Apr 23",boxscore,BAL,@,BOS,L,1,3,None,3-5,7, 2.5,Sullivan,Loes,None,2:06,D,"6,594",-,None
"Wednesday, Apr 24",boxscore,BAL,@,NYY,L,2,3,None,3-6,7, 3.0,Grim,Johnson,None,1:57,D,"12,914",--,None
"Friday, Apr 26",boxscore,BAL,None,WSH,W,4,3,None,4-6,5, 3.5,Moore,Pascual,None,2:13,N,"15,794",+,None
"Saturday, Apr 27",boxscore,BAL,None,WSH,W,4,0,None,5-6,5, 2.5,Fornieles,Stobbs,None,1:55,D,"7,741",++,None
"Sunday, Apr 28",boxscore,BAL,None,WSH,L,6,7,10,5-7,5, 3.0,Byerly,Johnson,Clevenger,3:11,D,None,-,None
"Sunday, Apr 28",boxscore,BAL,None,WSH,W,3,2,None,6-7,5, 3.0,Brown,Abernathy,O'Dell,2:08,D,"18,219",+,None
"Tuesday, Apr 30",boxscore,BAL,@,CHW,L,1,6,None,6-8,6, 4.0,Pierce,Moore,None,2:17,D,"4,470",-,None
"Wednesday, May 1",boxscore,BAL,@,CHW,L,3,9,None,6-9,6, 5.0,Harshman,Loes,Howell,2:21,D,"4,502",--,None
"Saturday, May 4",boxscore,BAL,@,DET,L,0,3,None,6-10,7, 6.0,Maas,Fornieles,None,2:22,N,"20,493",---,None
"Sunday, May 5",boxscore,BAL,@,DET,L,1,3,None,6-11,7, 6.0,Lary,Johnson,None,2:15,D,"14,329",----,None
"Monday, May 6",boxscore,BAL,@,DET,W,8,6,13,7-11,7, 5.5,Zuverink,Crimian,None,3:27,D,"3,939",+,None
"Tuesday, May 7",boxscore,BAL,@,KCA,L-wo,2,3,10,7-12,7, 5.5,Trucks,Brown,None,2:27,N,"13,159",-,None
"Wednesday, May 8",boxscore,BAL,@,KCA,W,11,2,None,8-12,7, 4.5,Loes,Kellner,None,2:32,N,"13,000",+,None
"Friday, May 10",boxscore,BAL,None,NYY,W,4,1,None,9-12,7, 4.5,Johnson,Kucks,None,2:31,N,"31,195",++,None
"Saturday, May 11",boxscore,BAL,None,NYY,L,4,6,None,9-13,7, 5.0,Grim,Fornieles,Ditmar,3:05,N,"25,516",-,None
"Sunday, May 12",boxscore,BAL,None,NYY,L,3,4,None,9-14,7, 6.0,Grim,Brown,None,2:25,D,"20,893",--,None
"Wednesday, May 15",boxscore,BAL,None,CLE,L,8,11,16,9-15,7, 7.0,McLish,Fornieles,None,4:43,N,"12,978",---,None
"Thursday, May 16",boxscore,BAL,None,CLE,L,3,4,10,9-16,7, 8.0,Wynn,Loes,Mossi,2:42,N,"5,876",----,None
"Friday, May 17",boxscore,BAL,None,CHW,L,2,3,None,9-17,7, 9.0,Donovan,Ceccarelli,LaPalme,2:15,N,"9,923",-----,None
"Saturday, May 18",boxscore,BAL,None,CHW,T,4,4,None,9-17,7, 9.0,None,None,None,3:20,D,"9,455",-----,None
"Sunday, May 19",boxscore,BAL,None,KCA,W,10,2,None,10-17,7, 9.0,Loes,Morgan,None,2:12,D,None,+,None
"Sunday, May 19",boxscore,BAL,None,KCA,T,0,0,6,10-17,7, 9.0,None,None,None,1:35,D,"7,674",+,None
"Monday, May 20",boxscore,BAL,None,KCA,W,2,0,None,11-17,7, 8.5,Johnson,Garver,None,2:14,N,"3,913",++,None
"Tuesday, May 21",boxscore,BAL,None,DET,L,1,2,16,11-18,7, 9.5,Foytack,Fornieles,None,4:29,N,"7,394",-,None
"Wednesday, May 22",boxscore,BAL,None,DET,W-wo,4,3,10,12-18,7, 9.5,Zuverink,Lary,None,2:33,N,"7,488",+,None
