date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Wednesday, Apr 6",boxscore,WSN,@,PHI,W,7,3,None,1-1,1, Tied,Eischen,Worrell,None,2:39,N,"23,435",+,None
"Thursday, Apr 7",boxscore,WSN,@,PHI,W,5,4,10,2-1,1, Tied,Cordero,Cormier,None,2:53,D,"21,693",++,None
"Friday, Apr 8",boxscore,WSN,@,FLA,L,0,9,None,2-2,2, 1.0,Willis,Ohka,None,2:23,N,"19,327",-,None
"Saturday, Apr 9",boxscore,WSN,@,FLA,W,3,2,10,3-2,2, 1.0,Cordero,Alfonseca,None,2:45,N,"30,739",+,None
"Sunday, Apr 10",boxscore,WSN,@,FLA,L,0,8,None,3-3,2, 1.0,Beckett,Patterson,None,2:29,D,"25,089",-,None
"Monday, Apr 11",boxscore,WSN,@,ATL,L,2,11,None,3-4,3, 2.0,Hampton,Day,None,2:31,N,"16,584",--,None
"Tuesday, Apr 12",boxscore,WSN,@,ATL,W,4,3,None,4-4,2, 1.0,Ayala,Kolb,Cordero,2:26,N,"20,122",+,None
"Wednesday, Apr 13",boxscore,WSN,@,ATL,W,11,4,None,5-4,1, Tied,Ohka,Thomson,None,2:57,D,"19,093",++,None
"Thursday, Apr 14",boxscore,WSN,None,ARI,W,5,3,None,6-4,1,up 0.5,Hernandez,Vazquez,Cordero,2:33,N,"45,596",+++,None
"Saturday, Apr 16",boxscore,WSN,None,ARI,W,9,3,None,7-4,1,up 1.0,Patterson,Ortiz,None,2:54,N,"34,943",++++,None
"Sunday, Apr 17",boxscore,WSN,None,ARI,W,7,3,None,8-4,1,up 2.0,Tucker,Koplove,None,2:55,D,"35,463",+++++,None
"Monday, Apr 18",boxscore,WSN,None,FLA,L,4,9,None,8-5,1,up 1.0,Willis,Ohka,None,2:59,N,"24,003",-,None
"Tuesday, Apr 19",boxscore,WSN,None,FLA,L,3,6,None,8-6,1, Tied,Moehler,Hernandez,None,2:50,N,"25,990",--,None
"Wednesday, Apr 20",boxscore,WSN,None,ATL,W,2,0,None,9-6,1, Tied,Day,Ramirez,Cordero,2:40,N,"27,374",+,None
"Thursday, Apr 21",boxscore,WSN,None,ATL,L,1,2,None,9-7,1, Tied,Reitsma,Cordero,Kolb,2:51,D,"30,728",-,None
"Friday, Apr 22",boxscore,WSN,@,NYM,L,1,3,None,9-8,2, 1.0,Glavine,Loaiza,Looper,2:44,N,"28,488",--,None
"Saturday, Apr 23",boxscore,WSN,@,NYM,L,5,10,None,9-9,4, 2.0,Seo,Ohka,None,3:24,D,"44,058",---,None
"Sunday, Apr 24",boxscore,WSN,@,NYM,W,11,4,None,10-9,3, 1.0,Hernandez,Zambrano,None,3:19,D,"43,313",+,None
"Monday, Apr 25",boxscore,WSN,None,PHI,L,4,5,None,10-10,4, 1.5,Lidle,Day,Wagner,3:07,N,"24,956",-,None
"Tuesday, Apr 26",boxscore,WSN,None,PHI,W,3,1,None,11-10,3, 1.5,Patterson,Lieber,Cordero,2:39,N,"23,332",+,None
"Wednesday, Apr 27",boxscore,WSN,None,PHI,L,0,3,None,11-11,3, 2.0,Cormier,Loaiza,Wagner,2:33,D,"27,483",-,None
"Friday, Apr 29",boxscore,WSN,None,NYM,W,5,1,None,12-11,3, 2.0,Hernandez,Seo,Cordero,2:41,N,"30,627",+,None
"Saturday, Apr 30",boxscore,WSN,None,NYM,&V,5,3,8,13-11,3, 2.0,Ohka,Zambrano,Carrasco,2:31,N,"40,913",++,None
"Sunday, May 1",boxscore,WSN,None,NYM,L,3,6,None,13-12,3, 2.0,Hernandez,Ayala,Looper,3:23,N,"27,333",-,None
"Monday, May 2",boxscore,WSN,@,LAD,W,6,2,None,14-12,3, 1.5,Loaiza,Erickson,None,2:43,N,"34,079",+,None
"Tuesday, May 3",boxscore,WSN,@,LAD,L,2,4,None,14-13,3, 2.5,Weaver,Rauch,Brazoban,3:02,N,"41,190",-,None
"Wednesday, May 4",boxscore,WSN,@,LAD,W,5,2,None,15-13,3, 1.5,Hernandez,Perez,None,2:58,N,"33,081",+,None
"Friday, May 6",boxscore,WSN,@,SFG,W,9,3,None,16-13,3, 2.0,Rauch,Lowry,None,3:08,N,"40,425",++,None
"Saturday, May 7",boxscore,WSN,@,SFG,W,11,8,None,17-13,3, 2.0,Ayala,Accardo,Cordero,3:27,D,"40,220",+++,None
"Sunday, May 8",boxscore,WSN,@,SFG,L-wo,3,4,13,17-14,3, 3.0,Christiansen,Rauch,None,4:00,D,"36,903",-,None
"Monday, May 9",boxscore,WSN,@,ARI,W,4,3,None,18-14,3, 2.0,Hernandez,Valverde,Cordero,3:05,N,"19,440",+,None
"Tuesday, May 10",boxscore,WSN,@,ARI,L,2,3,None,18-15,3, 3.0,Estes,Armas,Lyon,2:54,N,"23,181",-,None
"Wednesday, May 11",boxscore,WSN,@,ARI,L,2,3,None,18-16,3, 3.0,Cormier,Rauch,Lyon,2:40,D,"21,011",--,None
"Friday, May 13",boxscore,WSN,None,CHC,L,3,6,None,18-17,4, 3.0,Ohman,Ayala,Wellemeyer,3:02,N,"36,585",---,None
"Saturday, May 14",boxscore,WSN,None,CHC,W,4,3,None,19-17,3, 3.0,Hernandez,Zambrano,Cordero,2:47,N,"42,829",+,None
"Sunday, May 15",boxscore,WSN,None,CHC,W,5,4,None,20-17,3, 3.0,Carrasco,Bartosh,Cordero,2:40,D,"44,103",++,None
