date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Saturday, Apr 2",boxscore,TBR,None,BAL,L,1,3,None,0-2,4, 2.0,Accardo,Shields,Gregg,2:51,N,"22,164",--,None
"Sunday, Apr 3",boxscore,TBR,None,BAL,L,1,5,None,0-3,4, 3.0,Britton,Davis,None,2:42,D,"17,408",---,None
"Tuesday, Apr 5",boxscore,TBR,None,LAA,L,3,5,None,0-4,4, 4.0,Weaver,Niemann,Walden,2:46,N,"13,173",----,None
"Wednesday, Apr 6",boxscore,TBR,None,LAA,L,1,5,None,0-5,4, 4.0,Haren,Hellickson,None,2:50,D,"11,836",-----,None
"Thursday, Apr 7",boxscore,TBR,@,CHW,L,1,5,None,0-6,4, 5.0,Jackson,Price,None,2:30,D,"38,579",------,None
"Friday, Apr 8",boxscore,TBR,@,CHW,W,9,7,None,1-6,4, 4.5,Russell,Thornton,Farnsworth,3:13,N,"20,199",+,None
"Saturday, Apr 9",boxscore,TBR,@,CHW,L,2,4,None,1-7,4, 5.0,Humber,Davis,Sale,2:43,D,"26,378",-,None
"Sunday, Apr 10",boxscore,TBR,@,CHW,L,1,6,None,1-8,5, 5.0,Floyd,Niemann,None,2:08,D,"23,436",--,None
"Monday, Apr 11",boxscore,TBR,@,BOS,W,16,5,None,2-8,4, 4.5,Hellickson,Matsuzaka,None,3:29,N,"37,568",+,None
"Tuesday, Apr 12",boxscore,TBR,@,BOS,W,3,2,None,3-8,4, 4.0,Price,Lester,Farnsworth,2:54,N,"37,015",++,None
"Thursday, Apr 14",boxscore,TBR,None,MIN,W-wo,4,3,10,4-8,4, 3.5,Farnsworth,Capps,None,3:02,N,"10,042",+++,None
"Friday, Apr 15",boxscore,TBR,None,MIN,W,5,2,None,5-8,4, 2.5,Davis,Blackburn,Farnsworth,2:34,N,"15,342",++++,None
"Saturday, Apr 16",boxscore,TBR,None,MIN,W-wo,4,3,None,6-8,4, 2.5,Cruz,Nathan,None,3:10,D,"16,428",+++++,None
