"date","boxscore","team","home_or_away","opponent","win_or_loss","runs","runs_allowed","innings","win_loss_record","rank","games_behind","win","loss","save","time","day_or_night","attendance","streak","originally_scheduled","year"
"Wednesday, Jul 2","boxscore","WSN","None","COL","W","4","3","None","46-38","2"," 0.5","Fister","Belisle","Soriano","2:42","N","28,943","+++++","None",2014
"Friday, Jul 4","boxscore","WSN","None","CHC","L","2","7","None","46-39","2"," 1.5","Hammel","Roark","None","2:54","D","41,274","-","None",2014
"Saturday, Jul 5","boxscore","WSN","None","CHC","W","13","0","None","47-39","2"," 1.5","Gonzalez","Villanueva","None","3:10","D","38,473","+","None",2014
"Sunday, Jul 6","boxscore","WSN","None","CHC","W","2","1","None","48-39","2"," 0.5","Clippard","Strop","Soriano","3:12","D","32,941","++","None",2014
"Monday, Jul 7","boxscore","WSN","None","BAL","L","2","8","11","48-40","2"," 0.5","McFarland","Stammen","None","3:39","N","35,126","-","None",2014
"Wednesday, Jul 9","boxscore","WSN","@","BAL","W","6","2","None","49-40","1","up 1.0","Fister","Norris","None","2:50","N","35,575","+","None",2014
"Thursday, Jul 10","boxscore","WSN","@","BAL","L","3","4","None","49-41","1"," Tied","Chen","Gonzalez","Britton","2:45","N","30,417","-","None",2014
"Friday, Jul 11","boxscore","WSN","@","PHI","L","2","6","None","49-42","1"," Tied","Burnett","Zimmermann","None","2:44","N","30,094","--","None",2014
"Saturday, Jul 12","boxscore","WSN","@","PHI","W","5","3","10","50-42","1"," Tied","Detwiler","Diekman","Soriano","4:03","N","32,072","+","None",2014
"Sunday, Jul 13","boxscore","WSN","@","PHI","W","10","3","None","51-42","1"," Tied","Roark","Kendrick","None","3:03","D","30,185","++","None",2014
"Friday, Jul 18","boxscore","WSN","None","MIL","L","2","4","None","51-43","2"," 1.0","Lohse","Strasburg","Rodriguez","3:00","N","39,373","-","None",2014
"Saturday, Jul 19","boxscore","WSN","None","MIL","W","8","3","None","52-43","1"," Tied","Roark","Garza","None","3:17","N","38,649","+","None",2014
"Sunday, Jul 20","boxscore","WSN","None","MIL","W-wo","5","4","None","53-43","1"," Tied","Soriano","Wooten","None","3:35","D","36,373","++","None",2014
"Monday, Jul 21","boxscore","WSN","@","COL","W","7","2","None","54-43","1","up 1.0","Fister","Morales","None","3:01","N","33,082","+++","None",2014
"Tuesday, Jul 22","boxscore","WSN","@","COL","W","7","4","None","55-43","1","up 2.0","Stammen","Brown","Soriano","3:34","N","36,874","++++","None",2014
"Wednesday, Jul 23","boxscore","WSN","@","COL","L","4","6","None","55-44","1","up 1.0","De La Rosa","Strasburg","None","3:17","D","30,728","-","None",2014
"Friday, Jul 25","boxscore","WSN","@","CIN","W","4","1","None","56-44","1","up 2.5","Roark","Simon","Soriano","3:07","N","38,812","+","None",2014
"Saturday, Jul 26","boxscore","WSN","@","CIN","L","0","1","None","56-45","1","up 1.5","Cueto","Gonzalez","Chapman","2:29","D","32,999","-","None",2014
"Sunday, Jul 27","boxscore","WSN","@","CIN","W","4","2","None","57-45","1","up 1.5","Fister","Latos","Soriano","3:19","D","31,982","+","None",2014
"Monday, Jul 28","boxscore","WSN","@","MIA","L-wo","6","7","None","57-46","1","up 0.5","Dunn","Soriano","None","3:17","N","20,027","-","None",2014
"Tuesday, Jul 29","boxscore","WSN","@","MIA","L","0","3","None","57-47","1","up 0.5","Alvarez","Strasburg","Cishek","3:07","N","22,672","--","None",2014
"Wednesday, Jul 30","boxscore","WSN","@","MIA","W","4","3","None","58-47","1","up 1.5","Roark","Hand","Storen","3:20","D","26,319","+","None",2014
"Thursday, Jul 31","boxscore","WSN","None","PHI","L","4","10","None","58-48","1","up 1.5","Bastardo","Gonzalez","None","3:31","N","35,722","-","None",2014
"Friday, Aug 1","boxscore","WSN","None","PHI","L","1","2","None","58-49","1","up 1.5","Hernandez","Fister","Papelbon","2:28","N","28,410","--","None",2014
"Saturday, Aug 2","boxscore","WSN","None","PHI","W","11","0","None","59-49","1","up 2.5","Zimmermann","Burnett","None","3:19","N","36,155","+","None",2014
"Sunday, Aug 3","boxscore","WSN","None","PHI","W","4","0","None","60-49","1","up 3.5","Strasburg","Hamels","None","2:47","D","30,038","++","None",2014
"Monday, Aug 4","boxscore","WSN","None","BAL","L","3","7","None","60-50","1","up 3.0","Gausman","Roark","None","3:10","N","42,181","-","2014-07-08 (Rain)",2014
"Tuesday, Aug 5","boxscore","WSN","None","NYM","L","1","6","None","60-51","1","up 3.0","Wheeler","Gonzalez","None","3:12","N","40,686","--","None",2014
"Wednesday, Aug 6","boxscore","WSN","None","NYM","W","7","1","None","61-51","1","up 4.0","Fister","Niese","None","2:31","N","26,701","+","None",2014
"Thursday, Aug 7","boxscore","WSN","None","NYM","W-wo","5","3","13","62-51","1","up 4.5","Stammen","Torres","None","4:34","D","38,611","++","None",2014
"Friday, Aug 8","boxscore","WSN","@","ATL","L","6","7","None","62-52","1","up 3.5","Santana","Strasburg","Kimbrel","2:47","N","32,707","-","None",2014
"Saturday, Aug 9","boxscore","WSN","@","ATL","W","4","1","11","63-52","1","up 4.5","Clippard","Carpenter","Soriano","3:38","N","36,832","+","None",2014
"Sunday, Aug 10","boxscore","WSN","@","ATL","L","1","3","None","63-53","1","up 3.5","Wood","Gonzalez","Kimbrel","3:07","N","18,191","-","None",2014
"Tuesday, Aug 12","boxscore","WSN","@","NYM","W","7","1","None","64-53","1","up 5.0","Fister","Montero","None","2:46","N","21,200","+","None",2014
"Wednesday, Aug 13","boxscore","WSN","@","NYM","W","3","2","None","65-53","1","up 5.0","Zimmermann","Colon","Soriano","2:47","N","21,364","++","None",2014
"Thursday, Aug 14","boxscore","WSN","@","NYM","W","4","1","None","66-53","1","up 6.0","Strasburg","Gee","Soriano","2:53","N","22,782","+++","None",2014
"Friday, Aug 15","boxscore","WSN","None","PIT","W","5","4","None","67-53","1","up 6.0","Roark","Morton","Soriano","3:05","N","36,945","++++","None",2014
"Saturday, Aug 16","boxscore","WSN","None","PIT","W-wo","4","3","None","68-53","1","up 6.0","Thornton","Wilson","None","2:49","N","41,880","+++++","None",2014
"Sunday, Aug 17","boxscore","WSN","None","PIT","W-wo","6","5","11","69-53","1","up 6.0","Detwiler","Cumpton","None","3:42","N","34,430","++++++","None",2014
"Monday, Aug 18","boxscore","WSN","None","ARI","W-wo","5","4","11","70-53","1","up 6.0","Stammen","Harris","None","3:16","N","21,292","+++++++","None",2014
"Tuesday, Aug 19","boxscore","WSN","None","ARI","W","8","1","None","71-53","1","up 6.0","Strasburg","Anderson","None","2:50","N","26,827","++++++++","None",2014
"Wednesday, Aug 20","boxscore","WSN","None","ARI","W-wo","3","2","None","72-53","1","up 7.0","Soriano","Marshall","None","3:04","N","24,113","+++++++++","None",2014
"Thursday, Aug 21","boxscore","WSN","None","ARI","W-wo","1","0","None","73-53","1","up 7.0","Soriano","Perez","None","2:51","D","32,311","++++++++++","None",2014
"Friday, Aug 22","boxscore","WSN","None","SFG","L","3","10","None","73-54","1","up 6.0","Hudson","Fister","None","3:24","N","33,718","-","None",2014
"Saturday, Aug 23","boxscore","WSN","None","SFG","W","6","2","None","74-54","1","up 7.0","Zimmermann","Lincecum","None","2:38","N","34,137","+","None",2014
"Sunday, Aug 24","boxscore","WSN","None","SFG","W","14","6","None","75-54","1","up 8.0","Stammen","Affeldt","None","3:46","D","35,476","++","None",2014
"Monday, Aug 25","boxscore","WSN","@","PHI","L","2","3","None","75-55","1","up 7.5","Burnett","Roark","Papelbon","2:46","N","23,089","-","None",2014
"Tuesday, Aug 26","boxscore","WSN","@","PHI","L","3","4","None","75-56","1","up 7.5","Giles","Clippard","Papelbon","2:24","N","25,238","--","None",2014
"Wednesday, Aug 27","boxscore","WSN","@","PHI","L","4","8","None","75-57","1","up 6.5","Kendrick","Fister","None","3:04","N","33,183","---","None",2014
"Friday, Aug 29","boxscore","WSN","@","SEA","W","8","3","None","76-57","1","up 6.0","Zimmermann","Hernandez","None","2:55","N","35,616","+","None",2014
"Saturday, Aug 30","boxscore","WSN","@","SEA","W","3","1","None","77-57","1","up 7.0","Strasburg","Elias","Soriano","2:54","N","32,894","++","None",2014
"Sunday, Aug 31","boxscore","WSN","@","SEA","L","3","5","None","77-58","1","up 6.0","Iwakuma","Roark","Rodney","2:57","D","26,221","-","None",2014
"Monday, Sep 1","boxscore","WSN","@","LAD","W","6","4","None","78-58","1","up 7.0","Gonzalez","Hernandez","Soriano","3:12","N","41,857","+","None",2014
"Tuesday, Sep 2","boxscore","WSN","@","LAD","L","1","4","None","78-59","1","up 7.0","Kershaw","Fister","Jansen","2:40","N","43,352","-","None",2014
"Wednesday, Sep 3","boxscore","WSN","@","LAD","W","8","5","14","79-59","1","up 7.0","Treinen","Correia","None","5:34","D","38,404","+","None",2014
"Friday, Sep 5","boxscore","WSN","None","PHI","L","8","9","11","79-60","1","up 7.0","Diekman","Stammen","Papelbon","4:32","N","27,437","-","None",2014
"Saturday, Sep 6","boxscore","WSN","None","PHI","L","1","3","None","79-61","1","up 6.0","Burnett","Roark","Papelbon","2:33","D","37,408","--","None",2014
"Sunday, Sep 7","boxscore","WSN","None","PHI","W","3","2","None","80-61","1","up 7.0","Gonzalez","Hamels","Storen","3:20","D","29,108","+","None",2014
"Monday, Sep 8","boxscore","WSN","None","ATL","W","2","1","None","81-61","1","up 8.0","Fister","Minor","Storen","2:39","N","25,448","++","None",2014
"Tuesday, Sep 9","boxscore","WSN","None","ATL","W","6","4","None","82-61","1","up 9.0","Zimmermann","Santana","Storen","3:02","N","29,233","+++","None",2014
"Wednesday, Sep 10","boxscore","WSN","None","ATL","L","2","6","None","82-62","1","up 8.0","Harang","Strasburg","None","3:01","D","31,086","-","None",2014
"Thursday, Sep 11","boxscore","WSN","@","NYM","W","6","2","None","83-62","1","up 8.5","Roark","Colon","None","3:10","N","21,111","+","None",2014
"Friday, Sep 12","boxscore","WSN","@","NYM","L","3","4","None","83-63","1","up 8.5","Gee","Gonzalez","Mejia","3:10","N","25,792","-","None",2014
"Saturday, Sep 13","boxscore","WSN","@","NYM","W","10","3","None","84-63","1","up 9.5","Fister","Wheeler","None","3:32","N","28,849","+","None",2014
"Sunday, Sep 14","boxscore","WSN","@","NYM","W","3","0","None","85-63","1","up10.5","Zimmermann","Niese","Storen","2:53","D","31,553","++","None",2014
"Monday, Sep 15","boxscore","WSN","@","ATL","W","4","2","None","86-63","1","up11.5","Strasburg","Santana","Storen","3:06","N","18,220","+++","None",2014
"Tuesday, Sep 16","boxscore","WSN","@","ATL","W","3","0","None","87-63","1","up12.5","Roark","Harang","Storen","2:36","N","28,175","++++","None",2014
"Wednesday, Sep 17","boxscore","WSN","@","ATL","L","1","3","None","87-64","1","up11.5","Wood","Detwiler","Kimbrel","2:43","N","26,643","-","None",2014
"Thursday, Sep 18","boxscore","WSN","@","MIA","W","6","2","None","88-64","1","up12.0","Gonzalez","Hand","None","2:46","N","18,010","+","None",2014
"Friday, Sep 19","boxscore","WSN","@","MIA","W","3","2","None","89-64","1","up13.0","Fister","Koehler","Storen","2:47","N","19,815","++","None",2014
"Saturday, Sep 20","boxscore","WSN","@","MIA","W","3","2","None","90-64","1","up14.0","Zimmermann","Cosart","Storen","2:59","N","20,983","+++","None",2014
"Sunday, Sep 21","boxscore","WSN","@","MIA","W","2","1","None","91-64","1","up15.0","Strasburg","Eovaldi","Soriano","2:30","D","22,806","++++","None",2014
"Tuesday, Sep 23","boxscore","WSN","None","NYM","W","4","2","None","92-64","1","up16.5","Roark","Colon","Storen","2:57","N","30,714","+++++","None",2014
"Thursday, Sep 25","boxscore","WSN","None","NYM","L","4","7","None","92-65","1","up16.5","Torres","Clippard","Mejia","3:31","D","28,629","-","None",2014
"Thursday, Sep 25","boxscore","WSN","None","NYM","W","3","0","None","93-65","1","up16.5","Gonzalez","Wheeler","Storen","3:00","N","26,439","+","2014-09-24 (Rain)",2014
"Friday, Sep 26","boxscore","WSN","None","MIA","W","4","0","None","94-65","1","up17.0","Fister","Cosart","None","2:31","D","27,920","++","None",2014
"Friday, Sep 26","boxscore","WSN","None","MIA","L","7","15","None","94-66","1","up17.0","Ramos","Hill","None","3:34","N","34,190","-","2014-05-27 (Rain)",2014
"Saturday, Sep 27","boxscore","WSN","None","MIA","W","5","1","None","95-66","1","up17.0","Strasburg","Eovaldi","None","2:57","D","37,529","+","None",2014
"Sunday, Sep 28","boxscore","WSN","None","MIA","W","1","0","None","96-66","1","up17.0","Zimmermann","Alvarez","None","2:01","D","35,085","++","None",2014
"Wednesday, Apr 8","boxscore","WSN","None","NYM","W","2","1","None","1-1","2"," 1.5","Zimmermann","deGrom","Storen","2:21","N","25,999","+","None",2015
"Thursday, Apr 9","boxscore","WSN","None","NYM","L","3","6","None","1-2","3"," 2.0","Harvey","Strasburg","None","2:54","D","25,327","-","None",2015
"Friday, Apr 10","boxscore","WSN","@","PHI","L","1","4","None","1-3","4"," 3.0","Garcia","Gonzalez","Papelbon","2:30","N","19,047","--","None",2015
"Saturday, Apr 11","boxscore","WSN","@","PHI","L-wo","2","3","10","1-4","4"," 4.0","McGowan","Roark","None","3:25","N","23,740","---","None",2015
"Sunday, Apr 12","boxscore","WSN","@","PHI","W","4","3","10","2-4","4"," 3.0","Barrett","Diekman","Storen","3:19","D","30,094","+","None",2015
"Monday, Apr 13","boxscore","WSN","@","BOS","L","4","9","None","2-5","4"," 4.0","Porcello","Zimmermann","None","3:01","D","37,203","-","None",2015
"Tuesday, Apr 14","boxscore","WSN","@","BOS","L","7","8","None","2-6","4"," 4.0","Mujica","Treinen","Uehara","3:23","N","35,258","--","None",2015
"Wednesday, Apr 15","boxscore","WSN","@","BOS","W","10","5","None","3-6","3"," 3.0","Gonzalez","Miley","None","3:08","D","33,493","+","None",2015
"Thursday, Apr 16","boxscore","WSN","None","PHI","W","5","2","None","4-6","3"," 3.0","Fister","Hamels","Storen","2:16","N","24,768","++","None",2015
"Friday, Apr 17","boxscore","WSN","None","PHI","W","7","2","None","5-6","3"," 3.0","Scherzer","O'Sullivan","None","2:38","N","31,608","+++","None",2015
"Saturday, Apr 18","boxscore","WSN","None","PHI","L","3","5","None","5-7","3"," 4.0","Harang","Zimmermann","Papelbon","2:56","D","35,330","-","None",2015
"Sunday, Apr 19","boxscore","WSN","None","PHI","W","4","1","None","6-7","3"," 4.0","Strasburg","Buchanan","Storen","2:40","D","36,631","+","None",2015
"Tuesday, Apr 21","boxscore","WSN","None","STL","W-wo","2","1","10","7-7","3"," 4.0","Barrett","Villanueva","None","3:43","N","27,021","++","None",2015
"Wednesday, Apr 22","boxscore","WSN","None","STL","L","5","7","None","7-8","3"," 5.0","Siegrist","Treinen","Rosenthal","2:51","N","25,771","-","None",2015
"Thursday, Apr 23","boxscore","WSN","None","STL","L","1","4","None","7-9","3"," 6.0","Wacha","Scherzer","Rosenthal","2:31","D","26,990","--","None",2015
"Friday, Apr 24","boxscore","WSN","@","MIA","L","2","3","None","7-10","3"," 6.0","Morris","Roark","Cishek","2:32","N","16,259","---","None",2015
"Saturday, Apr 25","boxscore","WSN","@","MIA","L","0","8","None","7-11","3"," 7.0","Koehler","Strasburg","None","2:35","D","18,129","----","None",2015
"Sunday, Apr 26","boxscore","WSN","@","MIA","L","2","6","None","7-12","4"," 7.0","Haren","Gonzalez","None","2:40","D","21,433","-----","None",2015
"Monday, Apr 27","boxscore","WSN","@","ATL","L","4","8","None","7-13","5"," 8.0","Stults","Fister","None","3:08","N","16,658","------","None",2015
"Tuesday, Apr 28","boxscore","WSN","@","ATL","W","13","12","None","8-13","4"," 7.0","Treinen","Grilli","Storen","3:26","N","14,833","+","None",2015
"Wednesday, Apr 29","boxscore","WSN","@","ATL","W","13","4","None","9-13","4"," 6.0","Zimmermann","Wood","None","2:47","N","12,595","++","None",2015
"Thursday, Apr 30","boxscore","WSN","@","NYM","W","8","2","None","10-13","4"," 5.0","Strasburg","deGrom","None","2:54","N","21,689","+++","None",2015
"Friday, May 1","boxscore","WSN","@","NYM","L","0","4","None","10-14","4"," 6.0","Harvey","Scherzer","Familia","2:29","N","33,178","-","None",2015
"Saturday, May 2","boxscore","WSN","@","NYM","W","1","0","None","11-14","4"," 5.0","Gonzalez","Niese","Storen","2:31","N","39,730","+","None",2015
"Sunday, May 3","boxscore","WSN","@","NYM","W","1","0","None","12-14","4"," 4.0","Fister","Gee","Storen","2:55","D","41,048","++","None",2015
"Monday, May 4","boxscore","WSN","None","MIA","W","6","4","None","13-14","2"," 3.5","Grace","Morris","Roark","2:42","N","24,731","+++","None",2015
"Tuesday, May 5","boxscore","WSN","None","MIA","L","1","2","None","13-15","4"," 4.5","Latos","Strasburg","Cishek","3:07","N","25,332","-","None",2015
"Wednesday, May 6","boxscore","WSN","None","MIA","W","7","5","None","14-15","3"," 4.5","Scherzer","Koehler","Storen","2:40","D","31,417","+","None",2015
"Friday, May 8","boxscore","WSN","None","ATL","W","9","2","None","15-15","2"," 3.5","Gonzalez","Stults","None","2:21","N","31,288","++","None",2015
"Saturday, May 9","boxscore","WSN","None","ATL","W-wo","8","6","None","16-15","2"," 3.5","Storen","Martin","None","3:12","D","39,193","+++","None",2015
"Sunday, May 10","boxscore","WSN","None","ATL","W","5","4","None","17-15","2"," 3.5","Solis","Martin","Storen","2:51","D","31,938","++++","None",2015
"Monday, May 11","boxscore","WSN","@","ARI","W","11","1","None","18-15","2"," 2.5","Scherzer","Collmenter","None","2:42","N","16,406","+++++","None",2015
"Tuesday, May 12","boxscore","WSN","@","ARI","L","6","14","None","18-16","2"," 2.5","De La Rosa","Strasburg","None","2:59","N","19,053","-","None",2015
"Wednesday, May 13","boxscore","WSN","@","ARI","W","9","6","None","19-16","2"," 1.5","Barrett","Reed","Storen","3:38","D","19,026","+","None",2015
"Thursday, May 14","boxscore","WSN","@","SDP","L","3","8","None","19-17","2"," 1.5","Ross","Fister","None","2:44","N","22,710","-","None",2015
"Friday, May 15","boxscore","WSN","@","SDP","W","10","0","None","20-17","2"," 0.5","Zimmermann","Despaigne","Cole","2:43","N","26,166","+","None",2015
"Saturday, May 16","boxscore","WSN","@","SDP","W","4","1","None","21-17","2"," 0.5","Scherzer","Cashner","Storen","2:53","N","45,282","++","None",2015
"Sunday, May 17","boxscore","WSN","@","SDP","W","10","5","None","22-17","2"," 0.5","Strasburg","Kennedy","None","3:04","D","37,032","+++","None",2015
"Tuesday, May 19","boxscore","WSN","None","NYY","W-wo","8","6","10","23-17","1"," Tied","Grace","Miller","None","3:20","N","37,355","++++","None",2015
"Wednesday, May 20","boxscore","WSN","None","NYY","W","3","2","None","24-17","1","up 1.0","Zimmermann","Warren","Storen","2:43","N","37,648","+++++","None",2015
"Friday, May 22","boxscore","WSN","None","PHI","W","2","1","None","25-17","1","up 1.5","Scherzer","O'Sullivan","Storen","2:35","N","35,893","++++++","None",2015
"Saturday, May 23","boxscore","WSN","None","PHI","L","1","8","None","25-18","1","up 1.5","Hamels","Strasburg","None","2:33","D","41,722","-","None",2015
"Sunday, May 24","boxscore","WSN","None","PHI","W","4","1","None","26-18","1","up 2.5","Gonzalez","Harang","Storen","2:45","D","41,044","+","None",2015
"Monday, May 25","boxscore","WSN","@","CHC","W","2","1","None","27-18","1","up 2.5","Roark","Grimm","Storen","2:39","D","38,463","++","None",2015
"Tuesday, May 26","boxscore","WSN","@","CHC","L-wo","2","3","None","27-19","1","up 1.5","Rondon","Grace","None","2:33","N","30,440","-","None",2015
"Wednesday, May 27","boxscore","WSN","@","CHC","W","3","0","None","28-19","1","up 1.5","Scherzer","Lester","Storen","3:00","N","34,215","+","None",2015
"Friday, May 29","boxscore","WSN","@","CIN","L","2","5","None","28-20","1","up 1.5","DeSclafani","Jordan","Chapman","3:02","N","28,877","-","None",2015
"Saturday, May 30","boxscore","WSN","@","CIN","L","5","8","None","28-21","1","up 1.5","Hoover","Janssen","Chapman","3:08","D","36,294","--","None",2015
"Sunday, May 31","boxscore","WSN","@","CIN","L","2","8","None","28-22","1","up 0.5","Hoover","Barrett","None","2:45","D","31,874","---","None",2015
"Tuesday, Jun 2","boxscore","WSN","None","TOR","W","2","0","None","29-22","1","up 0.5","Zimmermann","Dickey","Storen","2:17","D","23,192","+","None",2015
"Tuesday, Jun 2","boxscore","WSN","None","TOR","L","3","7","None","29-23","1","up 0.5","Estrada","Scherzer","None","3:04","N","25,765","-","2015-06-01 (Rain)",2015
"Wednesday, Jun 3","boxscore","WSN","None","TOR","L","0","8","None","29-24","1","up 0.5","Buehrle","Jordan","None","2:13","N","33,654","--","None",2015
"Thursday, Jun 4","boxscore","WSN","None","CHC","L","1","2","None","29-25","2"," 0.5","Arrieta","Gonzalez","Rondon","3:16","N","35,465","---","None",2015
"Friday, Jun 5","boxscore","WSN","None","CHC","W","7","5","None","30-25","1","up 0.5","Roark","Wada","Storen","2:58","N","36,124","+","None",2015
"Saturday, Jun 6","boxscore","WSN","None","CHC","L","2","4","None","30-26","1","up 0.5","Hammel","Ross","Strop","2:52","D","38,214","-","None",2015
"Sunday, Jun 7","boxscore","WSN","None","CHC","L","3","6","None","30-27","2"," 0.5","Hendricks","Zimmermann","Motte","3:12","D","40,939","--","None",2015
"Tuesday, Jun 9","boxscore","WSN","@","NYY","L","1","6","None","30-28","2"," 0.5","Tanaka","Scherzer","None","2:51","N","36,613","---","None",2015
"Wednesday, Jun 10","boxscore","WSN","@","NYY","W","5","4","11","31-28","1","up 0.5","Treinen","Capuano","Storen","3:36","D","39,847","+","None",2015
"Thursday, Jun 11","boxscore","WSN","@","MIL","L","5","6","None","31-29","2"," 0.5","Smith","Barrett","Rodriguez","2:54","N","26,371","-","None",2015
"Friday, Jun 12","boxscore","WSN","@","MIL","L","4","8","None","31-30","2"," 1.5","Fiers","Zimmermann","None","2:59","N","31,815","--","None",2015
"Saturday, Jun 13","boxscore","WSN","@","MIL","W","7","2","None","32-30","2"," 0.5","Ross","Nelson","None","2:52","D","36,800","+","None",2015
"Sunday, Jun 14","boxscore","WSN","@","MIL","W","4","0","None","33-30","2"," 0.5","Scherzer","Jungmann","None","2:59","D","34,964","++","None",2015
"Monday, Jun 15","boxscore","WSN","@","TBR","L","1","6","None","33-31","2"," 1.5","Ramirez","Gonzalez","None","3:12","N","10,216","-","None",2015
"Tuesday, Jun 16","boxscore","WSN","@","TBR","W","16","4","None","34-31","2"," 1.5","Roark","Colome","None","3:08","N","11,491","+","None",2015
"Wednesday, Jun 17","boxscore","WSN","None","TBR","L","0","5","None","34-32","2"," 1.5","Andriese","Zimmermann","None","2:35","N","28,929","-","None",2015
"Thursday, Jun 18","boxscore","WSN","None","TBR","L","3","5","None","34-33","2"," 1.5","Archer","Fister","Boxberger","3:02","N","29,242","--","None",2015
"Friday, Jun 19","boxscore","WSN","None","PIT","W","4","1","None","35-33","2"," 0.5","Ross","Burnett","Storen","2:36","N","38,935","+","None",2015
"Saturday, Jun 20","boxscore","WSN","None","PIT","W","6","0","None","36-33","1","up 0.5","Scherzer","Liriano","None","2:21","D","41,104","++","None",2015
"Sunday, Jun 21","boxscore","WSN","None","PIT","W","9","2","None","37-33","1","up 1.5","Gonzalez","Morton","None","2:34","D","40,015","+++","None",2015
"Tuesday, Jun 23","boxscore","WSN","None","ATL","W","3","1","None","38-33","1","up 2.5","Strasburg","Wood","Storen","2:52","N","28,344","++++","None",2015
"Wednesday, Jun 24","boxscore","WSN","None","ATL","W-wo","2","1","11","39-33","1","up 3.5","Vazquez","Eveland","None","3:10","N","36,141","+++++","None",2015
"Thursday, Jun 25","boxscore","WSN","None","ATL","W","7","0","None","40-33","1","up 3.5","Fister","Wisler","None","2:36","D","37,874","++++++","None",2015
"Friday, Jun 26","boxscore","WSN","@","PHI","W","5","2","None","41-33","1","up 3.5","Scherzer","Harang","Storen","2:38","N","22,292","+++++++","None",2015
"Sunday, Jun 28","boxscore","WSN","@","PHI","W","3","2","None","42-33","1","up 2.5","Strasburg","Correia","Storen","3:07","D","None","++++++++","None",2015
"Sunday, Jun 28","boxscore","WSN","@","PHI","L","5","8","None","42-34","1","up 2.5","Gonzalez","Roark","Papelbon","3:15","D","27,126","-","2015-06-27 (Rain)",2015
"Tuesday, Jun 30","boxscore","WSN","@","ATL","W","6","1","None","43-34","1","up 3.5","Zimmermann","Miller","None","2:53","N","23,961","+","None",2015
"Wednesday, Jul 1","boxscore","WSN","@","ATL","L","1","4","None","43-35","1","up 3.5","Wisler","Fister","Grilli","2:39","N","19,393","-","None",2015
"Thursday, Jul 2","boxscore","WSN","@","ATL","L-wo","1","2","None","43-36","1","up 3.5","Grilli","Scherzer","None","2:33","N","18,585","--","None",2015
"Friday, Jul 3","boxscore","WSN","None","SFG","W","2","1","None","44-36","1","up 3.5","Gonzalez","Peavy","Storen","2:33","N","41,693","+","None",2015
"Saturday, Jul 4","boxscore","WSN","None","SFG","W","9","3","None","45-36","1","up 4.5","Roark","Bumgarner","None","3:10","D","40,029","++","None",2015
"Sunday, Jul 5","boxscore","WSN","None","SFG","W","3","1","None","46-36","1","up 4.5","Zimmermann","Kontos","Storen","3:02","N","33,157","+++","None",2015
"Monday, Jul 6","boxscore","WSN","None","CIN","L","2","3","None","46-37","1","up 3.5","Parra","Janssen","Chapman","2:43","N","23,673","-","None",2015
"Tuesday, Jul 7","boxscore","WSN","None","CIN","L","0","5","None","46-38","1","up 3.5","Cueto","Scherzer","None","2:30","N","31,898","--","None",2015
"Friday, Jul 10","boxscore","WSN","@","BAL","L-wo","2","3","None","46-39","1","up 2.0","Britton","Roark","None","3:12","N","46,289","---","None",2015
"Saturday, Jul 11","boxscore","WSN","@","BAL","W","7","4","None","47-39","1","up 2.0","Zimmermann","Gonzalez","Storen","3:05","N","44,495","+","None",2015
"Sunday, Jul 12","boxscore","WSN","@","BAL","W","3","2","None","48-39","1","up 2.0","Scherzer","Chen","Storen","2:21","D","46,247","++","None",2015
"Friday, Jul 17","boxscore","WSN","None","LAD","W","5","3","None","49-39","1","up 3.0","Janssen","Baez","Storen","2:51","N","40,709","+++","None",2015
"Saturday, Jul 18","boxscore","WSN","None","LAD","L","2","4","None","49-40","1","up 3.0","Kershaw","Fister","None","2:43","D","41,426","-","None",2015
"Sunday, Jul 19","boxscore","WSN","None","LAD","L","0","5","None","49-41","1","up 2.0","Greinke","Scherzer","None","3:14","D","40,293","--","None",2015
"Monday, Jul 20","boxscore","WSN","None","NYM","W","7","2","None","50-41","1","up 3.0","Gonzalez","Harvey","None","2:50","N","31,326","+","None",2015
"Tuesday, Jul 21","boxscore","WSN","None","NYM","L","2","7","None","50-42","1","up 2.0","deGrom","Ross","None","2:54","N","37,721","-","None",2015
"Wednesday, Jul 22","boxscore","WSN","None","NYM","W","4","3","None","51-42","1","up 3.0","Thornton","Parnell","Storen","3:02","D","41,291","+","None",2015
"Thursday, Jul 23","boxscore","WSN","@","PIT","L","3","7","None","51-43","1","up 3.0","Liriano","Fister","None","2:52","N","37,799","-","None",2015
"Friday, Jul 24","boxscore","WSN","@","PIT","L","5","7","None","51-44","1","up 3.0","Worley","Solis","Melancon","2:57","N","38,371","--","None",2015
"Saturday, Jul 25","boxscore","WSN","@","PIT","W","9","3","None","52-44","1","up 3.0","Gonzalez","Burnett","None","3:01","N","38,185","+","None",2015
"Sunday, Jul 26","boxscore","WSN","@","PIT","L","1","3","None","52-45","1","up 2.0","Cole","Ross","Melancon","2:18","D","37,597","-","None",2015
"Tuesday, Jul 28","boxscore","WSN","@","MIA","L","1","4","None","52-46","1","up 1.0","Fernandez","Zimmermann","Ramos","2:42","N","23,988","--","None",2015
"Wednesday, Jul 29","boxscore","WSN","@","MIA","W","7","2","None","53-46","1","up 2.0","Fister","Koehler","None","2:39","N","19,513","+","None",2015
