"date","boxscore","team","home_or_away","opponent","win_or_loss","runs","runs_allowed","innings","win_loss_record","rank","games_behind","win","loss","save","time","day_or_night","attendance","streak","originally_scheduled","year"
"Wednesday, Apr 6","boxscore","WSN","@","PHI","W","7","3","None","1-1","1"," Tied","Eischen","Worrell","None","2:39","N","23,435","+","None",2005
"Thursday, Apr 7","boxscore","WSN","@","PHI","W","5","4","10","2-1","1"," Tied","Cordero","Cormier","None","2:53","D","21,693","++","None",2005
"Friday, Apr 8","boxscore","WSN","@","FLA","L","0","9","None","2-2","2"," 1.0","Willis","Ohka","None","2:23","N","19,327","-","None",2005
"Saturday, Apr 9","boxscore","WSN","@","FLA","W","3","2","10","3-2","2"," 1.0","Cordero","Alfonseca","None","2:45","N","30,739","+","None",2005
"Sunday, Apr 10","boxscore","WSN","@","FLA","L","0","8","None","3-3","2"," 1.0","Beckett","Patterson","None","2:29","D","25,089","-","None",2005
"Monday, Apr 11","boxscore","WSN","@","ATL","L","2","11","None","3-4","3"," 2.0","Hampton","Day","None","2:31","N","16,584","--","None",2005
"Tuesday, Apr 12","boxscore","WSN","@","ATL","W","4","3","None","4-4","2"," 1.0","Ayala","Kolb","Cordero","2:26","N","20,122","+","None",2005
"Wednesday, Apr 13","boxscore","WSN","@","ATL","W","11","4","None","5-4","1"," Tied","Ohka","Thomson","None","2:57","D","19,093","++","None",2005
"Thursday, Apr 14","boxscore","WSN","None","ARI","W","5","3","None","6-4","1","up 0.5","Hernandez","Vazquez","Cordero","2:33","N","45,596","+++","None",2005
"Saturday, Apr 16","boxscore","WSN","None","ARI","W","9","3","None","7-4","1","up 1.0","Patterson","Ortiz","None","2:54","N","34,943","++++","None",2005
"Sunday, Apr 17","boxscore","WSN","None","ARI","W","7","3","None","8-4","1","up 2.0","Tucker","Koplove","None","2:55","D","35,463","+++++","None",2005
"Monday, Apr 18","boxscore","WSN","None","FLA","L","4","9","None","8-5","1","up 1.0","Willis","Ohka","None","2:59","N","24,003","-","None",2005
"Tuesday, Apr 19","boxscore","WSN","None","FLA","L","3","6","None","8-6","1"," Tied","Moehler","Hernandez","None","2:50","N","25,990","--","None",2005
"Wednesday, Apr 20","boxscore","WSN","None","ATL","W","2","0","None","9-6","1"," Tied","Day","Ramirez","Cordero","2:40","N","27,374","+","None",2005
"Thursday, Apr 21","boxscore","WSN","None","ATL","L","1","2","None","9-7","1"," Tied","Reitsma","Cordero","Kolb","2:51","D","30,728","-","None",2005
"Friday, Apr 22","boxscore","WSN","@","NYM","L","1","3","None","9-8","2"," 1.0","Glavine","Loaiza","Looper","2:44","N","28,488","--","None",2005
"Saturday, Apr 23","boxscore","WSN","@","NYM","L","5","10","None","9-9","4"," 2.0","Seo","Ohka","None","3:24","D","44,058","---","None",2005
"Sunday, Apr 24","boxscore","WSN","@","NYM","W","11","4","None","10-9","3"," 1.0","Hernandez","Zambrano","None","3:19","D","43,313","+","None",2005
"Monday, Apr 25","boxscore","WSN","None","PHI","L","4","5","None","10-10","4"," 1.5","Lidle","Day","Wagner","3:07","N","24,956","-","None",2005
"Tuesday, Apr 26","boxscore","WSN","None","PHI","W","3","1","None","11-10","3"," 1.5","Patterson","Lieber","Cordero","2:39","N","23,332","+","None",2005
"Wednesday, Apr 27","boxscore","WSN","None","PHI","L","0","3","None","11-11","3"," 2.0","Cormier","Loaiza","Wagner","2:33","D","27,483","-","None",2005
"Friday, Apr 29","boxscore","WSN","None","NYM","W","5","1","None","12-11","3"," 2.0","Hernandez","Seo","Cordero","2:41","N","30,627","+","None",2005
"Saturday, Apr 30","boxscore","WSN","None","NYM","&V","5","3","8","13-11","3"," 2.0","Ohka","Zambrano","Carrasco","2:31","N","40,913","++","None",2005
"Sunday, May 1","boxscore","WSN","None","NYM","L","3","6","None","13-12","3"," 2.0","Hernandez","Ayala","Looper","3:23","N","27,333","-","None",2005
"Monday, May 2","boxscore","WSN","@","LAD","W","6","2","None","14-12","3"," 1.5","Loaiza","Erickson","None","2:43","N","34,079","+","None",2005
"Tuesday, May 3","boxscore","WSN","@","LAD","L","2","4","None","14-13","3"," 2.5","Weaver","Rauch","Brazoban","3:02","N","41,190","-","None",2005
"Wednesday, May 4","boxscore","WSN","@","LAD","W","5","2","None","15-13","3"," 1.5","Hernandez","Perez","None","2:58","N","33,081","+","None",2005
"Friday, May 6","boxscore","WSN","@","SFG","W","9","3","None","16-13","3"," 2.0","Rauch","Lowry","None","3:08","N","40,425","++","None",2005
"Saturday, May 7","boxscore","WSN","@","SFG","W","11","8","None","17-13","3"," 2.0","Ayala","Accardo","Cordero","3:27","D","40,220","+++","None",2005
"Sunday, May 8","boxscore","WSN","@","SFG","L-wo","3","4","13","17-14","3"," 3.0","Christiansen","Rauch","None","4:00","D","36,903","-","None",2005
"Monday, May 9","boxscore","WSN","@","ARI","W","4","3","None","18-14","3"," 2.0","Hernandez","Valverde","Cordero","3:05","N","19,440","+","None",2005
"Tuesday, May 10","boxscore","WSN","@","ARI","L","2","3","None","18-15","3"," 3.0","Estes","Armas","Lyon","2:54","N","23,181","-","None",2005
"Wednesday, May 11","boxscore","WSN","@","ARI","L","2","3","None","18-16","3"," 3.0","Cormier","Rauch","Lyon","2:40","D","21,011","--","None",2005
"Friday, May 13","boxscore","WSN","None","CHC","L","3","6","None","18-17","4"," 3.0","Ohman","Ayala","Wellemeyer","3:02","N","36,585","---","None",2005
"Saturday, May 14","boxscore","WSN","None","CHC","W","4","3","None","19-17","3"," 3.0","Hernandez","Zambrano","Cordero","2:47","N","42,829","+","None",2005
"Sunday, May 15","boxscore","WSN","None","CHC","W","5","4","None","20-17","3"," 3.0","Carrasco","Bartosh","Cordero","2:40","D","44,103","++","None",2005
"Monday, May 16","boxscore","WSN","None","MIL","W","5","2","None","21-17","3"," 2.0","Armas","Davis","Ayala","2:51","N","26,606","+++","None",2005
"Tuesday, May 17","boxscore","WSN","None","MIL","L","2","8","None","21-18","3"," 2.0","Obermueller","Vargas","None","2:35","N","26,427","-","None",2005
"Wednesday, May 18","boxscore","WSN","None","MIL","W-wo","1","0","None","22-18","3"," 1.0","Majewski","Capuano","None","2:21","N","29,216","+","None",2005
"Thursday, May 19","boxscore","WSN","None","MIL","W","3","2","None","23-18","2"," 0.5","Hernandez","Santos","Cordero","2:58","D","30,968","++","None",2005
"Friday, May 20","boxscore","WSN","@","TOR","L","1","6","None","23-19","3"," 1.0","Lilly","Vargas","Walker","2:27","N","17,465","-","None",2005
"Saturday, May 21","boxscore","WSN","@","TOR","L","0","7","None","23-20","3"," 2.0","Halladay","Armas","None","2:03","D","24,518","--","None",2005
"Sunday, May 22","boxscore","WSN","@","TOR","W","9","2","None","24-20","3"," 2.0","Ohka","Towers","None","2:35","D","28,408","+","None",2005
"Monday, May 23","boxscore","WSN","@","CIN","L","3","5","None","24-21","3"," 3.0","Milton","Loaiza","Weathers","2:33","N","17,630","-","None",2005
"Tuesday, May 24","boxscore","WSN","@","CIN","L-wo","3","4","14","24-22","3"," 4.0","Keisler","Ayala","None","4:20","N","36,539","--","None",2005
"Wednesday, May 25","boxscore","WSN","@","CIN","L","3","12","None","24-23","3"," 4.0","Belisle","Vargas","None","2:59","D","20,497","---","None",2005
"Friday, May 27","boxscore","WSN","@","STL","L","3","6","None","24-24","4"," 3.5","Morris","Armas","Isringhausen","2:44","N","47,383","----","None",2005
"Saturday, May 28","boxscore","WSN","@","STL","L","1","3","None","24-25","4"," 3.5","Suppan","Loaiza","Isringhausen","2:22","N","49,123","-----","None",2005
"Sunday, May 29","boxscore","WSN","@","STL","W","3","2","None","25-25","4"," 3.5","Hernandez","Carpenter","Cordero","2:41","D","47,012","+","None",2005
"Monday, May 30","boxscore","WSN","None","ATL","W","3","2","None","26-25","3"," 2.5","Ohka","Davies","Cordero","2:43","D","39,705","++","None",2005
"Tuesday, May 31","boxscore","WSN","None","ATL","W","5","4","None","27-25","3"," 1.5","Ayala","Colon","Cordero","2:51","N","29,512","+++","None",2005
"Wednesday, Jun 1","boxscore","WSN","None","ATL","L","4","5","None","27-26","3"," 2.5","Smoltz","Carrasco","Reitsma","2:56","N","28,280","-","None",2005
"Thursday, Jun 2","boxscore","WSN","None","ATL","W","8","6","None","28-26","3"," 1.5","Carrasco","Kolb","Cordero","3:13","N","29,225","+","None",2005
"Friday, Jun 3","boxscore","WSN","None","FLA","W-wo","3","2","11","29-26","3"," 0.5","Ayala","Bump","None","3:13","N","29,439","++","None",2005
"Saturday, Jun 4","boxscore","WSN","None","FLA","W","7","3","None","30-26","2"," 0.5","Kim","Leiter","None","3:28","N","33,198","+++","None",2005
"Sunday, Jun 5","boxscore","WSN","None","FLA","W","6","3","None","31-26","1","up 0.5","Ayala","Riedling","Cordero","3:00","D","40,995","++++","None",2005
"Tuesday, Jun 7","boxscore","WSN","None","OAK","W","2","1","None","32-26","1","up 1.0","Armas","Zito","Cordero","2:54","N","26,879","+++++","None",2005
"Wednesday, Jun 8","boxscore","WSN","None","OAK","W","7","2","None","33-26","1","up 1.5","Loaiza","Glynn","None","2:54","N","28,749","++++++","None",2005
"Thursday, Jun 9","boxscore","WSN","None","OAK","W","4","3","None","34-26","1","up 1.5","Hernandez","Blanton","Cordero","2:30","N","26,672","+++++++","None",2005
"Friday, Jun 10","boxscore","WSN","None","SEA","W","9","3","None","35-26","1","up 1.5","Ayala","Hasegawa","None","3:11","N","28,707","++++++++","None",2005
"Saturday, Jun 11","boxscore","WSN","None","SEA","W","2","1","None","36-26","1","up 1.5","Patterson","Putz","Cordero","2:54","N","39,108","+++++++++","None",2005
"Sunday, Jun 12","boxscore","WSN","None","SEA","W","3","2","None","37-26","1","up 1.5","Armas","Franklin","Cordero","3:16","D","37,170","++++++++++","None",2005
"Monday, Jun 13","boxscore","WSN","@","LAA","L","1","11","None","37-27","1","up 1.0","Byrd","Loaiza","None","2:35","N","40,790","-","None",2005
"Tuesday, Jun 14","boxscore","WSN","@","LAA","W","6","3","None","38-27","1","up 2.0","Majewski","Shields","Cordero","3:30","N","43,874","+","None",2005
"Wednesday, Jun 15","boxscore","WSN","@","LAA","W","1","0","None","39-27","1","up 3.0","Drese","Colon","Cordero","2:20","N","43,505","++","None",2005
"Friday, Jun 17","boxscore","WSN","@","TEX","L","1","8","None","39-28","1","up 1.5","Rogers","Patterson","None","3:10","N","33,653","-","None",2005
"Saturday, Jun 18","boxscore","WSN","@","TEX","L","4","7","None","39-29","1","up 1.5","Rodriguez","Armas","None","2:28","N","48,663","--","None",2005
"Sunday, Jun 19","boxscore","WSN","@","TEX","W","8","2","None","40-29","1","up 2.5","Hughes","Wilson","None","2:59","D","34,474","+","None",2005
"Monday, Jun 20","boxscore","WSN","@","PIT","W","7","4","None","41-29","1","up 3.0","Hernandez","Redman","Cordero","2:40","N","21,893","++","None",2005
"Tuesday, Jun 21","boxscore","WSN","@","PIT","L","4","11","None","41-30","1","up 3.0","Perez","Drese","None","3:12","N","26,006","-","None",2005
"Wednesday, Jun 22","boxscore","WSN","@","PIT","W","5","4","None","42-30","1","up 3.0","Carrasco","Gonzalez","Cordero","2:59","D","24,064","+","None",2005
"Friday, Jun 24","boxscore","WSN","None","TOR","W","3","0","None","43-30","1","up 4.0","Loaiza","Towers","Cordero","2:34","N","36,689","++","None",2005
"Saturday, Jun 25","boxscore","WSN","None","TOR","W","5","2","None","44-30","1","up 4.0","Hernandez","Lilly","Cordero","2:40","N","39,881","+++","None",2005
"Sunday, Jun 26","boxscore","WSN","None","TOR","L","5","9","None","44-31","1","up 3.0","Speier","Ayala","Batista","3:42","D","33,557","-","None",2005
"Tuesday, Jun 28","boxscore","WSN","None","PIT","W","2","1","None","45-31","1","up 2.5","Drese","Fogg","Cordero","2:11","N","35,828","+","None",2005
"Wednesday, Jun 29","boxscore","WSN","None","PIT","W","3","2","None","46-31","1","up 3.5","Ayala","Torres","Cordero","2:59","N","31,213","++","None",2005
"Thursday, Jun 30","boxscore","WSN","None","PIT","W","7","5","None","47-31","1","up 4.5","Loaiza","Wells","Cordero","2:47","D","37,361","+++","None",2005
"Friday, Jul 1","boxscore","WSN","@","CHC","W","4","3","None","48-31","1","up 4.5","Hernandez","Prior","Carrasco","2:55","D","38,973","++++","None",2005
"Saturday, Jul 2","boxscore","WSN","@","CHC","W","4","2","None","49-31","1","up 5.5","Armas","Williams","Cordero","2:39","D","40,488","+++++","None",2005
"Sunday, Jul 3","boxscore","WSN","@","CHC","W","5","4","12","50-31","1","up 5.5","Eischen","Mitre","None","3:47","D","40,006","++++++","None",2005
"Monday, Jul 4","boxscore","WSN","None","NYM","L","2","5","None","50-32","1","up 4.5","Hernandez","Kim","Looper","3:37","D","44,331","-","None",2005
"Tuesday, Jul 5","boxscore","WSN","None","NYM","W","3","2","None","51-32","1","up 4.5","Loaiza","Martinez","Cordero","2:24","N","35,087","+","None",2005
"Wednesday, Jul 6","boxscore","WSN","None","NYM","L","3","5","None","51-33","1","up 4.0","Glavine","Hernandez","Looper","2:55","N","38,148","-","None",2005
"Thursday, Jul 7","boxscore","WSN","None","NYM","L","2","3","11","51-34","1","up 2.5","Bell","Ayala","Looper","3:22","D","44,492","--","None",2005
"Friday, Jul 8","boxscore","WSN","@","PHI","W","8","7","None","52-34","1","up 2.5","Drese","Tejeda","Cordero","3:23","N","44,688","+","None",2005
"Saturday, Jul 9","boxscore","WSN","@","PHI","L-wo","0","1","None","52-35","1","up 2.5","Wagner","Carrasco","None","2:48","D","33,365","-","None",2005
"Sunday, Jul 10","boxscore","WSN","@","PHI","L-wo","4","5","12","52-36","1","up 2.5","Cormier","Kim","None","4:01","D","34,124","--","None",2005
"Thursday, Jul 14","boxscore","WSN","@","MIL","L","2","4","None","52-37","1","up 2.5","Wise","Majewski","Turnbow","3:01","D","30,611","---","None",2005
"Friday, Jul 15","boxscore","WSN","@","MIL","L-wo","3","4","10","52-38","1","up 1.5","Santana","Ayala","None","2:49","N","40,690","----","None",2005
"Saturday, Jul 16","boxscore","WSN","@","MIL","W","5","3","None","53-38","1","up 1.5","Loaiza","Bottalico","Cordero","3:04","N","45,079","+","None",2005
"Sunday, Jul 17","boxscore","WSN","@","MIL","L","3","5","None","53-39","1","up 1.5","Ohka","Drese","Turnbow","2:30","D","23,543","-","None",2005
"Monday, Jul 18","boxscore","WSN","None","COL","L","4","5","None","53-40","1","up 0.5","Acevedo","Cordero","Fuentes","3:08","N","30,165","--","None",2005
"Tuesday, Jul 19","boxscore","WSN","None","COL","W","4","0","None","54-40","1","up 1.5","Patterson","Chacon","Cordero","2:29","N","30,655","+","None",2005
"Wednesday, Jul 20","boxscore","WSN","None","COL","L","2","3","None","54-41","1","up 0.5","Jennings","Hernandez","Fuentes","2:54","N","32,381","-","None",2005
"Thursday, Jul 21","boxscore","WSN","None","HOU","L","2","3","None","54-42","1"," Tied","Oswalt","Loaiza","Lidge","2:27","N","36,840","--","None",2005
"Friday, Jul 22","boxscore","WSN","None","HOU","L","1","14","None","54-43","1"," Tied","Clemens","Drese","None","3:02","N","38,019","---","None",2005
"Saturday, Jul 23","boxscore","WSN","None","HOU","W","4","2","None","55-43","1"," Tied","Armas","Backe","Cordero","2:51","N","42,680","+","None",2005
"Sunday, Jul 24","boxscore","WSN","None","HOU","L","1","4","14","55-44","1"," Tied","Springer","Carrasco","Lidge","4:11","D","39,203","-","None",2005
"Tuesday, Jul 26","boxscore","WSN","@","ATL","L-wo","2","3","10","55-45","2"," 1.0","Reitsma","Stanton","None","2:35","N","43,308","--","None",2005
"Wednesday, Jul 27","boxscore","WSN","@","ATL","L","3","4","None","55-46","2"," 2.0","Kolb","Majewski","Reitsma","2:39","N","40,625","---","None",2005
"Thursday, Jul 28","boxscore","WSN","@","ATL","L","4","5","None","55-47","2"," 3.0","Sosa","Drese","Reitsma","2:42","D","40,269","----","None",2005
"Friday, Jul 29","boxscore","WSN","@","FLA","L","3","4","None","55-48","2"," 4.0","Beckett","Armas","Jones","2:51","N","29,322","-----","None",2005
"Saturday, Jul 30","boxscore","WSN","@","FLA","L","0","3","None","55-49","2"," 5.0","Burnett","Patterson","Jones","2:40","D","25,308","------","None",2005
"Sunday, Jul 31","boxscore","WSN","@","FLA","W","4","2","None","56-49","2"," 5.0","Hernandez","Moehler","Cordero","3:25","D","30,397","+","None",2005
"Tuesday, Aug 2","boxscore","WSN","None","LAD","L","4","5","None","56-50","2"," 5.5","Weaver","Loaiza","Brazoban","2:40","N","36,277","-","None",2005
"Wednesday, Aug 3","boxscore","WSN","None","LAD","W","3","1","None","57-50","2"," 4.5","Armas","Houlton","Cordero","2:47","N","36,552","+","None",2005
"Thursday, Aug 4","boxscore","WSN","None","LAD","W","7","0","None","58-50","2"," 4.5","Patterson","Penny","None","2:40","N","35,484","++","None",2005
"Friday, Aug 5","boxscore","WSN","None","SDP","L","5","6","None","58-51","2"," 4.5","Linebrink","Cordero","Hoffman","3:15","N","34,492","-","None",2005
"Saturday, Aug 6","boxscore","WSN","None","SDP","L","2","3","None","58-52","2"," 5.5","Astacio","Drese","Hoffman","3:01","N","38,076","--","None",2005
"Sunday, Aug 7","boxscore","WSN","None","SDP","L","0","3","None","58-53","2"," 5.5","Peavy","Loaiza","None","2:14","D","36,440","---","None",2005
"Tuesday, Aug 9","boxscore","WSN","@","HOU","W","6","5","None","59-53","2"," 5.5","Patterson","Astacio","Cordero","3:08","N","34,255","+","None",2005
"Wednesday, Aug 10","boxscore","WSN","@","HOU","L","6","7","None","59-54","3"," 6.5","Rodriguez","Hernandez","Lidge","3:08","N","34,309","-","None",2005
"Thursday, Aug 11","boxscore","WSN","@","HOU","L","3","6","None","59-55","3"," 6.5","Pettitte","Drese","None","2:39","N","35,036","--","None",2005
"Friday, Aug 12","boxscore","WSN","@","COL","W","4","2","None","60-55","3"," 5.5","Loaiza","Wright","Cordero","2:29","N","28,598","+","None",2005
"Saturday, Aug 13","boxscore","WSN","@","COL","W","8","0","None","61-55","3"," 5.5","Armas","Kim","None","3:06","N","31,447","++","None",2005
"Sunday, Aug 14","boxscore","WSN","@","COL","W","9","2","None","62-55","3"," 5.5","Patterson","Acevedo","None","2:38","D","24,552","+++","None",2005
"Monday, Aug 15","boxscore","WSN","@","PHI","W","6","3","None","63-55","2"," 5.0","Hernandez","Myers","None","2:32","N","40,627","++++","None",2005
"Wednesday, Aug 17","boxscore","WSN","@","PHI","L","3","4","None","63-56","3"," 5.5","Lieber","Loaiza","Wagner","2:21","N","33,450","-","None",2005
"Thursday, Aug 18","boxscore","WSN","@","PHI","L","1","2","None","63-57","3"," 5.0","Padilla","Armas","Wagner","3:03","D","30,046","--","None",2005
"Thursday, Aug 18","boxscore","WSN","@","PHI","W","5","4","None","64-57","3"," 5.0","Ayala","Urbina","Cordero","2:43","N","34,492","+","2005-08-16 (Rain)",2005
"Friday, Aug 19","boxscore","WSN","@","NYM","L","0","1","None","64-58","4"," 5.0","Seo","Patterson","Looper","2:37","N","38,196","-","None",2005
"Saturday, Aug 20","boxscore","WSN","@","NYM","L-wo","8","9","10","64-59","4"," 5.0","Hernandez","Majewski","None","3:30","N","51,785","--","None",2005
"Sunday, Aug 21","boxscore","WSN","@","NYM","W","7","4","None","65-59","4"," 5.0","Loaiza","Benson","None","2:57","D","42,412","+","None",2005
"Tuesday, Aug 23","boxscore","WSN","None","CIN","L","2","6","None","65-60","4"," 5.5","Hudson","Armas","None","2:38","N","35,656","-","None",2005
"Wednesday, Aug 24","boxscore","WSN","None","CIN","W","5","3","None","66-60","3"," 5.5","Patterson","Ortiz","Cordero","2:35","N","32,641","+","None",2005
"Thursday, Aug 25","boxscore","WSN","None","CIN","L","3","5","None","66-61","5"," 6.0","Claussen","Hernandez","Weathers","3:27","D","40,762","-","None",2005
"Friday, Aug 26","boxscore","WSN","None","STL","W","4","1","None","67-61","5"," 5.0","Loaiza","Suppan","Cordero","2:29","N","37,885","+","None",2005
"Saturday, Aug 27","boxscore","WSN","None","STL","L","0","6","None","67-62","5"," 6.0","Marquis","White","None","2:21","D","44,254","-","None",2005
"Sunday, Aug 28","boxscore","WSN","None","STL","L","0","6","None","67-63","5"," 7.0","Thompson","Halama","None","2:59","D","41,130","--","None",2005
"Tuesday, Aug 30","boxscore","WSN","@","ATL","W","3","2","None","68-63","5"," 6.0","Bergmann","Sosa","Cordero","3:11","N","20,001","+","None",2005
"Wednesday, Aug 31","boxscore","WSN","@","ATL","L","3","5","None","68-64","5"," 6.0","Ramirez","Loaiza","Farnsworth","2:47","D","None","-","None",2005
"Wednesday, Aug 31","boxscore","WSN","@","ATL","W","4","3","None","69-64","5"," 6.0","Stanton","Reitsma","Cordero","3:02","N","25,555","+","2005-08-29 (Rain)",2005
"Thursday, Sep 1","boxscore","WSN","@","ATL","L-wo","7","8","10","69-65","5"," 7.0","Davies","Ayala","None","3:13","N","19,053","-","None",2005
"Friday, Sep 2","boxscore","WSN","None","PHI","L","1","7","None","69-66","5"," 8.0","Padilla","Halama","None","3:05","N","28,939","--","None",2005
"Saturday, Sep 3","boxscore","WSN","None","PHI","W-wo","5","4","12","70-66","4"," 8.0","Carrasco","Lopez","None","3:56","N","30,561","+","None",2005
"Sunday, Sep 4","boxscore","WSN","None","PHI","W","6","1","None","71-66","4"," 7.0","Loaiza","Floyd","None","2:44","D","32,251","++","None",2005
"Monday, Sep 5","boxscore","WSN","None","FLA","W","5","2","None","72-66","4"," 7.0","Hernandez","Vargas","None","2:51","D","32,150","+++","None",2005
"Tuesday, Sep 6","boxscore","WSN","None","FLA","L","2","4","None","72-67","4"," 8.0","Valdez","Rasner","Jones","2:47","N","24,936","-","None",2005
"Wednesday, Sep 7","boxscore","WSN","None","FLA","L","1","12","None","72-68","4"," 9.0","Willis","Halama","None","3:24","N","25,702","--","None",2005
"Thursday, Sep 8","boxscore","WSN","None","FLA","L","4","8","None","72-69","4"," 9.5","Beckett","Patterson","None","3:14","N","27,625","---","None",2005
"Friday, Sep 9","boxscore","WSN","None","ATL","W","8","6","None","73-69","4"," 8.5","Majewski","Foster","Cordero","2:58","N","36,295","+","None",2005
"Saturday, Sep 10","boxscore","WSN","None","ATL","L","0","4","None","73-70","4"," 9.5","Sosa","Hernandez","None","2:15","D","44,083","-","None",2005
"Sunday, Sep 11","boxscore","WSN","None","ATL","L","7","9","None","73-71","4"," 10.5","McBride","Cordero","Farnsworth","2:52","D","31,834","--","None",2005
"Tuesday, Sep 13","boxscore","WSN","@","NYM","W","4","2","None","74-71","4"," 9.0","Majewski","Glavine","Cordero","3:08","N","34,143","+","None",2005
"Wednesday, Sep 14","boxscore","WSN","@","NYM","W","6","3","None","75-71","4"," 8.0","Loaiza","Benson","Cordero","2:56","N","24,049","++","None",2005
"Thursday, Sep 15","boxscore","WSN","@","NYM","W","6","5","10","76-71","4"," 8.0","Bergmann","Hernandez","Majewski","3:35","D","21,441","+++","None",2005
"Friday, Sep 16","boxscore","WSN","@","SDP","W","5","1","None","77-71","4"," 7.0","Patterson","Peavy","None","2:21","N","38,480","++++","None",2005
"Saturday, Sep 17","boxscore","WSN","@","SDP","L-wo","5","8","12","77-72","4"," 8.0","Linebrink","Rauch","None","3:45","N","37,707","-","None",2005
"Sunday, Sep 18","boxscore","WSN","@","SDP","L-wo","1","2","None","77-73","4"," 8.0","Otsuka","Eischen","None","2:45","D","38,054","--","None",2005
"Tuesday, Sep 20","boxscore","WSN","None","SFG","L","3","4","None","77-74","4"," 9.0","Taschner","Hernandez","Benitez","2:31","N","32,403","---","None",2005
"Wednesday, Sep 21","boxscore","WSN","None","SFG","L","1","5","None","77-75","4"," 9.0","Hennessey","Patterson","Benitez","2:38","N","32,076","----","None",2005
"Thursday, Sep 22","boxscore","WSN","None","SFG","W","2","0","None","78-75","4"," 8.0","Rauch","Tomko","Cordero","2:44","D","29,807","+","None",2005
"Friday, Sep 23","boxscore","WSN","None","NYM","L","2","5","10","78-76","4"," 9.0","Hernandez","Majewski","Heilman","3:21","N","30,194","-","None",2005
"Saturday, Sep 24","boxscore","WSN","None","NYM","L","2","5","None","78-77","4"," 10.0","Glavine","Hernandez","Hernandez","2:24","N","32,467","--","None",2005
"Sunday, Sep 25","boxscore","WSN","None","NYM","L","5","6","None","78-78","5"," 11.0","Padilla","Hughes","Heilman","3:13","D","29,967","---","None",2005
"Monday, Sep 26","boxscore","WSN","@","FLA","W","4","0","None","79-78","5"," 10.0","Carrasco","Vargas","None","2:49","N","11,467","+","None",2005
"Tuesday, Sep 27","boxscore","WSN","@","FLA","W","11","1","None","80-78","4"," 10.0","Stanton","Willis","None","3:13","N","11,507","++","None",2005
"Wednesday, Sep 28","boxscore","WSN","@","FLA","W","11","7","None","81-78","3"," 9.0","Loaiza","Moehler","None","3:15","N","11,961","+++","None",2005
"Friday, Sep 30","boxscore","WSN","None","PHI","L","3","4","None","81-79","4"," 9.0","Lidle","Hernandez","Wagner","3:16","N","30,375","-","None",2005
"Saturday, Oct 1","boxscore","WSN","None","PHI","L","4","8","None","81-80","5"," 9.0","Myers","Patterson","None","3:12","D","32,903","--","None",2005
"Sunday, Oct 2","boxscore","WSN","None","PHI","L","3","9","None","81-81","5"," 9.0","Lieber","Carrasco","Wagner","3:35","D","36,491","---","None",2005
"Wednesday, Apr 5","boxscore","WSN","@","NYM","W","9","5","10","1-1","2","0.5","Cordero","Julio","None","3:37","N","19,557","+","None",2006
"Thursday, Apr 6","boxscore","WSN","@","NYM","L","5","10","None","1-2","3","1","Martinez","Ortiz","None","3:33","N","25,839","-","None",2006
"Friday, Apr 7","boxscore","WSN","@","HOU","L","1","6","None","1-3","3","2","Backe","Armas","None","2:48","N","26,978","--","None",2006
"Saturday, Apr 8","boxscore","WSN","@","HOU","W","12","8","None","2-3","3","1.5","Hernandez","Qualls","None","2:56","N","39,324","+","None",2006
"Sunday, Apr 9","boxscore","WSN","@","HOU","L","3","7","None","2-4","3","2.5","Pettitte","Drese","None","3:09","D","31,662","-","None",2006
"Monday, Apr 10","boxscore","WSN","@","HOU","L-wo","4","5","12","2-5","3","3","Qualls","Stanton","None","3:27","D","27,944","--","None",2006
"Tuesday, Apr 11","boxscore","WSN","None","NYM","L","1","7","None","2-6","3","4","Bannister","Ortiz","None","2:51","D","40,530","---","None",2006
"Wednesday, Apr 12","boxscore","WSN","None","NYM","L","1","3","None","2-7","4","5","Martinez","Armas","Wagner","2:29","N","29,985","----","None",2006
"Thursday, Apr 13","boxscore","WSN","None","NYM","L","4","13","None","2-8","5","6","Zambrano","Hernandez","None","2:44","D","25,465","-----","None",2006
"Friday, Apr 14","boxscore","WSN","@","FLA","L","3","5","None","2-9","5","7","Willis","Drese","Borowski","3:05","N","12,913","------","None",2006
"Saturday, Apr 15","boxscore","WSN","@","FLA","W","2","1","None","3-9","5","6","Patterson","Olsen","Cordero","2:54","N","15,668","+","None",2006
"Sunday, Apr 16","boxscore","WSN","@","FLA","W","7","5","None","4-9","4","6","Majewski","Herges","Cordero","3:15","D","10,296","++","None",2006
"Tuesday, Apr 18","boxscore","WSN","@","PHI","W","10","3","None","5-9","4","5.5","Armas","Lidle","None","2:58","N","20,072","+++","None",2006
"Wednesday, Apr 19","boxscore","WSN","@","PHI","L-wo","6","7","10","5-10","4","5.5","Franklin","Stanton","None","3:10","N","27,913","-","None",2006
"Thursday, Apr 20","boxscore","WSN","@","PHI","W","10","4","None","6-10","4","5.5","Traber","Madson","None","2:55","N","28,177","+","None",2006
"Friday, Apr 21","boxscore","WSN","None","ATL","W","7","3","None","7-10","3","4.5","Stanton","Cormier","None","2:38","N","24,597","++","None",2006
"Sunday, Apr 23","boxscore","WSN","None","ATL","L","1","3","None","7-11","4","5","Cormier","Majewski","Remlinger","3:01","N","21,569","-","None",2006
