date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Wednesday, Apr 6",boxscore,WSN,@,ATL,W,3,1,None,2-0,1,up 1.0,Strasburg,Norris,Papelbon,2:53,N,"18,531",++,None
"Thursday, Apr 7",boxscore,WSN,None,MIA,L,4,6,None,2-1,1,up 0.5,Phelps,Roark,Ramos,3:32,D,"41,650",-,None
"Sunday, Apr 10",boxscore,WSN,None,MIA,W,4,2,None,3-1,1,up 1.5,Ross,Koehler,Papelbon,2:52,D,"24,593",+,None
"Monday, Apr 11",boxscore,WSN,None,ATL,W,6,4,None,4-1,1,up 2.0,Scherzer,Norris,Papelbon,3:05,N,"18,119",++,None
"Tuesday, Apr 12",boxscore,WSN,None,ATL,W,2,1,None,5-1,1,up 2.0,Treinen,Johnson,Vazquez,2:47,N,"18,378",+++,None
"Wednesday, Apr 13",boxscore,WSN,None,ATL,W,3,0,None,6-1,1,up 3.0,Roark,Wisler,Papelbon,2:12,N,"19,400",++++,None
"Thursday, Apr 14",boxscore,WSN,None,ATL,W,6,2,None,7-1,1,up 3.0,Strasburg,Teheran,None,2:29,D,"21,144",+++++,None
"Friday, Apr 15",boxscore,WSN,@,PHI,W,9,1,None,8-1,1,up 4.0,Ross,Hellickson,None,3:11,N,"22,624",++++++,None
"Saturday, Apr 16",boxscore,WSN,@,PHI,W,8,1,None,9-1,1,up 5.0,Scherzer,Nola,None,2:37,N,"30,320",+++++++,None
"Sunday, Apr 17",boxscore,WSN,@,PHI,L-wo,2,3,10,9-2,1,up 4.0,Gomez,Papelbon,None,3:24,D,"37,378",-,None
"Monday, Apr 18",boxscore,WSN,@,MIA,L,1,6,None,9-3,1,up 3.0,Fernandez,Roark,None,2:43,N,"16,112",--,None
"Tuesday, Apr 19",boxscore,WSN,@,MIA,W,7,0,None,10-3,1,up 3.0,Strasburg,Conley,None,2:38,N,"16,529",+,None
"Wednesday, Apr 20",boxscore,WSN,@,MIA,W,3,1,None,11-3,1,up 4.0,Petit,Chen,Papelbon,2:33,N,"16,961",++,None
"Thursday, Apr 21",boxscore,WSN,@,MIA,L,1,5,None,11-4,1,up 3.5,Koehler,Scherzer,None,2:38,D,"17,395",-,None
"Friday, Apr 22",boxscore,WSN,None,MIN,W,8,4,None,12-4,1,up 3.5,Gonzalez,Gibson,None,2:51,N,"27,684",+,None
"Saturday, Apr 23",boxscore,WSN,None,MIN,W,2,0,None,13-4,1,up 3.5,Roark,Hughes,Papelbon,2:39,D,"35,974",++,None
"Sunday, Apr 24",boxscore,WSN,None,MIN,W-wo,6,5,16,14-4,1,up 3.5,Perez,Tonkin,None,5:56,D,"35,397",+++,None
"Tuesday, Apr 26",boxscore,WSN,None,PHI,L,3,4,None,14-5,1,up 2.0,Velasquez,Perez,Gomez,3:25,N,"25,097",-,None
"Wednesday, Apr 27",boxscore,WSN,None,PHI,L,0,3,None,14-6,1,up 1.0,Hellickson,Gonzalez,Gomez,2:59,N,"24,186",--,None
"Thursday, Apr 28",boxscore,WSN,None,PHI,L,0,3,None,14-7,1,up 0.5,Araujo,Vazquez,Gomez,2:59,D,"22,112",---,None
