date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Wednesday, Apr 3",boxscore,LAA,@,CIN,L-wo,4,5,None,1-1,3, 0.5,Chapman,Downs,None,3:06,N,"35,257",-,None
"Thursday, Apr 4",boxscore,LAA,@,CIN,L,4,5,None,1-2,4, 1.0,Arroyo,Blanton,Chapman,2:51,D,"23,795",--,None
"Friday, Apr 5",boxscore,LAA,@,TEX,L,2,3,None,1-3,4, 2.0,Scheppers,Downs,Nathan,2:46,D,"48,845",---,None
"Saturday, Apr 6",boxscore,LAA,@,TEX,W,8,4,None,2-3,4, 1.5,Hanson,Harrison,None,3:00,D,"47,201",+,None
"Sunday, Apr 7",boxscore,LAA,@,TEX,L,3,7,None,2-4,4, 2.5,Darvish,Weaver,None,3:01,N,"42,034",-,None
"Tuesday, Apr 9",boxscore,LAA,None,OAK,L,5,9,None,2-5,4, 3.5,Cook,Jepsen,None,3:44,N,"44,014",--,None
"Wednesday, Apr 10",boxscore,LAA,None,OAK,L,5,11,None,2-6,5, 4.5,Milone,Blanton,None,3:47,N,"36,011",---,None
"Thursday, Apr 11",boxscore,LAA,None,OAK,L,1,8,None,2-7,5, 5.5,Griffin,Vargas,None,2:59,N,"43,533",----,None
"Friday, Apr 12",boxscore,LAA,None,HOU,L,0,5,None,2-8,5, 6.5,Norris,Hanson,None,3:23,N,"37,674",-----,None
"Saturday, Apr 13",boxscore,LAA,None,HOU,W-wo,5,4,None,3-8,5, 5.5,Roth,Veras,None,3:10,N,"43,520",+,None
"Sunday, Apr 14",boxscore,LAA,None,HOU,W,4,1,None,4-8,4, 4.5,Wilson,Humber,Frieri,3:03,D,"36,126",++,None
"Monday, Apr 15",boxscore,LAA,@,MIN,L,2,8,None,4-9,4, 5.5,Correia,Blanton,None,2:49,N,"23,535",-,None
"Tuesday, Apr 16",boxscore,LAA,@,MIN,L,6,8,None,4-10,4, 6.5,Pelfrey,Vargas,Perkins,3:30,N,"23,299",--,None
"Friday, Apr 19",boxscore,LAA,None,DET,W,8,1,None,5-10,4, 6.0,Hanson,Sanchez,None,3:04,N,"39,023",+,None
"Saturday, Apr 20",boxscore,LAA,None,DET,W,10,0,None,6-10,3, 5.0,Richards,Porcello,None,2:52,D,"35,081",++,None
"Sunday, Apr 21",boxscore,LAA,None,DET,W-wo,4,3,13,7-10,3, 4.5,Williams,Coke,None,4:28,D,"41,147",+++,None
"Monday, Apr 22",boxscore,LAA,None,TEX,L,6,7,None,7-11,3, 5.5,Scheppers,Frieri,Nathan,3:07,N,"36,192",-,None
"Tuesday, Apr 23",boxscore,LAA,None,TEX,W-wo,5,4,11,8-11,3, 4.5,De La Rosa,Ortiz,None,3:13,N,"35,353",+,None
"Wednesday, Apr 24",boxscore,LAA,None,TEX,L,3,11,None,8-12,3, 5.5,Darvish,Roth,None,3:22,N,"37,154",-,None
"Thursday, Apr 25",boxscore,LAA,@,SEA,L,0,6,None,8-13,3, 6.5,Maurer,Richards,None,2:29,N,"13,012",--,None
"Friday, Apr 26",boxscore,LAA,@,SEA,W,6,3,None,9-13,3, 6.5,Wilson,Harang,Frieri,3:34,N,"31,545",+,None
"Saturday, Apr 27",boxscore,LAA,@,SEA,L,2,3,None,9-14,3, 6.5,Hernandez,Blanton,Wilhelmsen,2:37,N,"31,914",-,None
"Sunday, Apr 28",boxscore,LAA,@,SEA,L,1,2,None,9-15,4, 6.5,Capps,Vargas,Wilhelmsen,2:31,D,"20,648",--,None
"Monday, Apr 29",boxscore,LAA,@,OAK,L-wo,8,10,19,9-16,4, 7.0,Blevins,Enright,None,6:32,N,"11,668",---,None
"Tuesday, Apr 30",boxscore,LAA,@,OAK,L,6,10,None,9-17,4, 8.0,Parker,Richards,None,3:39,N,"14,764",----,None
"Wednesday, May 1",boxscore,LAA,@,OAK,W,5,4,None,10-17,4, 7.0,Wilson,Milone,Frieri,3:35,D,"17,139",+,None
"Thursday, May 2",boxscore,LAA,None,BAL,L,1,5,None,10-18,4, 7.0,Tillman,Blanton,None,2:28,N,"35,118",-,None
"Friday, May 3",boxscore,LAA,None,BAL,W,4,0,None,11-18,4, 7.0,Vargas,Gonzalez,None,2:15,N,"40,140",+,None
"Saturday, May 4",boxscore,LAA,None,BAL,L,4,5,10,11-19,4, 8.0,Hunter,Richards,Johnson,3:43,D,"32,136",-,None
"Sunday, May 5",boxscore,LAA,None,BAL,L,4,8,None,11-20,4, 9.0,Hammel,Williams,O'Day,3:34,D,"38,047",--,None
"Tuesday, May 7",boxscore,LAA,@,HOU,L,6,7,None,11-21,4, 8.5,Lyles,Wilson,Veras,2:45,N,"15,266",---,None
"Wednesday, May 8",boxscore,LAA,@,HOU,L,1,3,None,11-22,4, 9.5,Norris,Blanton,Veras,2:30,N,"12,906",----,None
"Thursday, May 9",boxscore,LAA,@,HOU,W,6,5,None,12-22,4, 9.0,Richards,Ambriz,Frieri,4:07,N,"13,003",+,None
"Friday, May 10",boxscore,LAA,@,CHW,W,7,5,None,13-22,4, 9.0,Kohn,Axelrod,Frieri,3:35,N,"22,638",++,None
"Saturday, May 11",boxscore,LAA,@,CHW,W,3,2,None,14-22,4, 9.0,Williams,Quintana,Frieri,2:58,N,"28,774",+++,None
"Sunday, May 12",boxscore,LAA,@,CHW,L,0,3,None,14-23,4, 10.0,Sale,Wilson,None,2:32,N,"22,088",-,None
"Monday, May 13",boxscore,LAA,None,KCR,L,4,11,None,14-24,4, 10.0,Mendoza,Blanton,Hochevar,3:07,N,"32,203",--,None
