date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Wednesday, Apr 3",boxscore,COL,@,PHI,L,1,3,None,1-1,1, Tied,Grace,Freeman,Bottalico,2:27,N,"15,648",-,None
"Thursday, Apr 4",boxscore,COL,@,PHI,L,4,7,None,1-2,2, 0.5,Mulholland,Rekar,Bottalico,2:40,N,"16,220",--,None
"Friday, Apr 5",boxscore,COL,@,MON,L,4,6,None,1-3,3, 1.5,Dyer,Munoz,Rojas,3:41,D,"45,042",---,None
"Saturday, Apr 6",boxscore,COL,@,MON,W,5,4,None,2-3,2, 1.5,Thompson,Rueter,Leskanic,2:41,D,"27,040",+,None
"Sunday, Apr 7",boxscore,COL,@,MON,L,1,9,None,2-4,3, 2.5,Fassero,Painter,None,2:27,D,"11,212",-,None
"Monday, Apr 8",boxscore,COL,None,CHC,L,6,9,None,2-5,4, 3.5,Adams,Ritz,Jones,3:13,D,"50,185",--,None
"Wednesday, Apr 10",boxscore,COL,None,CHC,W,10,9,None,3-5,3, 3.0,Leskanic,Jones,None,3:22,D,"50,083",+,None
"Thursday, Apr 11",boxscore,COL,None,NYM,W,7,3,None,4-5,3, 3.0,Reynoso,Mlicki,None,2:54,N,"48,010",++,None
"Friday, Apr 12",boxscore,COL,None,NYM,W,6,5,None,5-5,3, 2.0,Freeman,Clark,Leskanic,2:41,N,"50,045",+++,None
"Sunday, Apr 14",boxscore,COL,None,NYM,L,4,10,None,5-6,4, 2.5,Harnisch,Ritz,Henry,3:01,N,"48,051",-,None
"Monday, Apr 15",boxscore,COL,None,SDP,W,11,9,None,6-6,3, 1.5,Ruffin,Blair,Leskanic,3:22,N,"48,027",+,None
"Tuesday, Apr 16",boxscore,COL,None,SDP,L,6,10,None,6-7,3, 2.5,Ashby,Reynoso,None,3:25,N,"48,031",-,None
"Wednesday, Apr 17",boxscore,COL,None,SDP,L,6,11,None,6-8,4, 3.5,Florie,Freeman,None,3:25,D,"48,011",--,None
"Friday, Apr 19",boxscore,COL,@,NYM,W,5,3,None,7-8,3, 2.5,Ritz,Harnisch,Leskanic,2:50,N,"16,225",+,None
"Saturday, Apr 20",boxscore,COL,@,NYM,L-wo,3,4,10,7-9,3, 2.5,Franco,Habyan,None,2:40,D,"20,847",-,None
"Sunday, Apr 21",boxscore,COL,@,NYM,W,6,4,None,8-9,3, 2.5,Leskanic,Franco,None,2:56,D,"22,737",+,None
"Monday, Apr 22",boxscore,COL,@,CHC,W,4,2,None,9-9,3, 2.5,Freeman,Navarro,Leskanic,2:38,N,"21,227",++,None
"Tuesday, Apr 23",boxscore,COL,@,CHC,W,4,3,None,10-9,2, 2.5,Rekar,Castillo,Leskanic,3:14,D,"14,325",+++,None
"Wednesday, Apr 24",boxscore,COL,None,PHI,L,8,10,None,10-10,2, 3.5,Borland,Reed,Bottalico,3:23,N,"48,047",-,None
"Thursday, Apr 25",boxscore,COL,None,PHI,L,1,7,None,10-11,3, 4.5,Fernandez,Thompson,Ryan,3:22,D,"48,033",--,None
"Friday, Apr 26",boxscore,COL,None,MON,L,2,6,None,10-12,4, 5.5,Alvarez,Reynoso,None,3:07,N,"48,024",---,None
"Saturday, Apr 27",boxscore,COL,None,MON,W-wo,6,5,13,11-12,3, 4.5,Painter,Daal,None,4:51,D,"48,013",+,None
"Sunday, Apr 28",boxscore,COL,None,MON,L,9,21,None,11-13,3, 4.5,Rueter,Rekar,None,3:23,D,"48,006",-,None
"Tuesday, Apr 30",boxscore,COL,@,LAD,L,4,7,None,11-14,4, 5.0,Nomo,Ritz,Worrell,3:15,N,"31,037",--,None
"Wednesday, May 1",boxscore,COL,@,LAD,W,4,1,None,12-14,4, 5.0,Thompson,Astacio,Ruffin,2:43,N,"30,377",+,None
"Friday, May 3",boxscore,COL,None,FLA,W,9,5,None,13-14,4, 4.0,Reynoso,Burkett,None,2:43,N,"48,129",++,None
"Saturday, May 4",boxscore,COL,None,FLA,W,17,5,None,14-14,2, 3.0,Freeman,Hammond,None,2:51,D,"48,101",+++,None
"Sunday, May 5",boxscore,COL,None,FLA,W-wo,5,4,None,15-14,2, 3.0,Ritz,Perez,None,2:46,D,"48,134",++++,None
"Monday, May 6",boxscore,COL,@,ATL,L,1,4,None,15-15,2, 3.5,Avery,Thompson,None,2:07,N,"28,725",-,None
"Tuesday, May 7",boxscore,COL,@,ATL,L-wo,5,6,10,15-16,2, 4.0,Clontz,Leskanic,None,2:43,N,"29,976",--,None
"Wednesday, May 8",boxscore,COL,@,ATL,L,1,5,None,15-17,3, 4.5,Glavine,Reynoso,None,2:30,N,"29,363",---,None
"Thursday, May 9",boxscore,COL,@,FLA,L,2,6,None,15-18,3, 5.5,Miller,Freeman,None,2:45,N,"21,008",----,None
"Friday, May 10",boxscore,COL,@,FLA,L,2,4,None,15-19,4, 5.5,Rapp,Ritz,Nen,2:30,N,"27,309",-----,None
"Saturday, May 11",boxscore,COL,@,FLA,L,0,11,None,15-20,4, 5.5,Leiter,Thompson,None,2:22,N,"31,549",------,None
"Sunday, May 12",boxscore,COL,@,FLA,L-wo,5,7,None,15-21,4, 6.5,Nen,Leskanic,None,3:12,D,"21,058",-------,None
"Tuesday, May 14",boxscore,COL,@,CIN,W,5,3,None,16-21,4, 7.0,Reed,Schourek,Ruffin,2:42,N,"20,535",+,None
"Friday, May 17",boxscore,COL,None,STL,W,12,11,None,17-21,4, 7.0,Leskanic,Bailey,Ruffin,3:32,N,"48,074",++,None
"Saturday, May 18",boxscore,COL,None,STL,W-wo,9,8,None,18-21,4, 6.0,Habyan,Eckersley,None,3:14,N,"48,103",+++,None
"Sunday, May 19",boxscore,COL,None,STL,W,10,3,None,19-21,4, 6.0,Thompson,Benes,None,2:25,D,"48,075",++++,None
"Monday, May 20",boxscore,COL,None,PIT,W,10,7,None,20-21,4, 5.5,Reynoso,Neagle,None,2:59,N,"48,042",+++++,None
"Tuesday, May 21",boxscore,COL,None,PIT,W,12,10,None,21-21,4, 4.5,Holmes,Christiansen,Ruffin,3:08,N,"48,037",++++++,None
"Wednesday, May 22",boxscore,COL,None,PIT,W,6,3,None,22-21,3, 4.5,Ritz,Smith,Ruffin,2:35,D,"48,044",+++++++,None
"Thursday, May 23",boxscore,COL,None,CIN,L,5,7,None,22-22,3, 5.5,Carrasco,Ruffin,Brantley,2:45,N,"48,040",-,None
"Friday, May 24",boxscore,COL,None,CIN,L,9,11,None,22-23,4, 6.5,Ruffin,Thompson,None,3:40,N,"48,019",--,None
"Saturday, May 25",boxscore,COL,None,CIN,W,7,5,None,23-23,4, 6.5,Leskanic,Moore,None,3:07,N,"48,012",+,None
"Monday, May 27",boxscore,COL,@,STL,W,5,2,None,24-23,4, 6.0,Ritz,Stottlemyre,Ruffin,2:44,D,"38,804",++,None
"Tuesday, May 28",boxscore,COL,@,STL,W,6,5,None,25-23,2, 6.0,Painter,Mathews,Holmes,3:15,N,"26,913",+++,None
"Wednesday, May 29",boxscore,COL,@,STL,L,5,6,None,25-24,4, 6.0,Petkovsek,Leskanic,Benes,2:59,N,"27,856",-,None
"Friday, May 31",boxscore,COL,@,PIT,L,4,8,None,25-25,3, 7.0,Neagle,Reynoso,Cordova,2:33,N,"26,640",--,None
"Saturday, Jun 1",boxscore,COL,@,PIT,W,2,0,None,26-25,3, 7.0,Ritz,Wagner,Ruffin,3:01,N,"15,633",+,None
"Sunday, Jun 2",boxscore,COL,@,PIT,L,2,5,None,26-26,3, 7.0,Smith,Holmes,Cordova,2:38,D,"26,745",-,None
"Monday, Jun 3",boxscore,COL,@,PIT,L,2,7,None,26-27,4, 7.0,Ruebel,Farmer,None,2:41,D,"8,120",--,None
"Tuesday, Jun 4",boxscore,COL,@,HOU,L,8,16,None,26-28,4, 7.0,Hampton,Thompson,None,3:31,N,"18,418",---,None
"Wednesday, Jun 5",boxscore,COL,@,HOU,L,1,4,None,26-29,4, 8.0,Wall,Reynoso,None,2:13,N,"14,954",----,None
"Thursday, Jun 6",boxscore,COL,@,HOU,W,14,7,None,27-29,4, 7.5,Ritz,Drabek,None,3:17,N,"22,112",+,None
"Friday, Jun 7",boxscore,COL,None,ATL,W,19,8,None,28-29,4, 6.5,Painter,Bielecki,None,3:14,N,"48,027",++,None
"Saturday, Jun 8",boxscore,COL,None,ATL,W,13,12,None,29-29,4, 5.5,Holmes,McMichael,Ruffin,3:17,D,"48,015",+++,None
"Sunday, Jun 9",boxscore,COL,None,ATL,L,3,8,None,29-30,4, 5.5,Smoltz,Thompson,None,2:46,D,"48,036",-,None
"Monday, Jun 10",boxscore,COL,None,HOU,L,9,10,None,29-31,4, 5.5,Wall,Reynoso,None,3:06,N,"48,007",--,None
"Tuesday, Jun 11",boxscore,COL,None,HOU,W,7,5,None,30-31,4, 4.5,Alston,Young,Ruffin,3:18,N,"48,014",+,None
"Wednesday, Jun 12",boxscore,COL,None,HOU,W,8,0,None,31-31,3, 3.5,Freeman,Reynolds,None,2:31,D,"48,024",++,None
"Thursday, Jun 13",boxscore,COL,None,PHI,W,4,1,None,32-31,3, 2.5,Rekar,Schilling,Ruffin,2:23,N,"48,018",+++,None
"Friday, Jun 14",boxscore,COL,None,PHI,W,10,6,None,33-31,3, 1.5,Painter,Springer,None,2:42,N,"48,006",++++,None
"Saturday, Jun 15",boxscore,COL,None,PHI,W,4,2,None,34-31,3, 1.5,Reynoso,Mulholland,Ruffin,2:32,N,"48,023",+++++,None
"Sunday, Jun 16",boxscore,COL,None,PHI,W,11,3,None,35-31,3, 0.5,Ritz,Munoz,None,2:26,D,"48,041",++++++,None
"Monday, Jun 17",boxscore,COL,None,MON,L,3,5,None,35-32,3, 1.0,Urbina,Freeman,Rojas,2:43,N,"48,021",-,None
"Tuesday, Jun 18",boxscore,COL,None,MON,L,8,12,None,35-33,3, 1.5,Dyer,Holmes,None,3:11,N,"50,025",--,None
"Wednesday, Jun 19",boxscore,COL,None,MON,W-wo,7,6,10,36-33,2, 1.5,Ruffin,Scott,None,3:36,D,"48,007",+,None
"Friday, Jun 21",boxscore,COL,@,PHI,L-wo,3,4,10,36-34,2, 1.0,Borland,Ruffin,None,3:10,N,"25,085",-,None
"Saturday, Jun 22",boxscore,COL,@,PHI,L,4,5,None,36-35,2, 2.0,Blazier,Hawblitzel,Bottalico,3:00,D,"28,604",--,None
"Sunday, Jun 23",boxscore,COL,@,PHI,W,7,4,None,37-35,2, 2.0,Freeman,Fernandez,Ruffin,3:18,D,"33,385",+,None
"Monday, Jun 24",boxscore,COL,@,NYM,L,1,2,None,37-36,3, 2.5,Isringhausen,Holmes,Franco,2:29,N,"16,988",-,None
