date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Tuesday, Apr 1",boxscore,NYY,@,TOR,W,10,1,None,2-0,1,up 0.5,Pettitte,Lidle,None,2:41,D,"15,176",++,None
"Wednesday, Apr 2",boxscore,NYY,@,TOR,W,9,7,None,3-0,1,up 1.0,Mussina,Hendrickson,Acevedo,3:14,N,"16,222",+++,None
"Friday, Apr 4",boxscore,NYY,@,TBD,W,12,2,None,4-0,1,up 0.5,Wells,Parris,None,3:03,N,"15,169",++++,None
"Saturday, Apr 5",boxscore,NYY,@,TBD,L-wo,5,6,None,4-1,1,up 0.5,Carter,Osuna,None,3:03,N,"20,096",-,None
"Sunday, Apr 6",boxscore,NYY,@,TBD,W,10,5,None,5-1,1,up 0.5,Clemens,Zambrano,None,3:08,D,"18,363",+,None
"Tuesday, Apr 8",boxscore,NYY,None,MIN,W,7,3,None,6-1,1,up 1.5,Pettitte,Mays,None,2:36,D,"33,109",++,2003-04-07 (Snow)
"Wednesday, Apr 9",boxscore,NYY,None,MIN,W,2,1,None,7-1,1,up 2.0,Mussina,Lohse,Acevedo,2:25,N,"31,898",+++,None
"Thursday, Apr 10",boxscore,NYY,None,MIN,W,2,0,None,8-1,1,up 2.5,Wells,Reed,None,2:22,D,"29,255",++++,None
"Saturday, Apr 12",boxscore,NYY,None,TBD,W-wo,5,4,None,9-1,1,up 3.5,Osuna,Harper,None,2:47,D,"35,326",+++++,None
"Sunday, Apr 13",boxscore,NYY,None,TBD,L,1,2,None,9-2,1,up 2.5,Carter,Acevedo,None,2:49,D,"39,725",-,None
"Monday, Apr 14",boxscore,NYY,None,TOR,W,10,9,None,10-2,1,up 3.0,Contreras,Lopez,Hammond,4:08,N,"30,761",+,None
"Tuesday, Apr 15",boxscore,NYY,None,TOR,W,5,0,None,11-2,1,up 3.0,Mussina,Halladay,None,2:31,N,"33,833",++,None
"Wednesday, Apr 16",boxscore,NYY,None,TOR,L,6,7,None,11-3,1,up 2.0,Lidle,Hitchcock,Escobar,3:41,N,"25,831",-,None
"Thursday, Apr 17",boxscore,NYY,None,TOR,W,4,0,None,12-3,1,up 2.0,Weaver,Walker,None,2:56,D,"32,057",+,None
"Friday, Apr 18",boxscore,NYY,@,MIN,W,11,4,None,13-3,1,up 2.0,Clemens,Radke,None,3:09,N,"37,843",++,None
