date,boxscore,team,home_or_away,opponent,win_or_loss,runs,runs_allowed,innings,win_loss_record,rank,games_behind,win,loss,save,time,day_or_night,attendance,streak,originally_scheduled
"Tuesday, Apr 3",boxscore,TEX,@,LAA,L,3,8,None,0-2,3, 2.0,Escobar,Padilla,None,3:01,N,"42,463",--,None
"Wednesday, Apr 4",boxscore,TEX,@,LAA,L,3,5,None,0-3,4, 3.0,Santana,McCarthy,Rodriguez,2:26,D,"35,701",---,None
"Friday, Apr 6",boxscore,TEX,None,BOS,W,2,0,None,1-3,4, 2.5,Tejeda,Wakefield,Otsuka,2:14,D,"51,548",+,None
"Saturday, Apr 7",boxscore,TEX,None,BOS,W,8,4,None,2-3,3, 2.5,Millwood,Tavarez,None,3:28,N,"40,865",++,None
"Sunday, Apr 8",boxscore,TEX,None,BOS,L,2,3,None,2-4,4, 2.5,Schilling,Padilla,Papelbon,2:47,N,"28,347",-,None
"Monday, Apr 9",boxscore,TEX,None,TBD,W,8,4,None,3-4,3, 2.0,McCarthy,Jackson,None,2:50,N,"21,547",+,None
"Tuesday, Apr 10",boxscore,TEX,None,TBD,W,12,9,None,4-4,2, 1.0,Feldman,Seo,None,3:06,N,"23,897",++,None
"Wednesday, Apr 11",boxscore,TEX,None,TBD,L,5,6,None,4-5,3, 2.0,Shields,Tejeda,Reyes,2:27,N,"33,674",-,None
"Friday, Apr 13",boxscore,TEX,@,SEA,W,5,2,None,5-5,2, 0.5,Millwood,Washburn,Gagne,2:36,N,"25,243",+,None
"Saturday, Apr 14",boxscore,TEX,@,SEA,L,3,8,None,5-6,3, 1.0,Batista,Padilla,None,2:45,D,"25,954",-,None
"Sunday, Apr 15",boxscore,TEX,@,SEA,L,6,14,None,5-7,4, 2.0,Ramirez,McCarthy,None,3:02,D,"25,001",--,None
"Tuesday, Apr 17",boxscore,TEX,@,CHW,W,8,1,None,6-7,3, 1.0,Tejeda,Garland,None,2:28,N,"23,139",+,None
"Wednesday, Apr 18",boxscore,TEX,@,CHW,L,0,6,None,6-8,3, 1.5,Buehrle,Millwood,None,2:03,N,"25,390",-,None
"Thursday, Apr 19",boxscore,TEX,@,CHW,L,4,6,None,6-9,3, 2.0,Thornton,Feldman,Jenks,2:42,N,"25,459",--,None
"Friday, Apr 20",boxscore,TEX,None,OAK,L,4,16,None,6-10,4, 3.0,Blanton,McCarthy,None,3:03,N,"29,782",---,None
"Saturday, Apr 21",boxscore,TEX,None,OAK,W,7,0,None,7-10,3, 2.0,Loe,Kennedy,None,3:06,N,"42,945",+,None
"Sunday, Apr 22",boxscore,TEX,None,OAK,W,4,3,None,8-10,3, 1.0,Eyre,Duchscherer,Otsuka,3:06,D,"37,002",++,None
"Monday, Apr 23",boxscore,TEX,None,SEA,L,4,5,None,8-11,3, 2.0,Morrow,Millwood,Putz,3:02,N,"26,592",-,None
"Wednesday, Apr 25",boxscore,TEX,@,CLE,L-wo,7,8,11,8-12,4, 2.5,Cabrera,Eyre,None,4:05,N,"13,843",--,None
"Thursday, Apr 26",boxscore,TEX,@,CLE,L,4,9,None,8-13,4, 3.5,Byrd,Loe,None,2:47,D,"14,066",---,None
"Friday, Apr 27",boxscore,TEX,@,TOR,W,5,3,None,9-13,4, 2.5,Tejeda,Towers,Otsuka,2:43,N,"24,795",+,None
"Saturday, Apr 28",boxscore,TEX,@,TOR,W,9,8,10,10-13,4, 2.5,Otsuka,Tallet,Benoit,3:54,D,"24,119",++,None
"Sunday, Apr 29",boxscore,TEX,@,TOR,L,3,7,None,10-14,4, 3.5,Ohka,McCarthy,None,2:39,D,"27,516",-,None
"Monday, Apr 30",boxscore,TEX,@,TOR,L,1,6,None,10-15,4, 4.5,Halladay,Padilla,None,2:02,N,"19,041",--,None
"Tuesday, May 1",boxscore,TEX,None,NYY,L,1,10,None,10-16,4, 5.5,Hughes,Loe,None,2:50,N,"32,310",---,None
"Thursday, May 3",boxscore,TEX,None,NYY,L,3,4,None,10-17,4, 5.5,Vizcaino,Benoit,Rivera,2:49,D,None,----,None
"Thursday, May 3",boxscore,TEX,None,NYY,L,2,5,None,10-18,4, 5.5,Mussina,Tejeda,Rivera,3:20,N,"40,671",-----,2007-05-02 (Rain)
"Friday, May 4",boxscore,TEX,None,TOR,W,7,1,None,11-18,4, 5.5,McCarthy,Ohka,Eyre,2:16,N,"24,342",+,None
"Saturday, May 5",boxscore,TEX,None,TOR,W,11,4,None,12-18,4, 4.5,Padilla,Halladay,None,2:26,N,"27,421",++,None
"Sunday, May 6",boxscore,TEX,None,TOR,W,3,2,None,13-18,4, 3.5,Benoit,Burnett,Otsuka,2:21,D,"19,103",+++,None
"Tuesday, May 8",boxscore,TEX,@,NYY,L,2,8,None,13-19,4, 3.5,Pettitte,Wood,None,2:59,N,"50,705",-,None
"Wednesday, May 9",boxscore,TEX,@,NYY,L,2,6,None,13-20,4, 4.5,Mussina,Tejeda,None,3:02,N,"47,930",--,None
"Thursday, May 10",boxscore,TEX,@,NYY,W,14,2,None,14-20,4, 4.5,McCarthy,Wang,None,3:24,D,"52,147",+,None
"Friday, May 11",boxscore,TEX,None,LAA,L,3,6,None,14-21,4, 5.5,Lackey,Padilla,None,2:15,N,"30,782",-,None
"Saturday, May 12",boxscore,TEX,None,LAA,L,3,6,None,14-22,4, 6.5,Colon,Loe,Rodriguez,2:45,D,"36,474",--,None
"Sunday, May 13",boxscore,TEX,None,LAA,W-wo,7,6,None,15-22,4, 5.5,Gagne,Shields,None,2:49,D,"24,847",+,None
"Monday, May 14",boxscore,TEX,None,LAA,L,2,7,None,15-23,4, 6.5,Weaver,Millwood,None,2:58,D,"23,421",-,None
"Tuesday, May 15",boxscore,TEX,@,TBD,L-wo,3,4,10,15-24,4, 6.5,Stokes,Feldman,None,3:12,N,"8,443",--,None
"Wednesday, May 16",boxscore,TEX,@,TBD,L,8,11,None,15-25,4, 7.5,Fossum,Padilla,Reyes,3:20,N,"8,839",---,None
